county,NAICS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
WI-Milwaukee,8131,1133,1075,876,838,856,1017,932,943,995,901,929,1007,1047,1019,1184,994,841,947,962,1110,1082,1102,1142,1228,1082,1144,1175,1126,1309,1220,1264
WI-Milwaukee,8121,482,381,300,317,374,357,380,405,390,302,376,413,375,401,445,446,267,402,382,455,512,504,481,419,402,571,591,565,620,562,391
UT-Salt Lake,7211,1023,912,712,956,912,972,1017,1030,956,819,1064,1166,1099,1159,1305,1151,959,1190,1243,1077,1083,1104,1213,1062,1082,1187,1186,1206,1218,1237,1017
UT-Salt Lake,7224,267,174,123,218,228,244,261,246,220,130,232,269,279,288,388,265,171,247,315,279,314,363,299,183,224,279,300,321,438,297,150
UT-Salt Lake,7225,13912,12893,6978,11826,13021,12462,12991,14868,14551,8099,11778,12760,12635,13441,15516,14595,8362,12606,13448,13303,14444,15583,14064,8468,11586,13306,14169,14894,16483,14311,8263
UT-Salt Lake,7139,2271,2148,1343,2175,2403,2455,2445,2630,2361,1479,2407,2622,2641,2671,2884,2685,1739,2845,2972,2914,3131,2984,2792,1699,2643,3178,3369,3450,3353,2912,1872
UT-Salt Lake,7131,72,55,32,68,80,64,73,81,52,33,61,69,71,53,87,71,45,85,82,96,102,94,105,40,63,91,75,84,150,126,52
UT-Salt Lake,8131,997,923,693,860,879,945,940,948,957,937,921,987,977,903,994,1008,866,955,963,976,1024,1067,868,970,954,1075,1145,1114,1087,1007,1031
UT-Salt Lake,8121,654,551,317,620,678,670,664,668,525,379,599,727,671,681,754,550,347,673,716,650,701,645,555,442,485,727,706,729,734,591,434
MN-Hennepin,7211,949,822,650,936,905,952,931,951,845,758,1018,1016,1001,921,1046,912,817,1142,1116,1136,1032,1094,966,863,787,1229,1221,1208,1226,1064,1080
MN-Hennepin,7224,547,425,296,408,467,498,457,480,360,264,433,517,483,479,487,412,258,481,505,531,528,524,418,398,348,545,520,549,469,368,377
MN-Hennepin,7225,11190,9579,7366,9109,9160,9656,9740,10866,9581,8262,8808,9591,9383,9987,11404,9533,6746,10009,10768,11241,11216,11753,9573,8136,8262,10680,11677,12023,11711,9936,8823
MN-Hennepin,7139,3426,3072,2462,3016,2975,3482,3380,3061,2846,2110,2898,3307,3004,3390,3678,2621,1673,3393,3785,4129,4777,5395,4315,4056,3947,4891,4215,4533,4202,4421,4203
MN-Hennepin,7131,53,35,39,49,50,67,58,54,47,28,47,53,51,71,96,47,52,90,71,101,97,60,49,58,46,93,122,115,58,52,72
MN-Hennepin,8131,642,531,473,491,624,663,635,598,537,546,578,655,638,629,630,511,476,656,721,697,701,693,547,633,529,760,801,797,783,737,834
MN-Hennepin,8121,407,265,177,356,347,369,341,363,256,231,379,356,355,381,365,248,194,391,432,435,396,368,254,242,237,460,497,442,432,350,267
