county,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27
IL-Cook,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,5,6,6,7,11,17,22,27,40,50,70,76,107,178,278,413,550,807,985,1194,1418,1904,2239,2613,3445,3727,4496,5152,5575,6473,7439,8034,8728,9509,10520,11415,12472,13417,14585,15474,16323,17306,18087,19391,20395,21272,22101,23181,24546,25811,27616,29058,30574,31953,33449,34880,36513,38668,40227,42324,43715,45223,46689,48341,50236,51674,52655,53381,55470,56406,58457,59905,61212,62218,63690,64691,66213,67551,68949,70417,72010,73097,73819,74521,75306,76266,77119,77925,78495,79673,80204,80713,81344,81924,82427,82819,83271,83585,83978,84249,84581,84906,85184,85538,85858,86179,86551,86885,87177,87424,87784,88138,88650,89068,89407,89755,90122,90536,90911,91381,91774,92240,92532,92781,93053,93496,94005,94605,95138,95557,95884,96186,96662,97214,97790,98292,98670,99052,99464,100124,100795,101411,101955,102583,103008,103441,104001,104687,105493,106131,106713,107247,107744,108425,109150,110002,110865,111447,111948,112484,113044,113788,114724,115344,115960,116620,117171,118012,118757,119644,120567,121308,121877,122423,123172,123691,124573,125124,126003,126577,126992,127616,128012,129545,130616,131078,131622,132072,132401,132963,133686,134352,134801,135274,135690,136246,136993,137580,138576,139088,139583,140078,140623,141430,142215,143084,143634,144315,144697,145462,146152,146917,147841,148381,149127,149588,150400,151470,152387,153514,154519,155567,156726,157573,159035,160645,162220,163912,165198,166457,168139,170039,171437,173817,175586,177465,178832
AZ-Maricopa,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,7,9,11,22,34,49,81,139,199,251,299,399,454,545,690,788,871,961,1049,1171,1326,1433,1495,1559,1689,1741,1891,1960,2020,2056,2146,2264,2404,2491,2589,2636,2738,2846,2970,3116,3234,3359,3457,3578,3723,3972,4156,4421,4585,4751,4929,5138,5196,5525,5779,5827,5988,6219,6341,6599,6821,7096,7240,7340,7482,7644,7835,7950,8177,8277,8379,8448,8627,8896,9112,9522,9815,9937,10536,11068,11229,12091,12761,13498,14003,14374,15282,16018,17010,17791,18692,19372,20775,22272,23880,25999,28303,30136,31650,33883,34992,37135,39626,42374,44962,45178,48592,52266,54757,57929,59829,62296,64915,67543,70128,73165,76328,78481,80146,81216,84233,86483,88954,91863,93870,95471,96711,98988,100543,102247,104613,107291,108677,109988,111446,113148,114852,117293,119295,120279,120960,121789,123082,124022,124924,125545,126053,126371,126791,127188,127768,128352,128865,129385,129562,129958,130384,130800,131166,131685,131787,131962,132290,132434,132704,132986,133389,133641,133728,134004,134346,135109,135495,135856,135964,136324,136040,136324,136571,136887,137292,137507,137589,137870,138151,139051,139245,139586,139856,140006,140314,140409,140584,140753,140963,141211,141377,141738,141856,142287,142566,142968,143183,143411,143917,144342,144867,145298,145847,146278,146574,147010,147551,148152,148152,149202,149720,150280,150881,151527,152101,152695,153177,154182,154722,155458
GA-Fulton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,5,5,6,7,8,8,13,20,27,33,49,66,88,99,111,152,191,204,251,367,398,445,503,599,638,747,910,959,970,1053,1185,1261,1336,1417,1446,1495,1635,1812,1902,1945,2037,2065,2110,2198,2206,2255,2436,2500,2542,2545,2682,2729,2786,2821,2903,2959,2981,3057,3169,3251,3260,3317,3386,3509,3516,3595,3614,3625,3703,3749,3751,3751,3793,3793,3872,3931,3977,4054,4080,4230,4309,4367,4490,4507,4524,4621,4638,4688,4724,4790,4822,4823,4887,4925,4989,5031,5069,5100,5106,5148,5148,5292,5325,5400,5444,5496,5705,5885,6052,6163,6350,6506,6610,6648,6965,7277,7527,7913,8433,8652,8883,9066,9358,9586,10021,10354,10595,11080,11354,11746,12184,12584,12872,13117,13379,13779,14169,14673,15221,15649,15843,16073,16482,16867,17286,17646,17858,18079,18224,18566,18996,19230,19647,20049,20276,20468,20874,21140,21373,21601,21601,21601,22107,22484,22760,23068,23375,23622,23751,23825,23987,24211,24378,24586,24747,24801,24891,25063,25150,25339,25439,25540,25631,25681,25756,25861,25934,26022,26108,26225,26289,26360,26517,26620,26778,26910,26992,27080,27122,27247,27305,27389,27480,27529,27605,27650,27684,27790,27855,27994,28096,28198,28258,28392,28581,28834,28942,29072,29170,29170,29170,29429,29562,29678,29819,29885,29996,30141,30264,30540,30691,30838,30926,31038
PA-Philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,8,10,19,34,44,67,85,96,175,252,342,475,637,803,890,1072,1315,1675,2100,2430,3008,3189,3728,4272,4777,5271,5793,6152,6386,6813,7130,7441,8045,8563,9014,9214,9553,10028,10028,11226,11877,12329,12566,12868,13445,13803,14468,15137,15137,15854,16040,16410,16697,17047,17517,17881,18211,18313,18537,18779,19093,19349,19606,19606,19953,20132,20359,20700,21009,21234,21234,21641,21738,21975,22150,22405,22629,22629,22881,23034,23160,23281,23407,23529,23529,23691,23822,23951,24107,24228,24338,24338,24475,24591,24655,24723,24841,24841,24841,25116,25335,25443,25443,25693,25782,25782,25991,26133,26257,26400,26536,26565,26565,26810,26901,26969,27228,27341,27367,27367,27575,27723,27867,28024,28159,28196,28196,28592,28742,28874,29102,29303,29303,29303,29803,29945,30077,30213,30354,30354,30354,30665,30771,30877,30986,31120,31120,31120,31448,31584,31725,31910,32057,32186,32186,32348,32432,32569,32674,32791,32936,32936,33054,33139,33255,33343,33495,33607,33607,33778,33909,34144,34311,34445,34445,34445,34699,34742,34742,34887,34986,35094,35094,35257,35344,35441,35529,35583,35583,35583,35825,35901,36004,36112,36187,36187,36187,36452,37067,37226,37361,37502,37502,37502,37807,38083,38264,38515,38767,38767,38767,38767,39413,39691,39870,40179,40179,40179,40803,41094,41323,41561,41972,41972,41972,43003,43365
MD-Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,7,7,10,10,14,20,23,31,36,40,47,63,76,101,148,196,247,294,341,403,473,563,653,785,916,1020,1310,1476,1716,1923,2035,2205,2356,2516,2722,2966,3160,3345,3583,3734,3875,4141,4403,4795,4987,5263,5496,5738,6043,6735,7041,7333,7598,7831,8135,8516,8901,9205,9496,9687,9892,10072,10449,10791,11031,11316,11608,12240,12446,12830,13077,13324,13521,13726,13819,14100,14508,14773,15022,15220,15353,15553,15738,15940,16169,16316,16434,16523,16636,16753,16940,17042,17216,17326,17400,17499,17611,17666,17709,17804,17874,17935,18080,18151,18249,18307,18342,18414,18505,18572,18645,18731,18861,18940,18998,19040,19182,19285,19456,19510,19598,19713,19773,19956,20099,20191,20302,20425,20589,20690,20867,20958,21038,21210,21432,21558,21770,21870,22044,22183,22416,22606,22743,22880,23082,23156,23225,23372,23554,23697,23832,24009,24098,24301,24442,24588,24654,24719,24888,24949,25058,25197,25343,25426,25537,25648,25705,25817,25963,26064,26151,26215,26356,26428,26565,26697,26858,26917,27027,27102,27163,27245,27439,27589,27683,27760,27891,28034,28202,28361,28495,28555,28629,28715,28784,28887,28995,29130,29210,29305,29416,29494,29617,29791,29905,30004,30088,30153,30226,30356,30502,30621,30692,30762,30878,30969,31102,31210,31367,31442,31497,31617,31695,31844,31999,32121,32225,32292,32499
NV-Clark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,5,8,16,16,16,35,42,69,69,126,126,151,212,249,249,350,443,528,528,753,869,961,1125,1279,1418,1519,1608,1734,1878,2009,2144,2258,2324,2444,2509,2559,2625,2738,2882,2940,2998,3099,3218,3314,3443,3570,3665,3717,3793,3891,3979,4118,4225,4274,4408,4408,4473,4573,4573,4704,4750,4762,4869,5045,5045,5235,5298,5366,5463,5463,5650,5734,5815,6048,6140,6182,6226,6287,6352,6457,6579,6657,6719,6845,6923,7056,7186,7331,7483,7592,7799,7915,8100,8314,8556,8735,8815,9157,9318,9535,9852,10259,10486,10774,10774,10774,11878,12204,13174,13910,14607,15095,15604,16180,17028,17707,18442,18818,19654,20126,20622,21449,22286,23048,23803,24824,25611,26926,28189,29304,30432,31312,32025,33057,34209,35000,35786,36593,37492,38534,39345,40193,41245,42167,43147,44066,44997,45563,46185,46990,47739,48466,49151,49646,50081,50569,51457,52239,52867,53458,54076,54353,54795,55521,56010,56464,56796,57131,57283,57756,58292,58789,59153,59420,59716,59857,60144,60514,60819,61237,61476,61543,61642,61871,62057,62402,62650,62812,62952,63077,63301,63603,63877,64160,64288,64470,64895,65175,65583,66009,66262,66620,66899,67176,67499,68162,68580,68851,69151,69498,69801,70121,70730,71325,71633,72048,72439,72742,73154,73737,74544,74950,75410,75888,76244,76817,77426,78162,78897,79240,79782
NC-Mecklenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,7,11,13,32,43,77,80,106,142,170,204,259,299,336,382,420,465,533,601,650,664,741,810,848,869,913,935,954,975,993,1052,1098,1136,1153,1183,1231,1255,1331,1377,1407,1450,1482,1492,1519,1567,1627,1651,1699,1724,1734,1787,1870,1922,1989,2043,2074,2134,2158,2283,2342,2385,2504,2591,2652,2652,2780,2780,3001,3142,3231,3380,3403,3478,3605,3837,4028,4250,4412,4519,4670,4842,5057,5358,5509,5682,5682,5861,6155,6538,6862,7131,7321,7468,7563,7804,8166,8511,8752,8956,9086,9333,9614,9944,10287,10592,10863,11170,11534,11803,12233,12233,12806,13111,13317,13489,13757,14157,14607,15024,15319,15680,15950,16360,16657,17047,17379,17571,17800,18075,18403,18703,19041,19268,19480,19707,19924,20261,20502,20502,20864,21015,21316,21517,21704,21876,22066,22255,22315,22462,22612,22803,22850,22989,23110,23164,23318,23434,23593,23593,23978,24129,24260,24408,24545,24744,24847,25112,25198,25345,25558,25703,25856,25856,26128,26128,26301,26363,26479,26564,26683,26781,26868,26868,27021,27125,27235,27346,27431,27531,27586,27687,27768,27884,28416,28579,28708,28774,28844,28975,29132,29271,29414,29454,29593,29701,29829,29963,30088,30273,30366,30502,30670,30818,31074,31279,31442,31688,31820,32038,32264,32457,32457,32877,33065,33279,33552
LA-Jefferson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,11,14,21,35,45,69,104,166,184,252,293,359,458,548,744,761,838,1193,1433,2178,2495,3008,3088,3530,3922,4092,4480,4678,4877,4990,5088,5188,5265,5346,5476,5543,5592,5761,5802,5860,5929,5985,6007,6059,6104,6135,6173,6197,6305,6362,6388,6426,6491,6554,6588,6610,6679,6709,6755,6789,6833,6860,6897,6982,7039,7059,7095,7128,7175,7232,7232,7248,7298,7332,7394,7424,7424,7536,7584,7652,7711,7738,7763,7803,7831,7862,7885,7940,7971,8032,8091,8339,8379,8416,8468,8507,8507,8542,8647,8681,8741,8888,9003,9074,9169,9169,9342,9403,9489,9637,9712,9874,9874,10024,10097,10272,10452,10544,10812,10995,11100,11256,11450,11614,11836,12030,12030,12254,12486,12637,12812,12945,13128,13128,13448,13680,13780,13872,14026,14155,14155,14453,14533,14795,14914,15002,15103,15103,15279,15350,15452,15509,15597,15703,15703,15789,15815,15865,15905,15964,16006,16006,16131,16159,16159,16227,16269,16315,16315,16438,16461,16526,16575,16629,16678,16678,16764,16802,16825,16871,16920,16974,16974,17023,17048,17077,17123,17141,17198,17198,17274,17299,17344,17386,17432,17459,17459,17530,17540,17601,17633,17673,17683,17683,17764,17795,17845,17913,17947,17960,17960,18046,18046,18118,18118,18182,18252,18252,18344,18358,18405,18441,18491,18539,18539,18624,18645,18687
MN-Hennepin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,12,22,24,28,32,45,52,57,89,103,111,128,141,152,171,190,204,218,235,242,252,267,280,310,344,375,415,464,557,557,588,651,706,806,875,924,975,1013,1073,1132,1200,1287,1332,1416,1524,1633,1738,1829,1980,2151,2298,2519,2764,2962,3153,3379,3558,3744,4033,4183,4331,4674,4930,5158,5409,5650,5838,6029,6350,6649,6918,7168,7421,7540,7695,7932,8181,8393,8514,8591,8738,8867,9099,9255,9372,9480,9567,9674,9815,9934,10069,10191,10281,10323,10415,10512,10607,10705,10830,10920,10988,11057,11178,11308,11415,11556,11656,11796,11892,12048,12150,12150,12329,12456,12597,12703,12867,13054,13328,13568,13697,13790,13948,14125,14348,14495,14734,14835,15125,15273,15537,15810,16067,16316,16506,16661,16881,17092,17316,17547,17789,18009,18197,18393,18641,18774,19057,19271,19472,19569,19677,19873,20063,20251,20469,20625,20722,20853,21050,21270,21466,21670,21846,21934,22044,22305,22520,22736,22984,23134,23209,23372,23569,23798,24026,24155,24299,24385,24389,24389,24398,24611,24788,24944,25018,25093,25264,25454,25628,25857,26054,26147,26264,26447,26706,26960,27177,27372,27557,27728,27873,28158,28440,28645,28843,29045,29207,29404,29661,29929,30218,30456,30698,30888,31161,31472,31749,32050,32336,32544,32743,33024,33310,33719,34033,34290,34657
MA-Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,10,15,41,44,49,60,65,75,83,89,100,119,144,177,199,232,304,446,538,685,842,981,1141,1340,1582,1870,2202,2468,2632,2950,3187,3545,4045,4447,4872,5660,5983,6254,6681,7206,7744,8297,8737,9253,9621,10094,10724,11681,12253,12648,12953,13417,13799,14208,14607,15048,15370,15757,15980,16327,16676,17014,17307,17589,17774,17953,18201,18381,18683,18883,19129,19345,19504,19708,19930,20085,20232,20437,20539,20601,20706,20857,20972,21124,21287,22224,22296,22403,22485,22583,22686,22754,22812,22845,22889,22996,23075,23156,23195,23227,23269,23346,23407,23464,23544,23574,23609,23647,23697,23741,23786,23859,23915,23946,23962,23998,24039,24083,24115,24153,24193,24243,24300,24348,24377,24436,24483,24536,24600,24652,24685,24738,24809,24886,24958,25011,25084,25123,25190,25250,25333,25396,25429,25535,25617,25706,25801,25894,25932,26027,26109,26156,26254,26345,26420,26470,26565,26565,26565,26565,26565,26565,26565,26565,26565,26565,26565,26565,26565,26565,26565,26565,26565,26565,26565,26565,26565,26565,26565,26565,26565,26565,25712,25752,25792,25847,25931,26021,26138,26182,26246,26304,26383,26469,26545,26644,26732,26784,26820,26943,27014,27103,27201,27340,27392,27507,27624,27779,27961,28101,28243,28308,28392,28533,28638,28796,28917,29055,29225,29358,29460,29587,29728,29845,29986,30182,30367,30502,30656,30831,31032,31257,31401,31594
OH-Franklin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,7,10,14,21,34,44,75,88,109,152,222,247,281,325,391,441,503,557,597,644,703,761,802,850,894,943,1012,1053,1102,1212,1320,1403,1510,1510,1557,1598,1673,1768,1839,1942,2005,2090,2216,2441,2589,2698,2905,2988,3097,3237,3377,3615,3710,3777,3881,4002,4113,4227,4330,4420,4493,4574,4706,4793,4885,4996,5097,5188,5310,5414,5486,5566,5674,5773,5862,5933,5996,6112,6216,6323,6406,6512,6586,6667,6741,6844,6918,7030,7076,7202,7289,7365,7487,7590,7694,7794,7915,8029,8144,8310,8511,8694,8840,8982,9148,9338,9338,9825,10023,10271,10410,10587,10879,11122,11433,11724,12035,12301,12574,12823,13099,13412,13778,14001,14246,14432,14736,14993,15301,15548,15682,15862,16042,16311,16630,16842,16952,17107,17254,17404,17619,17834,18006,18182,18317,18483,18697,18965,19124,19287,19437,19553,19683,19818,19980,20150,20316,20443,20534,20659,20794,20954,21133,21320,21497,21619,21785,22005,22161,22392,22629,22935,23099,23295,23477,23763,23994,24144,24419,24590,24832,25067,25274,25445,25658,25846,25977,26134,26242,26393,26545,26704,26872,26961,27119,27283,27424,27600,27770,27908,28014,28131,28291,28520,28661,28841,29005,29141,29327,29507,29698,29901,30157,30401,30590,30777,30978,31221,31466,31703,31999,32241,32468,32767
VA-Fairfax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,5,6,10,10,10,12,14,16,16,22,31,43,46,77,79,124,156,188,224,244,288,328,372,387,426,488,532,570,690,777,946,1008,1164,1207,1298,1375,1476,1633,1809,1925,2077,2256,2362,2534,2745,2889,3002,3278,3448,3611,3897,4046,4340,4615,4834,4834,5045,5338,5610,5892,6200,6470,6666,6951,7159,7386,7643,7843,8020,8163,8580,8734,8945,8989,9482,9839,10069,10503,10738,10906,11110,11219,11426,11596,11815,11904,12056,12056,12603,12695,12746,12812,12863,12939,13017,13092,13103,13153,13209,13244,13341,13419,13499,13579,13588,13611,13653,13728,13778,13840,13850,13864,13886,13965,14072,14153,14191,14191,14253,14284,14356,14403,14482,14556,14574,14653,14687,14731,14798,14878,14934,14994,14994,15126,15231,15265,15304,15455,15509,15570,15606,15616,15689,15768,15907,15987,16019,16087,16241,16302,16376,16445,16544,16642,16703,16816,16882,16995,17070,17154,17230,17330,17419,17531,17647,17729,17784,17878,17959,18084,18192,18310,18417,18508,18606,18671,18740,18876,18983,19055,19135,19177,19282,19359,19495,19601,19658,19732,19837,19921,20041,20155,20259,20305,20373,20437,20504,20627,20687,20801,20822,20924,20981,21018,21064,21176,21282,21357,21414,21447,21632,21736,21861,21952,22089,22185,22275,22340,22460,22530,22616,22687,22769,22849,23015,23137,23232,23351,23462,23534
SC-Charleston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,5,7,10,14,31,36,52,60,92,108,117,123,142,190,231,247,274,274,300,305,308,313,328,331,339,351,353,360,383,385,385,390,391,403,406,412,416,424,435,435,438,441,444,452,456,457,463,463,464,467,481,481,481,491,491,491,491,501,506,507,509,515,515,523,540,550,558,561,568,576,578,586,609,617,634,646,657,689,709,745,776,811,835,869,910,959,1015,1092,1165,1230,1264,1403,1554,1728,1836,2044,2251,2416,2628,2860,3141,3380,3653,4026,4288,4614,5032,5375,5650,5978,6072,6336,6698,6960,7269,7552,7832,8247,8461,8672,8966,9093,9432,9618,9778,9958,10125,10346,10490,10611,10726,10906,11111,11245,11332,11457,11579,11714,11814,11926,12019,12118,12213,12324,12377,12454,12555,12631,12726,12821,12879,12911,12956,13062,13111,13156,13257,13320,13405,13440,13478,13503,13679,13897,14000,14053,14105,14151,14232,14325,14391,14440,14485,14509,14529,14550,14661,14699,15124,15167,15191,15230,15332,15378,15455,15489,15500,15560,15613,15682,15728,15780,15817,15865,15888,15888,15899,15932,16003,16026,16046,16076,16100,16141,16178,16232,16273,16302,16340,16392,16448,16498,16576,16628,16663,16707,16770,16859,16912,16982,17045,17075,17134
MI-Oakland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,9,14,14,16,59,105,184,229,277,329,428,543,668,824,1018,1170,1365,1591,1910,2183,2540,2785,3035,3380,3736,4007,4247,4511,4802,4915,5073,5364,5576,5778,5901,6021,6109,6178,6306,6463,6634,6804,6881,6913,6913,7012,7159,7267,7423,7475,7499,7499,7522,7573,7624,7664,7692,7736,7752,7784,7830,7952,7994,8023,8043,8050,8078,8117,8125,8131,8192,8215,8226,8240,8260,8281,8311,8319,8396,8407,8412,8425,8438,8457,8457,8457,8457,11255,11262,11283,11286,11298,11306,11313,11372,11384,11425,11485,11667,11685,11740,11791,11805,11826,11843,11886,11916,11942,12017,12051,12108,12160,12208,12233,12254,12320,12408,12488,12568,12642,12700,12752,12814,13022,13171,13260,13329,13398,13442,13492,13644,13711,13782,13823,14035,14111,14200,14362,14494,14614,14721,14777,14861,14950,15030,15176,15292,15427,15501,15615,15751,15876,16083,16236,16378,16469,16547,16639,16794,16885,16885,17106,17225,17358,17459,17579,17694,17794,17794,17996,18053,18168,18247,18351,18455,18513,18513,18672,18746,18888,18972,19272,19348,19348,19466,19549,19624,19751,19828,19884,19884,20089,20178,20235,20346,20442,20543,20543,20650,20771,20854,20922,20993,21107,21107,21241,21358,21464,21592,21730,21878,21878,22033,22179,22324,22571,22752,22931,22931,23165,23394,23608,23827,24025,24343,24343,24730,25069
TN-Shelby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,4,4,30,42,66,93,135,170,198,223,275,362,396,428,496,638,640,689,736,766,835,912,1006,1083,1147,1215,1331,1359,1421,1492,1682,1730,1778,1839,1873,1924,1953,2001,2086,2296,2327,2376,2432,2507,2599,2672,2815,2878,2901,3010,3066,3108,3189,3260,3372,3429,3475,3542,3595,3681,3726,3846,3936,3936,4033,4127,4225,4336,4451,4516,4615,4718,4823,4943,4943,4943,5313,5428,5546,5669,5812,5860,6005,6125,6204,6365,6451,6537,6773,6954,7104,7183,7290,7623,7737,7916,8064,8268,8490,8643,8988,9139,9139,9671,10028,10344,10765,11145,11560,11793,11936,12176,12549,12842,13113,13423,13594,14163,14447,14891,15324,15632,16224,16468,16702,16904,16966,17278,17693,17944,18331,18654,19245,19522,20082,20586,21021,21296,21492,21728,21924,22212,22635,22916,23238,23485,23625,23785,23943,24251,24440,24692,24798,24905,25096,25210,25427,25527,25858,25976,26086,26334,26504,26649,26839,26976,27120,27173,27264,27410,27474,27631,27786,27947,28011,28117,28404,28499,28626,28709,28963,29100,29392,29521,29702,29800,30062,30155,30244,30397,30460,30613,30755,30953,31034,31097,31202,31321,31389,31482,31600,31840,32016,32138,32280,32447,32530,32722,33056,33167,33288,33443,33507,33754,33996,34370,34523,34739,34892,35564,35753,36376,36685,36855
