state,ratio,H1,H2,G30,G45,G60,D30,D45,D60,G_impr_45,G_impr_60,D_impr_45,D_impr_60
Chandigarh,0.4089746665710608,79316.91705263573,32438.609705046187,48696.1162899127,44576.64402218439,39127.59636618836,566.6490337040844,497.0626329122821,406.454269189421,0.08459549922221732,0.19649451851063615,0.12280335208008453,0.282705440204316
Chhattisgarh,0.2685484466860135,6924559.959097594,1859579.8209998242,110879.66458614788,47926.625958395656,19192.22568147513,1306.5302484156546,547.8316417018941,216.8078066959133,0.5677600023658161,0.8269094179432357,0.5806973146115718,0.8340583335450349
Gujarat,0.5320378234601135,1601188.418144029,851892.8009388914,878130.4078685046,804488.9057964429,707765.4012756154,8945.771045018808,8112.061094718421,6982.36606248727,0.08386169230924656,0.1940087771318818,0.09319598569031273,0.21947856396624443
Himachal Pradesh,0.5153608317284135,453093.39712077886,233506.58999081695,231300.08391414335,211017.91701814544,187256.62917608774,4106.338015934778,3722.566656408553,3251.1062498013557,0.08768767634138208,0.19041694232330753,0.09345829740196443,0.20827115615291958
Madhya Pradesh,0.4959996997406202,6869870.40157402,3407453.6564376876,614225.8168407273,546513.569973742,454773.7264639449,5014.57746867831,4204.81280385319,3206.828689815031,0.11023998830798665,0.2595984831717508,0.16148213281837054,0.3604987240011164
Bihar,0.26633506396659323,2899650.9471518826,772278.7204904893,28874.71062950336,11140.466365936212,4192.420671234722,2148.437145224125,2049.492697861884,2012.665849646748,0.6141791164981165,0.8548064870665396,0.04605415037725891,0.06319537710432444
Manipur,0.3149556708866539,474431.9466885372,149425.03205934944,27488.447104650637,22010.653509333773,17556.433302807796,639.1604664024308,511.76204891799944,409.0300822239751,0.19927621136481377,0.36131592898030573,0.19932149152075096,0.3600510298669819
Mizoram,1.4617513409415692,222307.4555513945,324958.2212535592,58446.322744385994,53260.19228971796,48533.99195338559,1508.3655125959126,1421.2464550629427,1349.95956225097,0.08873322069122269,0.16959716754725218,0.05775725897036532,0.10501827907237438
Goa,0.49894889763444034,323164.5343589071,161242.58817292392,166974.89142071744,153079.83014274348,136543.9161337711,3319.2099299498527,3022.240286702677,2651.5086154460528,0.08321647140924526,0.1822488101535643,0.08946997915605237,0.20116272504459753
Andaman and Nicobar,0.7827788870266691,47929.72793662618,37518.37908972329,3921.9392212302764,3687.4143044727407,3413.876933274878,157.29775964155655,140.22446452262471,121.84320451005323,0.05979820275847303,0.12954364137137853,0.10854124787179253,0.22539771203541403
Assam,0.3595958009947933,1382520.5008642958,497148.56690001924,103590.90420848993,68846.33491399931,43525.80669996771,1295.917766140782,851.0659857990404,535.6098907823543,0.3354017378259653,0.5798298409253533,0.343271611798719,0.5866945382056223
Jharkhand,0.36911593242781743,3418623.388110988,1261868.3595221315,174205.58179279248,129249.5092840129,78893.3118597276,3057.1062185071623,2166.49360707666,1244.2684355360452,0.2580633298091002,0.5471252353235923,0.29132537366182976,0.5929914282979534
Arunachal Pradesh,0.5789083640730888,226184.2112797232,130939.93173110644,9800.163901880485,7848.171875384149,6151.6243368041105,61.828140007904835,49.308479895787286,38.55729987305449,0.199179528632351,0.3722937291259264,0.20249129458717163,0.37637943065851776
Tripura,0.3833913169357672,474050.32365835796,181746.77788120456,6702.278608726789,3910.4755788373877,2214.7751712501777,71.14508012848364,41.40798484535776,24.247479175544754,0.4165453561202749,0.6695489249930016,0.41797823868386286,0.6591826289076448
Nagaland,0.5788444781376707,350851.5422551494,203088.4778804789,9462.55707936539,7121.422282966909,4957.1691906652595,354.30134234624154,258.355485519578,175.40407905879488,0.24741037509868213,0.4761279483877402,0.2708029729475321,0.5049296796415155
Meghalaya,0.5871425521640412,814879.4906216225,478450.4238297133,22014.616247174985,12652.951122932645,6530.807020106717,500.07241733585374,283.88008543187743,146.49413160391077,0.4252477090280268,0.7033422274192593,0.4323220485859738,0.7070541655059455
Sikkim,0.12400901826785915,212074.05879896285,26299.095831739618,9635.069606435165,7586.524216127182,5938.931691194652,136.77163364707576,107.55265279309458,84.2588106998644,0.21261345003047827,0.3836129956727973,0.2136333395664306,0.38394527832222114
Daman and Diu,0.10690109571099053,80763.4730852645,8633.703766239867,3154.2878899439784,2374.4479237734067,1646.8553654180396,0.9590876356984497,0.6981764663989249,0.4682476633323551,0.24723170280580253,0.47789947434148483,0.2720410102143771,0.5117780212114229
Ladakh,0.4801417161993304,34657.973135633634,16640.738701333423,7496.687129660451,5191.499023068054,3335.209502473379,33.20356193453965,21.070479724729665,12.687626226267795,0.3074942393516703,0.5551088841259351,0.3654150790728472,0.6178835797411955
India,0.44079137587242173,195266343.0673934,86071720.02225265,16448950.196667712,13474065.977153296,10414362.522907982,183472.2144288707,143572.6315495189,106877.68982593878,0.18085556731256192,0.36686764818476014,0.21746934817108365,0.41747206704493345
