county,daily release,daily release per 1000,slope
MI-Macomb,2073.5022281839993,57.92305539870068,0.1917454560009073
MI-Oakland,3022.595490962444,50.228406876258695,0.2116207187746452
MI-Wayne,5155.327430211439,59.08774122960482,0.1403590339572057
MN-Hennepin,1671.2995023020137,26.40611043078824,0.1220197028014837
MO-St. Louis,3073.059180261464,88.61933656311543,0.2205596687072459
NE-Douglas,1992.620696203469,69.75412316251355,0.2108690268271854
NV-Clark,2917.0512076211307,48.075844919621666,0.2260974949051737
NJ-Bergen,2268.9409658992217,50.99742964535335,0.1258126271292239
NJ-Burlington,507.23907359296885,22.779396544865662,0.0965549603236994
NJ-Camden,1185.8369253561323,46.83084340514772,0.081326775795944
NJ-Essex,1884.29812787175,47.16788705207923,0.0875194399601412
NJ-Hudson,1222.7241182332916,36.36943737299552,0.0958770714425674
NJ-Mercer,317.1652268871182,17.265583671494703,0.0905423652597234
NJ-Middlesex,1611.259471508055,39.373047872157144,0.0957137480173499
NJ-Monmouth,1621.9507557991685,52.42287852355525,0.2802176220328458
NJ-Morris,1054.0757013529935,46.173435124261935,0.1255469272882572
NJ-Ocean,1437.730587474901,50.87831736505708,0.2364950393375715
NJ-Passaic,977.5040434817214,38.95788753399471,0.098166013276089
NJ-Somerset,743.5493958343746,45.20964058652341,0.0996086075095487
NJ-Union,992.4734033118576,35.76773578679393,0.0983116887111486
NY-Bronx,4131.731000986776,58.26696668380251,0.0704766667437079
NY-Dutchess,610.7618583565079,41.51764054928711,0.0726256482620902
NY-Erie,2734.986800921248,59.540238312777106,0.0996627838273783
NY-Kings,6069.707924777772,47.4266303391942,0.0891552926157155
NY-Nassau,4007.1634028229064,59.062458956034476,0.1763098286717877
NY-New York,3678.315316134911,45.168561006528016,0.1309975357244253
NY-Orange,1092.9801754158248,56.787040859137775,0.0938379859589593
NY-Queens,5482.832044395347,48.65286139939026,0.0953407757935172
NY-Richmond,1326.8646694327024,55.733872783289996,0.1150101294878856
NY-Rockland,928.9166099785978,57.02565832355283,0.0850674725750178
NY-Suffolk,2807.406141192424,38.02525043925101,0.1616909191675328
NY-Westchester,2882.058177202935,59.57706054955597,0.1116070769361558
NC-Mecklenburg,3843.351727479069,82.11936845225226,0.2182483271776516
NC-Wake,132.1505884556486,7.268623573955407,0.1506819307165023
OH-Cuyahoga,1989.7983255543945,35.114532612905414,0.157081262588191
OH-Franklin,384.82379105185737,5.928440264506008,0.177071318881213
OK-Oklahoma,2244.6894617014996,118.23350058429979,0.3746666890987412
OK-Tulsa,2911.63399501296,121.38967795958428,0.3825817962911814
PA-Berks,734.9042201947802,63.31198162029512,0.0846061427109193
PA-Bucks,1272.8393455900887,40.54789662112135,0.1239852274854056
PA-Delaware,1874.2905344231442,66.1420540178649,0.0698327568454087
PA-Lehigh,428.22462463672764,23.190021858492013,0.110132009811599
PA-Luzerne,868.8546607255886,68.95336867357634,0.1190066889659229
PA-Montgomery,2298.0885042429954,62.12538921964847,0.1092699815055284
PA-Northampton,860.5899819645646,57.4975128591232,0.1082182160465964
PA-Philadelphia,4867.324128380368,62.60732898222865,0.0655445234309138
RI-Providence,2045.1284441965497,64.01719259815378,0.0978924743250462
SC-Charleston,811.1715872163959,70.50319826817055,0.4488673633376585
SC-Greenville,331.85333128156407,41.349649291322905,0.244404193185332
SD-Minnehaha,76.17906427277646,7.888726404752808,0.2582488587509809
TN-Davidson,1626.2281181173894,46.855641426487566,0.2603422426637174
TN-Shelby,871.4921647205648,23.64098922901443,0.2051592410470648
TX-Bexar,939.4641811979362,102.68409911290343,0.1984537645954125
TX-Cameron,756.6769628360274,46.47363478123407,0.3452886214040058
TX-Dallas,940.7557452934192,7.139063054774996,0.1917298460393599
TX-El Paso,214.2395283347845,5.105572634575282,0.1026704748451685
TX-Fort Bend,448.60976559851855,11.05432992691119,0.1575644138176211
TX-Harris,1601.3073788797997,7.015887143761865,0.1873606793472507
TX-Hidalgo,983.3160547845808,58.14093895062584,0.1700243368911486
TX-Nueces,416.79335015393315,73.76085883879435,0.3703372837763456
TX-Tarrant,8026.334962760886,76.35053268329911,0.2824352940348993
TX-Travis,2933.6132951575814,108.55876250396054,0.1753779641410675
UT-Salt Lake,898.5369865320841,15.490960737529521,0.100780198291764
VA-Fairfax,2795.0721705143965,48.71449633673651,0.0819542986387349
VA-Prince William,1529.3461043053985,65.03220488823492,0.0992801279642021
WA-King,4066.3663403537385,93.30136029215097,0.0781212539900103
WA-Snohomish,3063.8819247952524,82.77327428981145,0.0836230051976227
WI-Milwaukee,4327.444023115139,91.51580950751357,0.1317026906582311
