county,2020-01-01,2020-01-02,2020-01-03,2020-01-04,2020-01-05,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-11,2020-01-12,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31
NJ-Monmouth,51162,95058,105384,100196,79016,96674,99831,101497,103630,114179,110653,83142,93981,91503,103316,99800,105366,91321,82382,89776,91721,100403,97052,110468,87640,79566,96045,92135,94086,96423,109962,102031,67024,87111,88894,88343,88000,97736,103105,79301,86210,87815,93038,94604,102750,93888,79351,87214,87216,92476,96694,102037,100744,82627,91504,54445,93253,92958,103607,101698,79620,89906,89865,90595,94852,98572,100946,80964,91334,86682,88567,85588,92051,72785,54111,51234,40095,40194,36195,34196,23083,21754,23771,26310,12798,29688,31305,24226,21088,27202,25971,27002,27590,28316,29365,23760,27910,27957,27869,26202,29891,30325,14868,18334,27235,26829,26962,29525,26406,24877,25933,26372,28519,29033,28211,34253,20637,27866,32350,29818,28548,34373,39219,32173,32487,34408,30906,36124,35831,40093,32607,30442,34811,36713,37227,45016,46208,37292,37037,37133,38863,41938,46100,38393,41244,37232,42758,43308,40550,47143,54677,46521,45898,43240,42635,50079,46561,55633,50575,51010,58967,53585,44819,61422,60701,51571,56714,56918,57648,58742,67804,71034,52172,67564,68331,69089,70001,80473,67215,62290,70163,67547,64213,76694,80369,58529,61346,59897,67024,63511,74791,51153,67547,65992,65715,70635,73517,73349,72329,71089,62666,63835,70656,66031,65078,68838,74689,65715,68982,67103,74296,73583,73902,80568,65731,71510,46871,70681,71991,73674,74841,67775,73634,74971,69024,69152,78755,79006,50608,68701,76941,68628,79940,85894,80863,64505,68576,71672,74228,71461,69819,65711,65010,62366,67550,66622,73702,84765,82114,77027,65624,67283,65268,63596,73911,81080,61949,62822,60598,63644,65411,65578,72215,53855,51671,60036,65047,66134,75399,79100,65196,60523,59025,62836,66524,72929,78638,58269,60963,59269,63346,69296,75256,79591,59421,50029,59005,64848,68098,61440,78579,61932,62606,62503,62926,66476,74962,78330,58401,57587,63804,62744,58328,70126,61627
NJ-Morris,34030,68255,76320,68591,55318,68919,70722,72375,74099,80696,75324,58817,67729,65199,73385,72308,75490,52723,55985,64150,65712,74407,68776,80092,60098,55870,69121,65929,66132,68813,78818,70247,46295,61939,62193,62900,61940,69600,70298,53917,62114,63386,66872,66891,70860,60974,51212,57455,58863,64114,67342,71192,68465,54214,64632,41096,67430,66756,72847,66673,52556,62932,61181,61220,65396,66783,66018,49992,61548,60834,61809,61600,64561,47388,35201,35818,28713,27916,25820,22741,15798,15059,17102,18088,9220,20169,21154,16704,14129,18290,17658,18927,18727,19441,19106,14873,19128,19219,18537,18320,19826,19531,9272,13192,18173,18093,18495,19688,17750,15354,17271,17508,19585,19647,20100,22105,14319,18655,21601,19588,18612,22643,24278,18827,20839,22830,21018,23198,23440,25278,19843,20084,22824,24050,24050,26521,26862,22223,24622,25023,26143,26964,29481,23329,23998,20652,26102,26705,25346,28423,29240,25379,28261,28111,28122,29275,30785,29695,24318,30018,29774,30365,30626,32846,29835,26377,33142,33920,34153,36520,38183,36045,25323,37386,38202,38916,39623,40298,35532,29687,36984,38985,36774,36777,38655,24803,26923,33588,36579,34539,38000,31144,37433,29374,36214,37407,37943,38380,39874,35252,28117,34835,37310,35100,38754,41383,35707,30122,35702,37580,39317,38983,41004,36668,31269,38350,27567,38899,40710,40941,39363,31557,38410,39428,39664,39326,42281,38451,29898,38264,39730,39887,41797,44835,38635,31407,37152,38911,38803,38078,37397,38612,30035,37750,40526,40219,41786,45336,40426,32932,31588,40770,41390,39376,45370,46026,35108,38871,37701,40976,41179,42706,43276,32425,33260,38545,41479,42236,47465,45570,36254,38475,36850,41323,42326,46448,47156,34530,38606,38091,41729,44628,48483,48476,37859,35508,38584,41801,43922,42167,48854,37608,39422,40308,40131,42528,47953,48900,36832,36457,40610,40098,37267,45244,41294
NJ-Ocean,35766,58968,63877,57481,46815,62283,63843,65901,67448,73637,67284,52164,62142,60284,67385,65234,66995,57219,51690,55027,59169,65732,62380,71651,51784,50192,63104,59989,60770,60959,71426,59779,42153,57340,56111,56578,56408,62688,60858,47401,57617,57906,61028,60369,67254,56518,50353,50742,55138,57788,61303,65813,63197,50886,58956,38372,62906,61038,66911,61518,46848,58611,56988,58374,60281,60340,60965,47841,58854,57032,58209,58962,66399,51302,39906,38735,31597,30950,28934,27026,17624,15985,18643,19841,9686,22074,23451,18710,16911,20887,19833,21166,20969,22135,21917,17450,21176,21023,21173,20895,23578,24129,10872,13969,20590,20687,21342,23519,20945,19346,20385,20912,22285,23166,22264,26979,17196,21740,24469,23242,23225,26972,31053,23782,25304,26396,24156,26906,28168,31398,26180,24136,26265,27360,28256,33126,36627,28601,27969,27866,28850,32699,37988,36428,36355,30739,32024,31630,30188,36145,41708,36992,34501,32442,32881,37060,40259,45614,40389,39682,40527,39062,35678,46796,51019,43062,44469,42569,42934,44388,52885,58304,44568,49883,50371,51764,52329,60972,58501,51856,54300,52745,52318,60745,73909,62783,59295,50013,56530,54316,59923,45026,60940,58136,56615,58386,61253,61506,63381,67134,58217,55220,58808,56248,59147,60193,69304,61235,58433,57656,61965,63485,62026,73058,61837,63969,41535,63224,66865,65542,69177,61173,63594,62480,56031,56836,67434,71941,44302,58004,61824,57190,64306,72126,71805,55613,56787,57372,62863,60233,55187,55270,54777,51717,53516,52871,58363,71012,75074,69777,53787,48234,46049,43466,53490,61435,44162,44268,41638,45149,44955,46963,55087,39295,36327,42251,45237,45333,54031,59034,47283,44461,41828,43528,45818,52303,57180,40430,41570,40961,44316,47333,52689,58328,44560,34877,40463,44756,46462,42769,57050,43711,42051,42084,42649,45653,52178,54957,40057,39467,43020,45720,38509,45981,43060
NJ-Passaic,32374,54626,61584,55843,46870,55554,60472,60069,61675,68011,65160,53208,57199,55232,61763,58969,63282,50053,53368,56433,58660,64003,62422,70647,53189,52600,62315,59844,62115,62517,70499,60005,44581,56716,56237,54872,54589,61213,61335,48457,56538,56837,60322,57403,60538,53288,48141,50099,50536,56344,57229,60310,56522,47251,55854,42090,58033,57714,61274,57176,45204,52100,52246,51633,53400,53476,53354,42969,49864,48531,48605,48923,52109,40964,31492,33060,25376,25074,23439,21193,15526,15362,17337,16388,10130,19304,19994,15087,13199,18028,16210,16540,16104,16419,15673,12866,16066,15756,15215,14761,15065,15035,9550,11631,15763,16120,15983,16838,15107,13093,15838,15976,17391,17443,17011,18316,12228,16994,19403,17331,16314,20218,20598,16082,17965,19878,18486,20404,19653,20737,18426,18647,20248,20973,21101,23898,22291,18645,22213,22261,22239,23267,24727,20103,21148,18813,23175,23252,22356,24172,24243,20846,23637,23370,23535,24463,25796,25456,21035,24611,24577,25066,25080,27274,25822,21410,28041,28453,28873,30572,31403,30761,23786,29400,29485,30520,31167,32213,29126,23620,29626,30527,28713,29195,30705,22134,21775,26101,28243,25864,29156,24548,29356,23136,28921,29162,30121,29843,32174,28214,21917,27227,28964,28603,30045,32079,30004,23810,27847,29504,30914,30784,33303,30895,26738,31294,23402,33259,32711,32588,30858,24100,28688,30349,29824,30314,32401,30219,23198,28823,30782,30623,31997,36649,31689,25158,28780,29357,30024,28725,29119,29686,23791,29974,31877,30382,32538,34898,32287,26910,24325,31916,32408,31403,34946,36053,27544,29950,29762,31368,31752,32408,33183,25377,25516,30418,31255,32413,35922,35628,28529,29288,28751,30730,31186,34544,35301,25860,29980,29698,30632,33401,35112,36843,28343,27681,29739,30953,33156,31635,36882,29066,29726,29913,29740,31813,35557,36502,28840,28071,30921,29176,27935,33493,33094
NJ-Somerset,19790,38521,41281,39566,31085,38505,40661,41400,42701,45710,41512,33180,38173,36609,41322,40686,41007,32760,32339,34987,36897,40323,38468,44090,34772,31034,38562,36341,37920,38336,44009,39358,25841,35123,35055,35498,34740,38017,38891,29995,34905,35524,36460,36957,40020,35063,28657,31198,32868,34725,37223,39568,38326,31058,36072,23701,37628,37487,40145,38389,30755,35287,34952,34967,36681,37812,38214,28058,34313,33744,33731,35545,35617,26296,19389,19669,16118,16057,14679,13235,9559,9325,10171,10415,5395,11575,12314,9883,8439,10675,10239,10345,10509,11308,10656,8732,10263,10564,10630,10096,11064,10984,5593,7391,9880,10450,10220,10862,9729,8711,9831,9781,10858,10859,11144,12381,8128,10698,11726,11330,10567,13281,14128,10556,11468,12604,11639,12751,12912,14470,11656,11173,12160,12890,13265,14613,14984,12912,13297,13591,14084,14720,15792,13154,13694,11464,14305,14998,14010,15689,16370,14111,15269,15282,14986,16190,17001,16438,13439,15560,15847,16423,16691,17356,17019,14595,17477,17935,18313,19187,20287,20505,14748,18916,19286,20313,20453,21710,19361,16872,19053,20380,19762,19749,21477,14573,14945,18471,20358,18553,20594,17494,22520,17489,20514,20957,21892,21553,23202,21778,16728,19155,20193,19992,21158,22925,21637,17073,19583,20754,21602,22184,23342,21907,18634,21584,15522,24022,23334,22897,23000,17635,21892,22349,22032,20780,23671,22461,16777,19934,21441,21394,22991,25364,23363,17952,19762,20391,20714,21052,20250,22100,16296,19232,21446,22128,22524,24337,22539,18333,16837,21059,21626,21001,23970,25609,18899,20304,19871,21706,21479,22272,24534,18206,17587,20414,21542,22387,25282,26407,19787,21211,19566,22125,22649,25780,25095,19196,20818,20290,21917,23646,26182,26976,20764,19236,20840,22108,23483,22743,27461,21582,20826,20886,21358,22379,25631,25970,20173,19854,21828,21110,19803,23827,22456
NJ-Union,40333,71145,75135,64239,55959,71457,74993,75484,78874,83573,72344,61475,72615,68821,78224,75462,78515,60003,58961,63109,69464,77041,73258,83876,58473,57507,76246,68048,70247,73697,82284,62535,48552,67446,64486,63424,63994,70439,63337,52417,67525,65803,68311,68627,71059,58825,50829,54927,61959,66570,70025,72174,61891,53683,67124,49591,70118,70911,72507,60021,50142,64723,62049,61190,64624,65875,58152,47929,61677,57877,58504,59458,62925,46263,36067,39610,31785,30487,28050,26285,19123,18040,21148,19952,12274,22144,23407,17566,14952,20518,18909,19487,19045,20043,18757,14320,19345,18619,18314,17437,18040,17928,10681,13465,17877,18378,18208,19982,16534,14238,17885,17685,19397,19733,19703,21062,13352,19357,21813,19835,19683,23465,23272,17592,21192,22591,20779,23403,22326,23482,19469,21242,22918,23763,24272,26044,24693,20444,24855,25694,25926,26395,28000,22472,22153,20765,25955,26824,25693,28183,27693,23093,27677,26723,27121,28020,29718,28552,22663,28705,28259,28880,28170,31404,28573,23836,31131,30800,32154,32821,33991,32443,24542,33001,33115,34432,34812,36089,31313,26707,32380,33093,31832,33021,34007,25453,23956,29607,33384,29582,34469,28821,33093,26087,34071,34613,34800,34595,36044,31657,24887,31216,32859,32277,34067,35040,33957,27100,32739,33700,34745,35901,36687,36240,31426,37765,27720,37842,38050,38139,36188,29205,34522,35185,35609,34262,38616,35851,27745,34659,36053,35739,38378,43325,37625,29592,34516,34870,34291,34027,34049,34564,27608,34622,36137,35203,38238,39071,35513,29664,28725,36539,37413,36654,40248,40269,30767,35581,34064,35859,36097,36797,37051,29147,30600,34299,35868,36700,40736,39820,32787,34199,31996,35838,36414,40783,40345,30209,35197,34997,36970,40234,42334,40825,33260,32107,34942,37533,39893,37953,42233,34107,36277,35619,35609,37394,41625,40231,32933,33609,35681,34052,32962,39021,37394
NY-Bronx,81090,123407,133312,108994,95438,131518,148996,150549,151855,163201,138690,119092,146149,136153,157798,148770,146766,114343,113706,111361,140515,155238,146021,165851,112073,111529,150931,147215,152203,158478,166970,117825,97546,143502,142046,135961,129336,139646,126016,100819,138021,137459,141472,130825,138444,107122,93994,99969,108983,116506,122267,122304,116950,102934,136004,107419,147547,141340,142839,113149,87901,124852,120449,115377,123559,121124,105559,90719,125928,114018,115049,113189,122769,92707,80433,85774,83045,84377,80437,73032,56469,53015,58042,50923,34778,61179,62226,48452,44833,60451,50973,49415,49038,47839,43268,37251,45746,46166,45123,42576,44729,42425,33064,35837,46405,47300,47101,50267,42482,39658,49683,48806,52531,51547,51290,54872,39771,52901,58818,53157,49589,59575,55499,42114,51849,53463,51895,55924,52421,51029,47520,51929,57082,57317,58854,62588,55425,47857,59047,60375,59678,60701,66097,52732,54251,54549,64592,65240,62845,65363,62254,52450,62437,58491,58011,61807,62373,59652,52687,65190,66709,66657,61872,68640,63832,53257,64402,63935,65605,66603,69038,66518,55382,68710,70313,71284,72163,76567,62338,55656,68387,71742,69919,67970,68116,60386,54940,61469,66047,59013,68471,58492,60907,52906,66408,67459,69663,67946,71493,64661,53275,63344,68222,67803,68861,73017,70144,57553,66452,70285,73158,74707,78414,71794,61631,75032,61131,76024,75490,73651,65556,55695,66415,67524,64471,63574,70550,64584,48389,65809,70190,64515,73195,84165,71275,58112,67494,66473,65540,63936,66879,59646,52444,66181,72711,67871,76665,80687,73186,62172,59139,72038,76286,71022,78538,72407,56559,69366,65224,69938,68875,67337,65357,53628,59762,66670,72019,73175,78937,68194,58515,65224,62548,66887,64634,70368,63144,47778,64512,64957,67738,70355,73277,67633,57079,53132,65575,71267,72101,66940,67472,56398,66021,66545,67708,70654,74218,69574,56566,64394,67262,66251,60706,69102,65307
NY-Dutchess,12991,24192,26784,23100,18307,24942,26270,26677,27458,29439,27125,21114,25574,24838,28398,27404,28153,21783,19942,23818,25319,27783,26280,30183,21913,19365,27688,25256,25940,26516,31064,25175,17088,25008,24328,23437,23105,25739,24969,17579,24103,23733,24927,24838,25739,21972,18479,19813,22055,24071,26337,26994,24268,19336,24662,18104,26129,26390,27656,25020,18473,23131,23792,22901,24527,25026,22996,17594,21812,21124,21337,21813,22548,16443,12509,14573,12176,12169,11084,10742,7400,7984,7876,7919,4854,9364,9616,7997,6532,8707,8160,9208,8285,8387,9137,6605,8526,8675,8300,7728,8901,9517,4336,5997,8202,8380,7867,8926,7491,7389,7877,7848,8893,8838,9053,10659,6633,8455,10146,9074,8863,9962,10742,8410,8754,10334,9678,10450,10867,11065,8763,8892,10176,10455,10429,10946,11143,9467,10571,11436,11505,11550,12760,10565,10470,8927,10857,11200,10818,11827,12214,10744,12223,11770,11889,12242,13244,11808,10488,12937,13233,12704,12866,13580,12981,11319,12935,12677,13351,14260,14236,14441,10375,13345,14327,14903,15519,16146,13322,11610,13338,13917,13263,12742,14426,10028,10442,11890,13076,11011,13625,13336,13289,10849,12820,13594,13627,13547,14492,12726,10739,12363,13119,13292,13877,15089,13910,11816,12631,14013,14316,14381,15673,14552,12511,14701,11460,14594,15170,16305,14891,12131,14311,14919,14391,14875,16098,14930,11786,13780,14899,14999,16008,18715,16426,13700,14778,15388,15352,13776,15257,14958,11742,13746,15605,14846,17444,18678,18179,15192,14080,16357,16653,16069,17776,18502,13905,14977,14179,16147,15602,15204,17318,12970,12335,14772,16135,15609,17914,18051,14890,15735,14785,16170,16095,16925,17988,13159,14673,14121,15020,16871,18065,18631,14955,13673,14170,15615,16287,16275,18120,14712,14930,15390,15335,16249,17924,18492,14325,14113,15529,14930,14800,16225,15569
NY-Erie,53060,91464,100986,76150,65228,89560,94395,93769,100349,105335,91577,68125,90258,89609,98632,96339,100739,80145,61218,78551,86093,98505,92087,105998,82596,64632,96844,93410,93954,100740,115307,90720,56459,92082,88874,88451,86083,84558,86084,64483,89960,89314,92685,90162,96990,79938,63465,73145,73958,76979,83867,85327,79705,65713,87454,69154,102450,69526,93170,83055,63286,82078,87984,82002,91631,94079,83706,64458,86375,78218,82154,84212,90406,65867,50112,56857,49368,45885,44476,39489,25545,28496,33971,29746,20662,35742,37027,29380,27220,32379,31067,33372,33343,35533,31018,24551,31433,32210,31431,30207,31987,31169,16595,23719,29138,29721,29361,32093,29567,22308,31046,30704,31433,31797,35792,35446,23783,35091,35357,34637,31694,37380,35009,29386,32796,35878,36167,36121,37226,36308,29020,30824,36164,37269,36150,37614,37792,29220,36147,40260,43344,43773,44925,38844,35303,32358,42390,43387,40909,41586,40115,35424,47766,44570,44895,47113,51169,45065,37595,49790,50350,49735,51479,52083,46706,39910,50916,51153,52923,55546,55268,51720,37645,51351,52315,56291,57297,59389,50147,43050,52579,56251,54098,52926,55158,37065,38068,49719,51410,47960,54287,56906,45413,40615,50918,54293,54808,49068,58568,47598,39282,51853,54827,55539,56579,58693,52098,43939,52915,56299,57147,59663,60825,54128,47995,56945,57043,60018,59836,61384,53217,42544,54283,56205,56753,57061,60310,53720,45069,53277,57047,57216,61003,67938,55828,44075,55068,57889,56707,56628,58140,55328,42480,55565,62798,59996,65693,67981,58697,49768,44511,61315,63232,63080,65393,60795,41303,58264,54730,58748,59572,58427,56367,40788,49315,56339,60339,60718,65699,58639,44398,56632,58489,55612,60322,64545,58464,39728,56289,55244,58438,61718,64320,58636,48762,55315,57557,58115,58797,64896,58198,45605,51846,56411,55332,58186,66020,59487,43173,54238,57307,57769,60513,64078,54078
NY-Kings,149331,226724,240920,202538,180792,237479,259076,262227,267612,282744,246291,215624,253227,246595,266799,255666,259860,197848,199347,194578,240283,255657,254789,275155,198776,199160,251839,254393,266514,273609,282112,210218,173849,244012,241757,235068,231432,247443,215041,176860,231027,241708,251823,236704,246621,186099,171285,181536,193225,208017,213388,210527,203756,185296,239791,177106,255506,250066,256662,200477,164881,223562,224092,222160,233413,226042,193694,173959,227065,211620,216540,210659,225647,165044,145629,153596,149357,144762,137706,118504,86402,87097,91625,84940,55104,100427,101757,75512,70365,93616,79529,76592,76860,75122,67267,62818,78665,77216,75255,70174,70072,70708,55933,61320,79118,78004,78202,84014,70219,68452,81154,80845,86466,88820,86380,89930,65984,86432,99133,87370,84215,97768,92876,72508,85134,90597,88461,98285,90641,84647,83125,88392,99534,98517,101633,110234,96151,82789,104069,107122,105247,105703,114023,89756,96279,97897,111810,111145,107432,109225,106324,91558,108573,100806,102656,109090,108402,101459,93798,117611,118245,120056,108475,122076,110707,96651,115868,117153,118899,122203,127156,117902,99273,126389,128585,131439,131623,137398,108336,101529,125039,127475,121591,125579,123645,105604,98322,110640,119140,111183,130405,104680,113754,102193,127491,130555,133458,130475,133078,118440,102398,121323,129645,126739,128505,129360,129235,109839,126445,131425,135037,135942,139000,132733,118337,142280,118695,146282,143503,136699,124158,108515,129093,132474,128668,125307,137730,123208,93068,127073,134515,128596,141064,157275,129515,109057,127395,126575,129106,123130,123243,110548,102948,129750,139290,130273,143666,149428,135341,118650,114838,138578,143582,136121,147594,133715,113204,138778,130771,136220,135906,130507,122929,101238,115511,132361,141362,139705,149772,131054,116027,118776,124446,134050,129857,133284,122595,94212,122999,126502,132664,134716,137153,126598,105689,102691,122692,136157,136136,121183,127928,111235,124569,126538,126965,131453,137493,129525,109533,120552,131487,127178,118762,130924,128042
NY-Nassau,99418,190734,200739,189313,154818,196856,199330,203813,209137,226096,208312,166933,192085,189533,207018,203962,205040,168500,161501,165581,181364,200596,192701,213559,165053,155465,197982,187519,192816,199120,223636,193353,143495,185181,178438,182148,178275,194885,193570,152509,180713,181497,192806,189886,200203,161523,136495,141915,138729,152736,155456,162410,165441,147444,183990,122199,193780,192730,204877,187017,149413,180892,180239,179657,188407,192107,181524,143810,175766,165255,165242,164323,170641,137990,106619,106705,87514,90237,77175,68657,46441,51967,48274,52501,27130,57437,59765,46098,39241,52682,49257,51446,51133,50342,52371,41282,50408,50490,48850,44577,49870,52063,30497,34564,51394,50322,49761,54400,45690,44683,50447,48057,54418,54373,53761,63278,38429,52090,63002,54665,53140,64066,67044,53121,58026,64738,57922,66211,64759,66065,56632,56448,66604,67486,69100,75513,73761,63795,68379,69752,74291,77388,81862,61149,67935,60876,74857,78505,74365,81261,82981,71761,80870,77923,79562,86455,84643,84225,75830,89162,94428,98152,86255,107831,99251,87018,98227,102141,101541,107905,113674,112572,80700,106221,110689,114032,117863,123645,101653,93952,109941,112602,110921,114394,115121,82946,84950,101257,110499,105807,117075,94681,112005,96548,113423,116368,118592,120764,120632,108398,92000,107086,115570,115266,118672,118597,115239,98054,111842,117217,123079,122776,125743,116528,103338,121952,91404,127333,129058,128185,118561,99136,119607,122241,118191,118728,128808,115194,86682,116002,121633,115455,125842,136110,117363,97449,113604,115045,117325,114942,112127,112805,95908,114215,125000,124810,132143,138457,124642,108054,101648,128442,131272,124862,142843,132241,106016,123227,119826,126887,129101,127355,116668,91803,101516,121597,129194,130786,146558,129655,107470,104720,117359,126719,128868,139299,130669,97546,120028,118322,128874,135543,144019,126772,106311,93439,116804,130064,131474,125445,136974,107962,123352,121404,125530,130676,142917,134861,105589,116231,126223,121475,113772,132117,120070
NY-New York,239924,388742,395370,295203,232644,370473,394898,405544,416736,422877,321769,252815,376048,348854,393742,382606,358771,267943,254944,239853,337604,384530,362750,397332,246336,222801,366645,347990,363983,379065,411789,257193,193562,352122,342952,336442,337645,349282,272825,206712,336769,337059,355666,342113,359950,256993,232205,233496,303622,328696,357166,333390,263879,212074,336356,261468,373307,372418,351875,248263,182292,309908,321811,318222,327770,317049,235853,195612,315879,294787,278243,253079,235043,132265,105648,138580,124018,116639,107729,91916,56131,52646,72964,65826,44145,74379,70605,46116,43670,64949,57076,56540,54730,52935,43034,38509,54903,55116,54677,50756,49718,43615,35749,44280,54586,55090,53464,54818,41614,41112,56406,57775,61056,61062,58446,53759,40355,60829,69560,62534,56724,63858,53498,42049,58374,61950,62374,66728,61106,48556,46437,62344,68760,68852,69357,72117,55325,48762,71643,75389,73707,73652,75457,50351,52720,55229,79495,79506,76045,76104,63779,54715,80716,75100,75350,78668,74888,57760,53737,86785,88124,90480,82762,85399,64286,55264,89228,89396,91265,93704,89082,66450,54258,95461,98843,101967,102917,101801,65331,60589,98365,102704,96727,91600,71156,56612,55504,84266,94093,86514,100306,81168,64560,58626,99453,102383,104235,102048,101229,71068,57483,93873,104136,104203,104914,103719,80666,66266,98766,105318,108214,110218,105556,83131,73006,114683,95188,118672,118979,109056,80744,67493,103086,108610,106086,102136,108301,82059,59800,105590,112825,110641,119754,129170,89591,71276,105809,108483,110940,107336,104575,77151,70246,109953,121072,113928,124908,121666,96125,82077,78822,123678,130227,121909,130158,102858,80836,122719,119493,126605,126864,113325,93372,76446,105689,123150,133119,130875,134127,103045,86397,111527,117605,125023,128730,127094,102691,73579,122281,126115,134208,136564,134550,108063,88383,93523,122133,134291,136059,117909,108270,88901,120631,126535,126879,133179,134602,108355,88563,115376,125988,120980,120871,121940,102580
