state,state full,beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
tn,Tamil Nadu,3.8263763663287103,0.2001291092795069,0.4839256719229032,0.0400043110157112,0.114213464661059,0.1922697794310624,0.0688732958712258,0.0048942472406695,0.1818176936252149,0.051279919666318,0.81,7.843867065144465e-05,0.0027991713084402,0.0659375632974711,1.4630437542855408,2021-03-20,0.0339637659592457,1.2957023462213253,2021-07-25,0.0396025517931362,0.1513438704277739,0.98528517927386,0.6631364572362568
up,Uttar Pradesh,21.176640325649323,0.2,0.8999955313951643,0.0528748392521133,0.0408192748977249,0.0401357525838419,0.4680859567486057,0.0102752732627727,0.0327472335511298,0.005321819588612,0.8600000000000001,0.0160191838946838,3.5435762980881203e-06,0.0333333333333333,9.999998846897544,2021-03-21,0.0714285714285714,0.1670476803543322,2021-09-06,0.0111121172981711,0.017218434599703,0.9989527141717376,0.9973778215723106
ap,Andhra Pradesh,6.3407161561191,0.2000360945598846,0.5705920100953413,0.040004122694136,0.1997127527724988,0.1838380104266679,0.4991085567287134,0.0165194901553225,0.0940983952379411,0.0515188874835265,0.8200000000000001,0.000136718654753,0.0002315475345549,0.0340772160734113,1.036587642323174,2021-03-19,0.0333333333333333,0.9374283528876622,2021-06-24,0.0062797451451133,0.039581460320845,0.9993165498843584,0.9728288550619996
ut,Uttarakhand,1.8635600838232755,0.3,0.898041093844504,0.1255837651848879,0.0458238881723973,0.1999457829574326,0.4574973883756693,0.014508997108947,0.1340359386421615,0.1445423665381877,0.8300000000000001,0.0008783827380031,0.0005498289708308,0.0335973819184225,2.042499601152953,2021-03-22,0.0666666673989021,1.2308194071636855,2021-07-09,0.0132719170219012,0.0125234627653604,0.9988584810630716,0.999420347700137
or,Odisha,1.7747268689942817,0.2001595849305057,0.895841854149985,0.0401308731464947,0.1999245111909312,0.0480530231775806,0.0334919798921026,0.001,0.1237674124409912,0.020331552081331,0.8600000000000001,4.097272239975011e-05,0.0450755440337781,0.0624510049697133,9.99999890511235,2021-03-19,0.0333333333333333,2.718298678532793,2021-07-28,0.0144396770751037,0.3308463985145298,0.9983168970865526,0.6537368599634561
wb,West Bengal,2.256879214756122,0.2285774828842764,0.8885371179573996,0.0814142046089341,0.0517608595564787,0.1392612452552822,0.467534288482595,0.0063025052997223,0.0451371284273059,0.0571505169060524,0.8700000000000001,0.0017721689425261,0.0042461918333677,0.0707188517193356,3.082413994588176,2021-03-16,0.0333333333333333,2.2185972908833858,2021-07-18,0.0276047705054465,0.007095322899147,0.9917920758901924,0.9988178530237556
py,Puducherry,4.231146035240375,0.2000695713049782,0.1006307614972819,0.1928160787952595,0.1927589967982389,0.1942845508709152,0.1911244144514873,0.0061500856689592,0.112851331467838,0.1097795393864118,0.8600000000000001,0.0003979191327951,0.0004801183474895,0.0379318680304748,1.0823398441126035,2021-03-21,0.0333333333333333,1.0431182672994337,2021-07-03,0.0076110940131578,0.0498694824348848,0.99974957910313,0.9703413313628232
ch,Chandigarh,6.505368570198303,0.2859657284007653,0.2714946703304794,0.1725736420385613,0.193363217767802,0.1978335257023426,0.0881816723222694,0.0023566567330948,0.1247043156404217,0.0730796271809881,0.8200000000000001,0.0,0.0012915570314326,0.0333333333333333,0.8599381457165544,2021-03-20,0.0714285714285714,0.7602631052925494,2021-06-30,0.0155560448985645,0.0358401194367599,0.9975856097311256,0.9834549275500326
ct,Chhattisgarh,11.605917306404214,0.2000427449088124,0.3365110295414865,0.1259310782898842,0.1544806143974339,0.1909769829813048,0.4929554232574021,0.0162452526294201,0.1447164005360723,0.031608062752941,0.81,0.0001904323098306,0.0017337277536571,0.0711009890269296,1.415456153834855,2021-03-16,0.0714285714285714,0.6361428620993607,2021-06-20,0.0065356565649787,0.0135663934117824,0.9997156828195272,0.9985123666427284
gj,Gujarat,21.73234530020516,0.2756777535468284,0.6035265679606506,0.2,0.2,0.1999557819145546,0.5,0.010497224009913,0.0168471842888645,0.0188253814348136,0.8200000000000001,0.0016271654625483,0.0,0.0333333333333333,1.3794028834412526,2021-03-20,0.0333333333333333,1.2741569295757909,2021-07-21,0.0090733779075427,0.018688159665538,0.9992689559106738,0.9958692139243884
hp,Himachal Pradesh,1.5766293635325324,0.2969317916084243,0.8996264231794775,0.0530343401498422,0.1328839555536223,0.2,0.4963635519458631,0.0332762270392796,0.1389641645437145,0.165071353623728,0.8500000000000001,0.0,0.0025544125966125,0.0333333333333333,1.8451752433575852,2021-03-22,0.0465009327402333,1.5070188480441395,2021-06-27,0.0182582422669257,0.0372065943543649,0.9983978392990096,0.9882709896091278
mp,Madhya Pradesh,12.224189547983125,0.2968856073897795,0.7968041233939926,0.04,0.0912702871834257,0.2,0.38147140094989,0.0112940231330648,0.1150236905626788,0.025871318414542,0.81,0.0014725375393146,0.0001892360257913,0.0333333333333333,1.4372487005602017,2021-03-19,0.0333333333333333,1.244680722309606,2021-07-28,0.0126711838083971,0.1518340230659814,0.9985519141647,0.8381235766030161
br,Bihar,10.467668677471377,0.2999001336069917,0.899031162839112,0.1594210942943418,0.2,0.1931381779492437,0.0216383787942629,0.001,0.0161398641238626,0.0150382975157156,0.8200000000000001,0.0,0.0213762660516502,0.0552650911578,4.2344486012254885,2021-03-15,0.0460117324852092,1.3887797983405503,2021-06-23,0.0077223149284172,0.1431947713276651,0.999554943096852,0.9493076428303856
mn,Manipur,8.41968577092159,0.20000440113462,0.164828140350179,0.199376845764626,0.1999894478519343,0.04,0.4999920677557969,0.0244559433461704,0.0963642564897903,0.0075309953610777,0.9200000000000002,0.0035230998010637,0.0091781904058406,0.0520684293554678,9.999311305404726,2021-03-16,0.0714285714285714,4.238503682010933,2021-06-18,0.0362156780259449,0.1138233084807013,0.9901212567446036,0.865911139309938
mz,Mizoram,1.0001209927779438,0.2013773579783881,0.8700764049668859,0.0424694366741859,0.1997804982195345,0.040031509941516,0.0100000158207402,0.0016030622554169,0.1268709947882526,0.0388614855606212,0.91,2.2593847497289576e-05,0.0213951179124371,0.0412377981423741,6.363666925651851,2021-03-18,0.0714285714285714,10.0,2021-07-31,0.6262925481070812,0.1805858801798487,0.5521254295982929,0.7887950029488028
ga,Goa,6.099062494668093,0.2402671903220536,0.1035312549217693,0.152066100268401,0.1570421197810331,0.1650214225825905,0.2839348223061412,0.0119885134142046,0.0108413836463426,0.0621593022934427,0.8500000000000001,0.0031061287648966,0.0,0.0333333333333333,1.8844617282997165,2021-03-22,0.0333333333333333,1.4430389575989566,2021-06-20,0.0139188706554005,0.029846847488024,0.9980859416463114,0.9941370476863868
an,Andaman and Nicobar,11.840393074813168,0.2,0.8092378872793774,0.04,0.04,0.1856423561450582,0.0537397410187815,0.005638030990009,0.0137618106305886,0.0097446024037416,0.9500000000000002,0.0137727281917085,0.0,0.0600037996561779,7.771297337205735,2021-03-15,0.0714285714285714,7.758281886848608,2021-08-19,0.0229811798574493,0.190556183342959,0.9844496863733668,0.3124164849997315
as,Assam,1.420475057759412,0.2969682346231082,0.8998689623508525,0.1601544600109321,0.1999002697902856,0.1203911988567127,0.4323696633710209,0.0131741495771532,0.0273201582511203,0.1049526664843643,0.9200000000000002,0.0001614692437647,6.045561736134797e-05,0.0714285714231348,2.1674156616565887,2021-03-15,0.0410855929342612,1.1674425478576225,2021-06-18,0.0196684631655493,0.0141352377255361,0.9945875406395568,0.9994220806486523
jh,Jharkhand,17.196807462269096,0.2269583910549934,0.8621550430015471,0.1982394048054183,0.2,0.1507826115528377,0.5,0.0191758764981334,0.1168595769845451,0.0187551039043968,0.8400000000000001,0.0003367317798092,0.000655723314658,0.0333333333333333,2.6334623649521527,2021-03-22,0.0333333333333333,1.211014057325151,2021-06-24,0.0059095768608712,0.0266315274718804,0.999792284165795,0.9958521308334132
ar,Arunachal Pradesh,1.009174355976748,0.2398698784613944,0.877151871363599,0.2,0.2,0.04,0.4498293969764151,0.0058857404681961,0.1634512485775465,0.0351010445689682,0.9500000000000002,0.000709245997415,0.000895689195599,0.0714285714285714,9.999899223965,2021-03-17,0.0714285714285714,3.148914627578648,2021-06-18,0.0294939032997865,0.0325722833425804,0.9909351357780524,0.9967757626625486
tr,Tripura,19.417238200433324,0.2,0.4479772014892109,0.1996805627146631,0.1006749214565353,0.174682038849023,0.1054859767680239,0.0019509749662172,0.0724225959365445,0.0097635612899753,0.81,0.001681973766181,0.0010378320949459,0.0338691180060802,2.732811974277616,2021-03-15,0.0714285714285714,1.6385997367698513,2021-06-18,0.035597302833458,0.0792406888396288,0.98401928116594,0.8634565639549121
nl,Nagaland,6.971328868324732,0.207545531926511,0.8999311628708389,0.0880583469060578,0.1043425741313578,0.0895328497969437,0.1518008325737448,0.0145008370333538,0.1694333636548228,0.0097407750916517,0.9000000000000001,0.0316250304550399,0.0,0.0333334077089921,9.99999376572248,2021-03-21,0.0333333333333333,6.53725104558233,2021-06-19,0.0130678142836203,0.1101734338129107,0.997597130925456,0.8938227564873358
ml,Meghalaya,2.2911963606722336,0.3,0.8953390297242808,0.2,0.2,0.2,0.5,0.0244036345423744,0.0967723563371073,0.0832343691537596,0.81,0.0027351058372086,0.0,0.0415709426774193,2.134938613377019,2021-03-21,0.0362296664026861,2.1994202968246297,2021-06-18,0.0796146133781982,0.0421461580678408,0.9614946933335268,0.9932266229095952
sk,Sikkim,1.0005331147582237,0.2013683971021465,0.6763413674920737,0.199854118667945,0.1996089337576061,0.0447866568987754,0.4744872533716818,0.0143078618483791,0.1866092389695899,0.1037209092263689,0.9500000000000002,0.0007930044830755,0.0,0.0689886885359599,2.658859137952243,2021-03-19,0.0714285714285714,0.5892753385985877,2021-06-28,0.0248735350168444,0.1486930505670219,0.9949276435906096,0.5750500400435002
dn_dd,Daman and Diu,29.343704934842275,0.2000051127107592,0.4631692678177414,0.04,0.2,0.0400001462069659,0.5,0.001,0.0588473188060739,0.0024101398732126,0.8,0.0,0.0582059670248949,0.0714285714285714,10.0,2021-03-15,0.068799169887168,1.085532092041346,2021-09-22,0.0155527294116361,0.10244617937043,0.9973177673443924,0.7087703511236956
ld,Ladakh,1.5252572451602695,0.2000000013609833,0.6666155462857152,0.0400353575652448,0.1970363368676211,0.177272252365199,0.0546724084417751,0.0024672289442703,0.1756108696904824,0.1326616192986953,0.8400000000000001,0.0079654072395341,0.0,0.0336365100363248,1.6816246724648352,2021-03-15,0.0714285714285714,0.191132775811002,2021-07-23,0.1063447879436855,0.4822592350507617,0.9673857215604612,0.3595938879289269
