state,ratio,H1,H2,G30,G45,G60,D30,D45,D60,G_impr_45,G_impr_60,D_impr_45,D_impr_60
Himachal Pradesh,0.5102331030915209,1138885.855606225,581097.264173006,217490.91203765565,101395.28930182778,51151.40843843273,3857.4708665017183,1776.1190485453048,899.1744494036279,0.5337952820563254,0.7648112835649126,0.5395638463613233,0.7669005209573817
Madhya Pradesh,0.14373120600278144,6515569.535480748,936490.6671296305,6766.650675659184,168.12558361201081,47.694987635477446,39.05855388290365,1.5185264875271969,0.6294367004047672,0.9751537959219931,0.9929514630026574,0.9611217944197399,0.983884792501745
Bihar,0.2456062184831339,2659400.064635538,653165.1933089364,727.642579275067,229.71081208100077,159.97782454034314,72.86775331052922,67.72529746210785,66.87592758061328,0.6843081773611212,0.780142299122015,0.07057244960615938,0.08222877003468887
Manipur,0.33126826755136113,1058473.81024703,350638.7853690218,17160.325036628754,12581.007807564733,10912.779742519473,423.1393514902952,317.60192227492416,278.9921722306858,0.2668549237435456,0.3640691700637302,0.2494153021780381,0.3406612472981385
Mizoram,0.909099494585567,123244.75534721382,112041.74479647394,17849.133588904813,14584.448134974278,13169.368974653014,637.310460004995,595.7988983722898,577.6129974644252,0.18290442153225261,0.26218441309446994,0.06513554105542185,0.09367092851434111
Goa,0.41512531410121445,248883.43071677219,103317.81235088789,134651.23746490572,41009.83479757971,12276.751054501656,2651.2128349105287,771.947264187786,237.5021968388478,0.6954366289558376,0.9088255608664468,0.7088324052965604,0.9104175290223869
Andaman and Nicobar,0.7183535293846557,53244.915298339416,38248.67282634917,2696.7703713143937,1433.9618239984584,926.2870660115541,99.14479215357932,50.936507538289874,33.6838822289055,0.46826699104545866,0.6565198595088072,0.48624121921212815,0.6602556574355636
Assam,0.26337098471018944,3252570.804762912,856632.7756900216,38687.4718424679,20680.684061836917,15312.940154538024,516.5878045604422,286.56148326747825,217.39297608965262,0.465442349243008,0.6041886578453352,0.44528020069829244,0.5791751679569179
Jharkhand,0.3402849802570084,2909366.790821821,990013.8209751991,177661.54887345893,13717.597778770549,2118.339838692511,3096.9560308726122,226.26195385196934,37.59801483524279,0.9227880322683608,0.9880765429991758,0.9269405339964686,0.9878596872346783
Arunachal Pradesh,0.34874102451204414,391392.8626126688,136494.74789424383,6524.797449318365,4659.178813418817,3978.1087219682813,43.68473123811259,31.96518346191516,27.669624546706302,0.28592744071993315,0.3903092390425288,0.2682756066946511,0.3666065061522906
Tripura,0.4331115060056388,495409.5308931389,214567.5680146744,2017.4670967257698,1158.6108185414341,942.8712669088563,28.292211237460833,19.172895616604364,16.817078885018304,0.4257101786582833,0.5326460250880518,0.3223260120715439,0.4055933364886186
Nagaland,0.5539844843707461,253906.73875663007,140660.39374834945,11609.350881915609,3902.036817687662,2196.072691449561,450.5552030797362,164.94586762805022,102.65903713621742,0.6638884587624934,0.8108358758567218,0.6339053094924325,0.772149924283419
Meghalaya,0.6712589536877152,133199.0653720016,89411.06525379137,18104.44330133694,4028.133323971255,2376.110649918235,416.0775623019422,101.54158457715516,64.11716520704476,0.7775058168359259,0.8687553872621552,0.7559551540934386,0.8459009304603747
Sikkim,0.1403194389427031,196200.30788426823,27530.71712270613,5352.022332535682,3743.1110190658183,3162.8933122440685,80.3764383660195,57.49879901608625,49.21076763001605,0.30061745140506424,0.4090283792322009,0.28463116573731084,0.3877463516619226
Daman and Diu,0.0,12990.624247131414,0.0,110.22889383763504,44.05860203585871,29.16975638443364,0.036340254403576466,0.015287113236506222,0.010451034348131216,0.6002989733276636,0.735371050467039,0.5793338960499483,0.712411634985619
Ladakh,0.07675768673073596,49021.75148106146,3762.7962431753067,83.36717648200283,24.415887162487707,17.162631253220752,1.226997782139705,0.8970727565011032,0.849093983049471,0.7071282944582085,0.7941320316044793,0.2688880374854963,0.30799061301579933
India,0.3590445653038067,183428300.36279258,65858934.36817495,11391261.945148129,3710229.6740716407,1955119.952606949,133063.0244633509,46042.8509064169,27556.150410134986,0.674291602463594,0.8283666935216346,0.6539771202998748,0.792909032984406
