state,ratio,H1,H2,G30,G45,G60,D30,D45,D60,G_impr_45,G_impr_60,D_impr_45,D_impr_60
Puducherry,0.47553186218295007,713845.893136009,339456.46687461756,135276.46309682244,61503.79397583868,30872.578763456826,2038.7506301171034,917.0362717668763,461.20663547232334,0.5453474124924592,0.771781594102145,0.5501969401161128,0.7737797704833415
Chandigarh,0.6754190300361833,92418.8979149458,62421.482386725744,90509.86446887074,60669.66443505898,45730.216654168835,1113.8104334713132,747.0977183835903,563.0469415859734,0.32969003112445017,0.49474881083379674,0.3292415873182497,0.49448584367164217
Chhattisgarh,0.24819873369808523,11250827.751416374,2792441.2009568196,2877.333501843852,950.0589676974341,637.199019684107,42.002671093210665,15.118506466467807,10.665825273959854,0.6698127043359354,0.7785453026992605,0.6400584516894792,0.746067928625523
Gujarat,0.3822518833189672,1413624.048770574,540360.4549475354,645925.8388745781,76217.51363949908,10062.84203984961,6496.814452530143,711.8299148702208,97.97948663333227,0.8820026866051747,0.9844210566690094,0.8904340088405936,0.9849188417878897
Himachal Pradesh,0.5109479955443479,2102593.2942288523,1074315.8291312193,222302.69016735372,115320.45086963614,64802.68999909266,3977.9981780373664,2056.18886316733,1155.8839249760176,0.4812458149614802,0.7084934512024665,0.48310965185464305,0.7094307555599991
Madhya Pradesh,0.614263859991994,8398159.988658104,5158686.171463448,884188.9787279419,485337.75327697117,254948.00193536025,7714.050853031331,4003.57142974005,1953.0666390695642,0.45109273588185517,0.7116589235231738,0.48100271750648393,0.7468169867843064
Bihar,0.25740166475373655,2743784.128197481,706254.6023229113,2128.1620256889146,405.78688383544795,230.1138980166288,520.2130685242264,501.590803683006,499.16198820369937,0.8093251928484677,0.8918720025830092,0.03579737989675891,0.04046626583266366
Manipur,0.2724129666622174,930404.7821843469,253454.32691155214,56935.2472561437,30772.747348668243,22431.30606569395,1333.3150504570986,736.2610973200754,545.4091667311391,0.45951323948368994,0.6060207490664149,0.4477966051101996,0.5909375158225678
Mizoram,1.1778006469056768,347423.7441063257,409195.91055882274,49244.668658310206,41759.9997369572,38343.026847110516,1226.3001885599826,1125.8999723909058,1079.9526209312346,0.15198942596783904,0.2213770974243321,0.08187246247346225,0.11934073646404697
Goa,0.41859777145808474,717857.9388411063,300493.73342238116,135401.99568026632,55496.960300797014,22100.79932037965,2693.5724698607123,1080.5972292651245,430.32886939421905,0.5901318882193904,0.8367764137497078,0.5988237772117551,0.8402386146245132
Andaman and Nicobar,0.6861548431414443,94100.28529851526,64567.36649856789,1531.0082646508354,751.7572855010321,491.29714389101446,58.13589967314212,29.472971801453866,20.350476962564727,0.5089789501087512,0.6791022261378448,0.4930331865996749,0.6499499091442403
Assam,0.2273555050562102,933202.3378251714,212168.68883587793,29831.754332344746,17230.696989646298,13424.673663221532,411.5416032498215,247.60974821999116,197.7560351621487,0.4224041671272377,0.5499871206479472,0.3983360460651105,0.5194749847876177
Jharkhand,0.3369110987522711,1928831.9563263135,649844.8937143908,6103.61379953468,1203.1581080914475,639.8198380236281,107.92385244058278,22.556759435083222,12.436348043979706,0.8028777462651434,0.8951736038619603,0.7909937523078896,0.8847673821611723
Arunachal Pradesh,0.33537245982364344,155575.32811549012,52175.68047796235,7523.651885558233,5290.462702543446,4451.099885343196,50.56137727205572,36.37849068744475,31.033165093069556,0.29682250281959865,0.40838572105028526,0.28050831187404324,0.3862278528116564
Tripura,0.4286918744877033,166631.12374301392,71433.40878538508,10244.427551575194,2720.443620758655,1597.8011562055908,110.34973858875367,34.313811099410714,22.618270252423144,0.7344464971749098,0.8440321679116262,0.6890449262658442,0.7950310481775053
Nagaland,0.5592560212118988,307800.5038092398,172139.28508737334,9628.974240427397,3830.5448531172333,2340.0128751417105,386.80650163997745,165.2389840727742,108.62322359016412,0.6021855747588739,0.7569821232549225,0.5728122889036353,0.7191794265876486
Meghalaya,0.6873681445387769,150139.00587700034,103200.76989257024,26095.4237546809,6587.072528144097,3335.619282893371,618.1965371440542,163.92752585173866,88.49203137193376,0.7475774836972122,0.8721760828928851,0.7348294336796977,0.8568545340277229
Sikkim,0.17558131681257086,219888.45890564032,38608.305166539205,7250.428537653039,4601.053153653054,3668.765262985733,107.22750535737225,69.54792770007714,56.24262961509771,0.3654094885897029,0.4939933213694827,0.35139843579979846,0.47548318477008344
Daman and Diu,0.0,12252.626423340727,0.0,119.32697416348492,51.407147473379155,34.81612401216444,0.03991005027638117,0.01791970891161121,0.01247911604181251,0.5691908905445942,0.7082292226360796,0.5509975861339338,0.6873189596256242
Ladakh,0.10879683752612701,50203.395994195176,5461.970717240269,861.9696685131712,80.27632438590445,35.334064180904534,4.9555359937537276,1.2069938790632335,0.9348524169774208,0.90686873643202,0.9590077638789158,0.7564352512857125,0.8113519066038934
India,0.39354314403935003,125927443.13105069,49557881.89063014,15324147.846684813,5530662.579851947,2905868.1165799648,187716.69929907177,68030.86635271693,37908.17964399591,0.639088409013984,0.8103732654074718,0.6375875635639129,0.7980564340543816
