state,beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
tn,0.5572849911354413,0.21152157819565315,0.6145929719233719,0.04000774112920226,0.11557522689967945,0.04000035004664152,0.4640153105633608,0.016162493091857952,0.14889224550369254,0.3815455878372519,0.0703288416985596,0.5616694013155072,0.9000000000000001,0.0005914737305914197,0.001497261270120334,0.005252917200956671,0.9999128323270728,0.9937226018110314,2021-03-17
up,14.304445349744288,0.2,0.881111583527903,0.04070807942873733,0.1989009952517818,0.1293172750343342,0.30735302247166457,0.018428551371989968,0.04141257099565819,0.08311573530367354,0.04187898263245179,0.8549638997034302,0.9200000000000002,0.0008416377852997281,0.0022337946569296004,0.007922135151147222,0.9999654947765702,0.9983558985321009,2021-03-16
ap,11.266576473947994,0.2000091593446354,0.4698246145665682,0.07760664655473859,0.14823755914265968,0.1038119270747298,0.4978090330329792,0.008676358141420993,0.09485552665870976,0.05446816648044153,0.0358816740834934,0.4343025865216022,0.8,5.455632613446786e-05,0.0018099102679584168,0.003531501105505085,0.9997488066270664,0.9965492254479305,2021-03-28
ut,1.8901246992270104,0.2004286589215428,0.6399612199832622,0.04007155169500855,0.04123927517050035,0.08558939025126308,0.09652638097218293,0.01005006359644127,0.15065830851118994,0.23087398604899725,0.060070179472749466,0.7725059393869005,0.9000000000000001,0.0005988092047542218,0.005174582362565944,0.016103550789884458,0.9996527415971421,0.9965555534065526,2021-03-15
or,1.4009866852843236,0.2703715539094004,0.8549814119651089,0.040328006818341054,0.19979029498321169,0.04,0.4568184389835592,0.005298715871514889,0.1462730229625186,0.2391604238576843,0.04311262188005379,0.8999764012427116,0.9200000000000002,0.0026067776356239647,0.0018747271806566074,0.0012603167685348786,0.9998273552927276,0.9987944256320828,2021-03-17
wb,2.495961741581586,0.28478411887161736,0.8986078553932136,0.06693031648532018,0.19990183322440772,0.042709046926845136,0.2496619374949769,0.007710313167081698,0.17797972221426647,0.1387133367496934,0.03336394914697199,0.8477996272075665,0.8300000000000001,0.004420604391375586,0.001507784155393241,0.002162109552919727,0.9999323724887146,0.9983784100220502,2021-03-15
py,0.4874168712635168,0.3,0.5861161989737463,0.04184959147200752,0.10433935649856206,0.04051803827812235,0.4798916211136066,0.02528290570364702,0.19429632740931124,0.4877077818600226,0.03475215779563296,0.5756967527781367,0.8400000000000001,0.0009879781656087787,0.0035120055452924482,0.014677368014301763,0.9996617993919428,0.9833070350625708,2021-03-15
ch,0.3531400402341097,0.2006960860044397,0.8511451572516033,0.0989340189861611,0.11738977055379515,0.04,0.4265366801384628,0.008760755454995781,0.01641736920177935,0.7166967458887027,0.03850420169258998,0.3603169064332684,0.8500000000000001,0.0014326669989537955,0.00596263386379479,0.02730351412373528,0.9996826080784216,0.9707401440729022,2021-03-28
ct,3.3918422766572807,0.200386536174374,0.7032241245431549,0.08826065480275949,0.08617496810887071,0.04000073754966014,0.4999986898056698,0.01579625977813806,0.06207486829962412,0.165248271769724,0.07116070218027844,0.8025292482571647,0.91,0.002671423410746701,0.0047519429854064425,0.005997132820998979,0.9998713310707222,0.9997612253972722,2021-03-15
gj,4.34485443607822,0.246180605261114,0.8926078393078168,0.10194051304724312,0.2,0.19801241821038712,0.4761717972238667,0.016758177122715694,0.11155926987710843,0.17310141969484538,0.03333333333333333,0.5486113156794697,0.8300000000000001,0.0006666725285157276,0.007268522228237519,0.027509467016058758,0.999622231801686,0.9857342727831072,2021-03-18
hp,0.2885551657303159,0.20068467201585166,0.5541392960749811,0.05712452062239564,0.18884009929330625,0.04,0.2326402494842789,0.021361606500801475,0.12659735062721986,0.7727713343521255,0.037473394092974364,0.2776439962997308,0.8200000000000001,0.00010274422188742321,0.004548719308795162,0.008732976814049736,0.9997000126504052,0.9981783071031272,2021-03-16
mp,23.141155610695392,0.2,0.5429758319576344,0.2,0.13397282407830274,0.13486471742316175,0.4884394154345916,0.0060432077583402535,0.03977575840654935,0.055553279252939465,0.03333333333333333,0.6828793317134924,0.9600000000000002,0.0003017791581536169,0.005269619814519106,0.005257172255140657,0.9998105780947416,0.9991119645869888,2021-03-16
br,99.99961381617322,0.2,0.1038663046862768,0.2,0.2,0.062327538103651825,0.4999869981042042,0.00667820807213468,0.10333315832356664,0.012259664318170457,0.0697374449098152,0.8920404029130179,0.8900000000000001,0.0040098189145970665,0.0023033052247207145,0.008925152179329795,0.9999210433570596,0.9986814821527364,2021-03-15
mn,35.39964619311039,0.20004716843555406,0.1020099651479121,0.19787359044249306,0.199484692764682,0.1445558165478892,0.5,0.02470827512681008,0.17940736252397332,0.030300256285300305,0.033410132885846294,0.7155914152012314,0.8900000000000001,0.0007706576299911914,0.002431291179014181,0.009023513885598165,0.9975974695899448,0.979577639794295,2021-03-18
mz,7.351632319106924,0.20151373146754045,0.7139727827120977,0.0427286517219499,0.04057555217086383,0.04,0.0460543237913572,0.0015049627147716846,0.11919296727857695,0.06059234011071811,0.07142857142857142,0.8999960271277214,0.9200000000000002,0.004405402952986844,0.0056553390760133975,0.03819476073807775,0.9988904596944675,0.96719967764847,2021-03-26
ga,3.1683314463865906,0.2015291325590856,0.3575043720525584,0.09147568875357827,0.19019512882765446,0.17950548203707195,0.4837978701493288,0.02886554544684157,0.08803121678428548,0.2735840773449536,0.03636931646257111,0.6057591691479063,0.8300000000000001,0.0007796182286937347,0.006751465399019507,0.02306115352543357,0.9992964146235956,0.9904045272484868,2021-03-25
an,29.623228626498108,0.24914015173908785,0.8497199417046981,0.044010642329396735,0.04,0.049763480688755,0.048284473501437455,0.0034259779251453785,0.08922693583245637,0.037210170076127966,0.03333333333333333,0.7971887487992169,0.9000000000000001,0.00032848622802693713,0.003118395209293772,0.009444953512168515,0.9984787168529312,0.969393619710498,2021-03-25
as,5.465507038656394,0.20015573175718804,0.1,0.04331965077359167,0.04392086942007232,0.19704587780026767,0.457683976232667,0.018324754668344233,0.10070139405879656,0.11588649123231665,0.03541911312079187,0.8758031624030019,0.9900000000000002,0.00012179506136511428,0.0017323624558788211,0.0029786909024543838,0.9996129952862544,0.9993621448375832,2021-03-16
jh,5.995299283992728,0.200005431080074,0.6171606439172594,0.06423879057260955,0.19999067301223256,0.1251574258466336,0.15704200699762744,0.01804508469212408,0.16691917270018625,0.20224532293290234,0.03338177059881715,0.7807298062239397,0.9900000000000002,6.352978230447391e-05,0.004251725334464477,0.022227583957177936,0.9998438956977352,0.9979626510463576,2021-03-15
ar,34.71081666120699,0.20000002000809014,0.8066074432688124,0.053530048855608886,0.1994918422744537,0.19777262888273614,0.4907454172083142,0.005687893427709189,0.11350955526604695,0.03328222940094437,0.04545575235242024,0.8967039524252484,0.8400000000000001,0.0011492968599273868,0.00104705857292982,0.00920154444727563,0.9996326138334972,0.8923180513523332,2021-03-15
tr,15.094460518383553,0.2001161545095553,0.4945451855811048,0.04201695050809268,0.1964311905962398,0.1406798463640058,0.4956725110403261,0.01812285307379949,0.07971368686139854,0.039207735617042785,0.03333333333333333,0.506751866055826,0.91,7.019809652130112e-05,0.0009746599406400246,0.002175328807388218,0.999176395337412,0.9691469493284884,2021-03-27
nl,26.603128852259754,0.20858948719981932,0.8436679122210429,0.0739309446736163,0.14319988265821296,0.2,0.2532589206195253,0.01855881989352481,0.0542548693751904,0.043784931904911666,0.03541709613984383,0.7889796112373341,0.8700000000000001,0.0019197769623215302,0.00422047364207726,0.016514730806315485,0.9970491805746752,0.9795138537628196,2021-03-26
ml,5.474454917619722,0.20164163044852748,0.7642790399529371,0.0444400373144195,0.13603802757776326,0.11646627174688287,0.4569290296042544,0.035970395904507395,0.16242827597105414,0.10458051633348547,0.07142857142857142,0.6874354301904996,0.9500000000000002,0.000419364634883366,0.006286142344293793,0.02208532403416976,0.9963703441855456,0.9568971250623992,2021-03-28
sk,33.27816116526541,0.20003399402459626,0.10000015333301678,0.07869958053147218,0.16294826549318994,0.2,0.2751720609664657,0.012014994223217643,0.0629806580139091,0.02566978600239591,0.03333333333333333,0.6650157292725986,0.8,0.0009300317485897674,0.004448432185761618,0.009988251273221572,0.9989818299576869,0.9687164549337705,2021-03-20
dn_dd,7.445483504469688,0.20127578754877215,0.7776628975095615,0.07955174768282622,0.2,0.10868907572872176,0.5,0.001,0.13738896582353086,0.1042349080887589,0.07142857142857142,0.7569473596335741,0.9000000000000001,0.0005291601537390396,0.024463440915161956,0.17448619569906507,0.9952691265815292,0.7472479894415748,2021-03-15
ld,26.686316865809847,0.2999863005683697,0.8999279205804135,0.1382796444614448,0.11399046819516807,0.2,0.31594409299731285,0.001579286679373294,0.037792903686704515,0.22980995448450334,0.04054393504258054,0.7293573158513549,0.9700000000000002,0.00025398180644160053,0.1637997458625788,0.5139319861183085,0.9964885376456104,0.8688155388580214,2021-03-26
