series,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15
E1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.6744325838645,3269.1422590003563,5878.014003039518,8811.186686373005,11892.156038945552,14986.388226696406,17993.3788846801,20840.09789634266,23475.575705571533,25866.433024679587,27993.192631916576,29847.24134546118,31428.33374700268,32742.54805779187,33800.6197437391,34616.590731751065,35206.722171310954,35588.62694885311,35780.58502435679,35801.010391945456,35668.04328649919,35399.245334403095,35011.37880924031,34520.254104985426,33940.632061317876,33286.16993329483,32569.401643908874,31801.744536867318,30993.526194991056,30154.026038087915,29291.527389712788,28413.37652798854,27526.04593175039,26635.199517301167,25745.75814847632,24861.964107088817,23987.44354407477,23125.266204244203,22278.001938604924,21447.773695750886,20636.306824727464,19844.974632112175,19074.840220960665,18326.69470321052,17601.091923906995,16898.379868442917,16218.728945617739,15562.157352011594,14928.553728855162,14317.697322846816,13729.27585853681,13162.901323038557,12618.12385481159,12094.443917791072,11591.322930773478,11108.192510146353,10644.46247211201,10199.527728759567,9772.774200878572,9363.58385941905,8971.338997081422,8595.425821725681,8235.237454155245,7890.176404368922,7559.656592580189,7243.104974160353,6939.962821146259,6649.686707033318,6371.749236216012,6105.639554603795,5850.863673592677,5606.944635673957,5373.422546474544,5149.85449491246,4935.814380382437,4730.892663427927,4534.696054177354,4346.847150896234,4166.98403930706,3994.759861832058,3829.842364598421,3671.913428891783,3520.668592733663,3375.8165673763024,3237.078752739149,3104.188755142234,2976.8919101110655,2854.9448125249965,2738.1148559469616,2626.1797825986732,2518.927245124454,2416.1543810122544,2317.667400306274,2223.2811870467935,2132.818914704801,2046.1116757377486,1962.998125274753,1883.3241388416732,1806.9424839560038,1733.712505356047,1663.4998235762419,1596.1760465390325,1531.618493801615,1469.709933071948
I1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.05808449883212,165.89903312931204,365.72704026534814,645.3263020061218,996.8389050150631,1408.5253278319806,1866.7463959267775,2357.3531306262,2866.6296854930447,3381.902133696566,3891.9003952336716,4386.940599737137,4858.97950574024,5301.58032412471,5709.819700524879,6080.1581306888775,6410.290266828102,6698.9870691270135,6945.938286469909,7151.6010940865835,7317.058699162293,7443.891210618078,7534.05994693028,7589.8055393127215,7613.559608049943,7607.869392715738,7575.334459261494,7518.554454396273,7440.086803426851,7342.413230691256,7227.914005444194,7098.8488677785945,6957.3436590911315,6805.3817622711795,6644.799542631787,6477.285067504925,6304.379467450215,6127.480383142166,5947.8470178729185,5766.6063854395,5584.76040658559,5403.1935640463225,5222.680876725958,5043.8959978987905,4867.41928093996,4693.745689402836,4523.292456732151,4356.406425015315,4193.371012399239,4034.412775589002,3879.7075476241966,3729.386142293942,3583.5396254643983,3442.22416058033,3305.465440958278,3173.262725473466,3045.5924970849114,2922.4117655434734,2803.661036759294,2689.266971817524,2579.1447586519726,2473.2002190234393,2371.331672794022,2273.431580616531,2179.3879851321594,2089.085769641218,2002.4077520228343,1919.2356304634723,1839.4507963373653,1762.9350283849226,1689.5710811734239,1619.2431797092224,1551.8374310102924,1487.2421624475448,1425.3481957259526,1366.0490645034765,1309.241182836961,1254.8239708984238,1202.6999437205448,1152.7747681041053,1104.9572922497227,1059.1595521582256,1015.2967583751055,973.2872662312234,933.0525323509755,894.5170598571051,857.6083343950759,822.2567528263406,788.3955461960245,755.9606983637748,724.8908614942438,695.1272694334946,666.6136498473558,639.2961358653805,613.1231778577256,588.0454558702745,564.0157931541341,540.989071147843,518.9221462029643,497.77376828507164,477.5045018314138,458.076648902867,439.4541747302977
A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.52651361337925,714.0167711257333,1630.312297007572,2979.1796688891773,4765.395278123874,6971.833459540987,9565.9179910503,12504.73248447924,15739.0327961014,19216.36192935865,22883.433063595774,26687.917777762752,30579.753018196192,34512.060911771834,38441.75938107181,42329.928068799345,46141.982842387835,49847.70274238776,53421.14535160229,56840.47994697726,60087.76224985121,63148.669945291775,66012.21425927014,68670.43964736859,71118.12096280348,73352.46525182613,75372.82350030469,77180.41616594639,78778.07512423246,80170.00368806253,81361.55559296538,82359.03323857037,83169.50501458498,83800.64119161095,84260.56760313103,84557.73616738537,84700.8111817986,84698.57025562343,84559.81871806527,84293.3163406255,83907.71523653057,83411.50784096932,82812.98392860767,82120.19568558234,81340.92991877475,80482.68655316868,79552.66263658735,78557.74113862711,77504.48389606854,76399.12811966994,75247.58593649587,74055.44649746525,72827.98023143595,71570.1448748129,70286.59294940412,68981.6804011545,67659.47614860952,66323.7723226863,64978.09500876526,63625.71532848288,62269.6607221321,60912.72631348698,59557.486257384946,58206.30498673659,56861.34828999302,55524.5941626772,54197.84338755704,52882.729807571915,51580.73026387402,50293.174178453206,49021.2527669066,47766.0278721106,46528.44041395754,45309.31845402845,44109.38487717312,42929.26469453496,41769.491974660414,40630.51641103179,39512.70953571259,38416.37058984356,37341.732062519004,36288.96491014279,35258.18346874579,34249.45007196952,33262.77938751011,32298.14248479392,31355.470646541195,30434.65893668291,29535.569536843104,28658.034863297344,27801.86047597752,26966.827790723604,26152.69660559194,25359.207451623748,24586.08377806237,23833.033981588247,23099.753288720403,22385.925500115838,21691.224605086183,21015.316274246572,20357.85923781657,19718.506556708657,19096.906793167087
IH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.663204800411765,11.438891623477474,29.50304548532509,59.231575298853436,102.00862750279616,158.2352631644378,227.44830392995746,308.49047085348127,399.69471338143546,499.06055039035107,604.4102916976763,713.5196102895532,824.2211301639961,934.4822289392455,1042.459662214797,1146.5342769896827,1245.3292605730562,1337.7152544165465,1422.8053758450592,1499.9428198318008,1568.68331338539,1628.7743018108047,1680.1323798407934,1722.820152490046,1757.023425096949,1783.0293798697203,1801.206195273058,1811.9844012523477,1815.8401333598074,1813.2803478671594,1804.8299835628418,1791.0210000605593,1772.383183396312,1749.4365841980891,1722.6854389471732,1692.61341840267,1659.680047110072,1624.3181423892265,1586.9321289352947,1547.897095074844,1507.5584679344452,1466.2321966310692,1424.2053445735255,1381.7370036963093,1339.059454663472,1296.3795075989983,1253.879967608439,1211.721178194173,1170.0426036140227,1128.9644183006073,1088.5890776789697,1049.0028501398654,1010.2772946024561,972.4706720952271,935.629283162286,899.7887257281812,864.9750703905319,831.205952015566,798.4915780427043,766.8356551118451,736.2362365576738,706.686494011157,678.1754168469149,650.6884435495467,624.2080292713141,598.7141539431616,574.1847753027175,550.5962311353842,527.9235949037717,506.14098877996537,485.22185790561434,465.13920949585486,445.8658201822119,427.3744147629901,409.637819302165,392.6290912932568,376.3216293860655,360.689264963668,345.7063376563205,331.3477566889432,317.5890497803563,304.4064011457147,291.77667999871807,279.6774608070038,268.08703642237026,256.98442508669433,246.3493722041042,236.1623476695776,226.40453945306277,217.05784405584737,208.10485438161263,199.5288454977961,191.31375870295227,183.44418426217388,175.90534312477547,168.68306789582468,161.76378329525795,155.13448630477853,148.78272617309,142.69658442387856,136.86465498796693,131.2760245608913
IN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.355594353971975,23.42629103817803,61.50607482691461,125.64743596950576,220.0932047721115,347.1084818548781,507.0635495773121,698.6624202824061,919.2441332714491,1165.1077692662288,1431.829500677171,1714.55244626774,2008.2388821977956,2307.880419656297,2608.665809531975,2906.1086208868155,3196.138573259816,3475.1610916279146,3740.0899274266585,3988.3576197677676,4217.908282688914,4427.176787170235,4615.057924901546,4780.868638963059,4924.305914699689,5045.402461389627,5144.481893268965,5222.114742900699,5279.076312653135,5316.307090379296,5334.876220712775,5335.948330098025,5320.753847567422,5290.562839961894,5246.662285395572,5190.336638110828,5122.851487578276,5045.440081242244,4959.292460552462,4865.546951098869,4765.283747392617,4659.520339077233,4549.208536396005,4435.232867162517,4318.410134115846,4199.489939451789,4079.1560017630654,3958.0281090182343,3836.664569125342,3715.5650367436974,3595.1736111039645,3475.882114529825,3358.0334750434004,3241.9251488505765,3127.8125296483804,3015.912301610391,2906.4057016440943,2799.4416641468106,2695.1398280939593,2593.59339195966,2494.8718067812933,2399.0233017222795,2306.077239843977,2216.0463045473266,2128.928519361963,2044.7091055139056,1963.3621830558182,1884.8523223537234,1809.1359534427334,1736.1626412381115,1665.87623485787,1598.2158994152687,1533.1170386056197,1470.5121162691091,1410.3313848835676,1352.503528648417,1296.9562284805431,1243.6166558689847,1192.4119021400927,1143.2693492781102,1096.1169880359998,1050.883688664311,1007.4994291870211,965.8954857665944,926.0045893289245,887.7610522645266,851.1008686867741,815.9617914120125,782.2833885304644,750.0070821610027,719.0761717268634,689.4358438527203,661.0331707655731,633.8170988818445,607.7384290800264,582.7497899912502,558.8056054882816,535.86205741569,513.8770444793158,492.8101381007129,472.6225359410222,453.2770137078575
D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04658294279950184,0.24666415101291655,0.76271108816229,1.798748978918672,3.583013583459692,6.350755745727298,10.329124713136325,15.725027407415514,22.71621185099716,31.445435029299947,42.01736327200585,54.49775651375057,68.9144644419707,85.259783514352,103.49376942795195,123.54815677150918,145.33059787511914,168.72899110754062,193.6157220970487,219.8516880910816,247.29001542012008,275.7794129019887,305.16713048706276,335.3015131694853,366.03415592231505,397.2216769118614,428.72713422837734,460.42111649518506,492.1825405705177,523.8991906423022,555.4680327659477,586.7953376677817,617.7966427263277,648.3965816872576,678.5286080532372,708.1346353624889,737.164614839865,765.5760682524646,793.3335912854116,820.4083404103147,846.7775140720012,872.4238370794893,897.3350553570907,921.5034466866605,944.9253517433336,967.6007285823937,989.532732760035,1010.7273244504813,1031.192903240631,1050.9399707257298,1069.9808205807021,1088.3292554277048,1106.0003295481874,1123.010116285355,1139.3754988396179,1155.1139830657473,1170.2435308274394,1184.7824124453157,1198.749076781493,1212.1620375320783,1225.039774343451,1237.400647424865,1249.2628243953043,1260.644218173762,1271.5624347968471,1282.0347301239185,1292.0779744662748,1301.708624252065,1310.9426999116265,1319.795769238167,1328.2829355456138,1336.418830008706,1344.2176076297849,1351.6929463321621,1358.85804873139,1365.725646183267,1372.3080047511082,1378.6169327748182,1384.6637897607998,1390.4594963449115,1396.0145451107364,1401.339012072564,1406.442568656912,1411.3344940383429,1416.0236877049435,1420.5186821463494,1424.827655572765,1428.9584445872588,1432.918556745835,1436.7151829505765,1440.3552096306344,1443.8452306741672,1447.1915590815954,1450.400238316878,1453.4770533390051,1456.4275413006596,1459.2570019050822,1461.970507415679,1464.572912315897,1467.0688626194087,1469.4628048327872
R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.612459617209455,41.43972028121542,119.22760519242604,266.03216223771847,507.5406868021879,869.6222957819659,1377.139101836281,2053.020312511532,2917.5838296880106,3988.079837777378,5278.426030910203,6799.102794341261,8557.177571841372,10556.429931585086,12797.551868067834,15278.401222275197,17994.289483721994,20938.288475001515,24101.54340352444,27473.58243837446,31042.615309776847,34795.81543503469,38719.58176339371,42799.7779276222,47021.947421400255,51371.504420037585,55833.90055861623,60394.768506041444,65040.043553179756,69756.06469318493,74529.65683441814,79348.19587045077,84199.65835422958,89072.65749883374,93956.46716734041,98841.03542908691,103716.98915721854,108575.63102942395,113408.93017541352,118209.50759507326,122970.6173534395,127686.12444499774,132350.48011195465,136958.69530017313,141506.31284306652,145989.378878253,150404.41392423818,154748.38397469165,159018.6719057243,163213.04943657637,167329.6498358289,171366.94152315895,175323.70268025337,179198.99695325267,182992.15030251094,186702.7290330305,190330.5190202021,193875.50613001126,197337.85782025915,200717.9058992193,204016.13041017577,207233.14460415795,210369.68095863357,213426.5781966995,216404.76925920846,219305.2701811,222129.169822801,224877.62040778378,227551.82881809404,230153.04860078046,232682.5726395843,235141.72644790265,237531.86204085886,239854.35234624587,242110.586116106,244301.96330273972,246429.8908649646,248495.77897245184,250501.03757793174,252447.07332896747,254335.28679283668,256167.06996982708,257943.80407193725,259666.85754557615,261337.58431837207,262957.3222516341,264527.3917813558,266049.09473191685,267523.71328782244,268952.5091099276,270336.72258362646,271677.5721874496,272976.2539714061,274233.94113523944,275451.783697538,276630.9082473547,277772.41777065373,278877.3915445157,279946.8850925968,280981.93019586476,281983.534953115,282952.6838862194
G1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.05808449883212,173.9178322836958,402.0153926907202,743.9353313661409,1205.4129289119232,1786.9628524157415,2485.199676103554,3293.904025283609,4204.878640999454,5208.630974068103,6294.912657650736,7453.14108858998,8672.724140219685,9943.305552518146,11254.945657459311,12598.249686921956,13964.453890085018,15345.477987862165,16733.951058829945,18123.21674045074,19507.322605788184,20880.997710483713,22239.62157370424,23579.18724025524,24896.26055240723,26187.93732506414,27451.79975462804,28685.873089906905,29888.58334371593,31058.716618693008,32195.380453575694,33297.96746095762,34366.12141932473,35399.70589661742,36398.77541592446,37363.5491229659,38294.386877005854,39191.76765939656,40056.27017509507,40888.55551052179,41689.351704627,42459.44008780937,43199.643244403596,43910.81445800823,44593.82850429443,45249.57366257916,45878.94482492842,46482.837589530296,47062.143233272596,47617.744466665165,48150.511882303836,48661.30101586339,49150.949946047615,49620.27736695903,50070.08107294412,50501.136802104644,50914.197390336885,51309.992192974445,51689.226735878976,52052.58256216582,52400.71724468963,52734.26453797293,53053.83464646434,53360.014588888254,53653.36864102062,53934.43884152093,54203.745547493454,54461.78802826349,54709.04508745978,54945.975704911456,55173.01969111674,55390.59834813816,55599.11513174112,55798.956310434005,55990.49161780227,56174.07489516727,56350.04472215482,56518.7250332376,56680.42571872924,56835.44320906264,56984.061041489826,57126.55040859969,57263.1706882705,57394.169954859855,57519.78547159109,57640.24416422515,57755.76307621492,57866.54980562674,57972.80292418562,58074.71237885709,58172.4598764232,58266.21925154389,58356.1568188194,58442.43170938652,58525.196192591655,58604.59598328878,58680.77053531047,58753.8533216569,58823.97210194103,58891.249177619036,58955.80163552387,59017.741580207134,59077.17635558021
H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130685.8159124526,251383.5016087392,362809.76210684085,465630.09287344164,560462.4377306998,647880.5854835556,728417.3239303965,802567.3685868417,870790.0822145692,933512.0000976822,991129.174941795,1044009.3542799299,1092494.0023490281,1136900.1775463168,1177522.2757812594,1214633.6493019792,1248488.1098908363,1279321.3246885086,1307352.1123159693,1332783.6464159423,1355804.5732267331,1376590.0493289796,1395302.705267259,1412093.5403412094,1427102.7534826268,1440460.5147838283,1452287.68191648,1462696.4653772844,1471791.0462157573,1479668.1496382265,1486417.5776397586,1492122.7035905884,1496860.9314945908,1500704.122443219,1503718.9906080968,1505967.4709480722,1507507.0606511321,1508391.1361872628,1508669.247714328,1508387.3924546149,1507588.268544139,1506311.5107495156,1504593.9093475728,1502469.613370368,1499970.319332368,1497125.4464767831,1493962.2995039707,1490506.219676053,1486780.7251280171,1482807.6411562685,1478607.2212005293,1474198.2591838513,1469598.1938280193,1464823.2055175316,1459888.306244407,1454807.4231280435,1449593.4759690578,1444258.4492632486,1438813.4590713945,1433268.8151123237,1427634.0784204567,1421918.1148846422,1416129.144962486,1410274.7898433504,1404362.1143136905,1398397.666560282,1392387.5151300577,1386337.2832496576,1380252.1806932846,1374137.033373988,1367996.31082099,1361834.151694052,1355654.3874750938,1349460.5644672653,1343255.9642223653,1337043.622508873,1330826.3469248326,1324606.7332523905,1318387.180643869,1312169.9057228374,1305956.9556776832,1299750.2204196504,1293551.4438721682,1287362.2344535224,1281184.07481049,1275018.3308564418,1268866.260163592,1262729.0197555325,1256607.6733428878,1250503.1980418684,1244416.4906126615,1238348.3732519576,1232299.5989714602,1226270.856591954,1220262.7753803912,1214275.9293555007,1208310.841285591,1202367.9864005405,1196447.7958383881,1190550.6598454858,1184676.930747813,1178826.9257098034,1173000.9292958602,1167199.1958486577,1099804.5540408394
S2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3404.288271572153,9718.410369909632,18498.614917001178,29348.091450754368,41913.31034893931,55880.49101291453,70972.2187509631,86944.2258473102,103582.34790434767,120699.66261892924,138133.8146777805,155744.5274294825,173411.29940738584,191031.2816270928,208517.32984212434,225796.22458222756,242807.05078484325,259499.7281225736,275833.68268791924,291776.6504815051,307303.6031237467,322395.7863374133,337039.86199808196,351227.1448928602,364952.92574038176,378215.8724858881,391017.5023764271,403361.7178281415,415254.3996083307,426703.05135996616,437716.4899882423,448304.5769020215,458477.9855536951,468248.0011463227,477626.3487753009,486625.0466424624,495256.2813233115,503532.30238349363,511465.333929393,519067.5009410752,526350.7684749536,533326.8920400146,540007.3776467039,546403.4502032038,552526.0290913603,558385.7098954417,563992.7513826881,569357.0669465993,574488.2198234277,579395.4214805772,584087.5326537114,588573.0665783602,592860.1940226486,596956.7497813216,600870.240338295,604607.8524462432,608176.4624078873,611582.6458752564,614832.6880107801,617932.5938781126,620888.0989514873,623704.679650554,626387.5638233687,628941.7411138033,631371.9731613614,633682.8035914882,635878.5677631127,637963.4022475816,639941.2540194638,641815.8893450842,643590.9023591954,645269.7233240347,646855.6265682288,648351.7381056902,649761.0429368658,651086.3920365147,652330.509033669,653495.9965906073,654585.3424886004,655600.9254288985,656545.0205579608,657419.8047262994,658227.3614905529,658969.6858685403,659648.6888570826,660266.201722348,660823.9800723764,661323.707721292,661767.0003545202,662155.4090041027,662490.4233429598,662773.4748066752,663005.9395511025,663189.1412537986,663324.3537669951,663412.8036295144,663455.6724447437,663454.0991314783,663409.182054153,663321.9810386907,663193.5192799205,663024.7851462332,662816.7338868842,957846.0488550724
E2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.879998090792647,109.93939884572123,252.81432862919513,465.08590104872576,748.6258321294863,1101.7182968571572,1519.9907268667898,1997.1812237313134,2525.76619486278,3097.468506503822,3703.663717838886,4335.699674762476,4985.142797193151,5643.962713351708,6304.665422890598,6960.383868939571,7604.933639337263,8232.84047993363,8839.34537371564,9420.39210804102,9972.601510122173,10493.23587110085,10980.156495388183,11431.776798636929,11847.012929219518,12225.233499005826,12566.20967428647,12870.066591720906,13137.236822220599,13368.416402927714,13564.523789385785,13726.661942365234,13856.08365265138,13954.160118792142,14022.35272403044,14062.18790643097,14075.234977890066,14063.08672093368,14027.342574894656,13969.59421341765,13891.413311718088,13794.341303295512,13679.8809307497,13549.489403029467,13404.572981077843,13246.482824782473,13076.511945876577,12895.893123547963,12705.797651674859,12507.334798565542,12301.551871645477,12089.434790573545,11871.909082684064,11649.84122438385,11424.040261151593,11195.25964708016,10964.199252477652,10731.50749491942,10497.783555349422,10263.579646400354,10029.403305077114,9795.719686369226,9562.953838267511,9331.492942101158,9101.688505125148,8873.858494914974,8648.289407403747,8425.238262362343,8204.93452180938,7987.581928275902,7773.360261067836,7562.427009693886,7354.918964480946,7150.9537251048805,6950.631128340745,6754.034596800417,6561.232410792607,6372.278905723821,6187.215597671249,6006.072239910307,5828.86781328008,5655.6114533273885,5486.303317191711,5320.935393185088,5159.492255988686,5001.95177033561,4848.28574598184,4698.460546687222,4552.437655839214,4410.174201256045,4271.623441605167,4136.735216769168,4005.456364386071,3877.731104685402,3753.501395636614,3632.7072603231027,3515.28708835388,3401.1779130264254,3290.315665858752,3182.6354100165217,3078.071554072423,2976.5580474500084,2878.028558822954
I2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1594995632797116,5.228139657139451,14.147766173488549,29.784711760897125,53.75991428796951,87.35151736450875,131.45018774268974,186.55182636235756,252.77587699210238,329.9002340212924,417.4059658884968,514.5268194440787,620.2998458931994,733.6145647405853,853.2589175160404,977.9609055530975,1106.425294098248,1237.3651296201922,1369.5280835981084,1501.7178248154596,1632.8107499713865,1761.7684828286046,1887.646596172804,2009.600027488366,2126.8856556473993,2238.86248781774,2344.9898777892886,2444.824162587102,2538.0140663691527,2624.295181321578,2703.4837961517073,2775.470304990542,2840.2123938536424,2897.728168796721,2948.0893598463235,2991.414707825412,3027.8636173401883,3057.6301383663563,3080.9373209221712,3098.031972049453,3109.17983152228,3114.6611721324557,3114.766821823483,3109.794598127105,3100.0461400743843,3085.8241187960166,3067.4298051990536,3045.160971231537,3019.310100162392,2990.16288086857,2957.996961209116,2923.0809360668727,2885.6735464584035,2846.0230671705035,2804.366861609183,2760.9310838871716,2715.930509581729,2669.568478027611,2622.0369304397136,2573.5165295621714,2524.1768478970534,2474.176612862591,2423.6639984584112,2372.776954167134,2321.643562894238,2270.382420739836,2219.1030323071286,2167.906216084471,2116.8845151937594,2066.1226094806498,2015.6977255358458,1965.680041785594,1916.1330862780467,1867.1141252248217,1818.6745407383883,1770.8601965402313,1723.7117907063496,1677.265194769553,1631.5517787160886,1586.5987216009105,1542.4293076647766,1499.0632079703719,1456.5167476866777,1414.803159243426,1373.9328216530487,1333.9134863582071,1294.7504900107017,1256.4469546240282,1219.0039755686548,1182.4207978975955,1146.694981501293,1111.8225555962974,1077.7981630526745,1044.6151950613544,1012.265916635484,980.7415834298939,950.0325503506193,920.1283724124867,891.0178982875198,862.6893569706831,835.1304379725733,808.3283654313418
A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.817724936295363,22.33168129379991,62.11074256985043,134.36340805292386,249.15030547335527,415.81226438564045,642.5736594002215,936.2869596491379,1302.2897275832734,1744.349849065388,2264.678675417832,2863.99511654752,3541.62662125549,4295.6354792661405,5122.961030625927,6019.570214584411,6980.610468200999,8000.560326274912,9073.374206657296,10192.618813521412,11351.599378243965,12543.47460357542,13761.35970023828,14998.417322732645,16247.936538059588,17503.40021086998,18758.54137333491,20007.389278574956,21244.305922262403,22464.01386631873,23661.616218668074,24832.609619971445,25972.89106744245,27078.75937169926,28146.911998877396,29174.438000004848,30158.807675451368,31097.859566142724,31989.785306789923,32833.112820873925,33626.68828349414,34369.65722712454,35061.445117303636,35701.73768062104,36290.46122621976,36827.76316446755,37313.99289243112,37749.68318521965,38135.53220500316,38472.38621537983,38761.22306756264,39003.13650636547,39199.32132797261,39351.05940775309,39459.70660471702,39526.6805393984,39553.44923378908,39541.52059525735,39492.43272098887,39407.744995227265,39289.02994832196,39137.865844177206,38955.829961019765,38744.49252935467,38505.41129046259,38240.12663872275,37950.15731134615,37636.996589708084,37302.108977319025,36946.92732051665,36572.85033915665,36181.24053588698,35773.4224539775,35350.68125511709,34914.261590059665,34465.3667364803,34005.1579798759,33534.754214799636,33055.23174514261,32567.62426356266,32072.922991501622,31572.076962524025,31065.993432948224,30555.538404923536,30041.537248231823,29524.7754081591,29005.999187791906,28485.91659404497,27965.198237622266,27444.478277954015,26924.35540493964,26405.39385006247,25888.12442012853,25373.04554752104,24860.624351456445,24351.297705279132,23845.473305342817,23343.5307374989,22845.82253764833,22352.675243215606,21864.39043277356,21381.245751387836
