percent_dc,mc_se,percent_dc_unw,dc_se_unw,sample_size,country,region,iso_code,gid_0,gid_1,survey_date
0.297036,0.073993,0.232759,0.039236,116.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210404
0.103839,0.028786,0.192661,0.037776,109.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210405
0.212102,0.062076,0.19685,0.035283,127.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210406
0.123243,0.034583,0.174603,0.03382,126.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210408
0.096381,0.024653,0.189655,0.036399,116.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210409
0.11401,0.027391,0.201389,0.03342,144.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210410
0.152079,0.045839,0.152,0.032112,125.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210411
0.144973,0.036698,0.225806,0.037548,124.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210412
0.105345,0.035755,0.142857,0.032078,119.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210413
0.148685,0.041139,0.160839,0.030722,143.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210414
0.134174,0.030943,0.189542,0.031686,153.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210415
0.126805,0.042548,0.139241,0.027542,158.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210416
0.116675,0.024436,0.178161,0.029008,174.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210417
0.115005,0.026907,0.150327,0.028893,153.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210418
0.145188,0.040226,0.142857,0.026997,168.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210419
0.085984,0.018495,0.158974,0.026185,195.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210420
0.13981,0.038452,0.163158,0.026807,190.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210421
0.137347,0.032545,0.186275,0.027258,204.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210422
0.130076,0.032092,0.164706,0.028448,170.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210423
0.083958,0.033002,0.116022,0.023804,181.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210424
0.117512,0.029561,0.154762,0.027904,168.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210425
0.08793,0.021569,0.136612,0.025388,183.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210426
0.079372,0.020539,0.125,0.024929,176.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210427
0.168624,0.038924,0.157303,0.027289,178.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210428
0.148633,0.037467,0.185567,0.027911,194.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210429
0.111518,0.027828,0.158824,0.028033,170.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210430
0.151898,0.028521,0.215054,0.030126,186.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210501
0.131761,0.038351,0.136095,0.026376,169.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210502
0.125679,0.031707,0.14881,0.027458,168.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210503
0.13274,0.039867,0.121547,0.024288,181.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210504
0.086346,0.023903,0.12963,0.02639,162.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210505
0.119126,0.025773,0.181287,0.029461,171.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210506
0.094534,0.02532,0.119318,0.024435,176.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210507
0.145685,0.035364,0.146597,0.025593,191.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210508
0.1272,0.037751,0.154839,0.029057,155.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210509
0.091706,0.024457,0.136646,0.027069,161.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210510
0.092555,0.025592,0.119048,0.024985,168.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210511
0.123213,0.03277,0.14,0.028331,150.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210512
0.104195,0.025692,0.1625,0.029165,160.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210513
0.200959,0.050236,0.177914,0.029955,163.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210514
0.100462,0.027511,0.147239,0.027754,163.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210515
0.170103,0.054871,0.154412,0.030985,136.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210516
0.207737,0.043429,0.231293,0.034778,147.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210517
0.122012,0.032083,0.178571,0.032369,140.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210518
0.126788,0.034471,0.2,0.04,100.0,India,Madhya Pradesh,IND,IND,IND.19_1,20210519
0.160342,0.020084,0.18259,0.017801,471.0,India,Maharashtra,IND,IND,IND.20_1,20200715
0.130492,0.016921,0.181425,0.01791,463.0,India,Maharashtra,IND,IND,IND.20_1,20200716
0.154515,0.020882,0.171908,0.017275,477.0,India,Maharashtra,IND,IND,IND.20_1,20200717
0.183024,0.022042,0.202586,0.018659,464.0,India,Maharashtra,IND,IND,IND.20_1,20200718
0.121184,0.017382,0.160944,0.017023,466.0,India,Maharashtra,IND,IND,IND.20_1,20200719
0.158458,0.02084,0.177156,0.018434,429.0,India,Maharashtra,IND,IND,IND.20_1,20200720
0.191004,0.022798,0.217284,0.020492,405.0,India,Maharashtra,IND,IND,IND.20_1,20200721
0.225297,0.025896,0.223404,0.021481,376.0,India,Maharashtra,IND,IND,IND.20_1,20200722
0.182248,0.021411,0.215962,0.019937,426.0,India,Maharashtra,IND,IND,IND.20_1,20200723
0.231273,0.025098,0.237647,0.020647,425.0,India,Maharashtra,IND,IND,IND.20_1,20200724
0.201778,0.023916,0.195853,0.01905,434.0,India,Maharashtra,IND,IND,IND.20_1,20200725
0.231246,0.023715,0.236443,0.019789,461.0,India,Maharashtra,IND,IND,IND.20_1,20200726
0.204135,0.024524,0.202353,0.019488,425.0,India,Maharashtra,IND,IND,IND.20_1,20200727
0.167382,0.023641,0.183616,0.020578,354.0,India,Maharashtra,IND,IND,IND.20_1,20200728
0.214147,0.023503,0.232446,0.020785,413.0,India,Maharashtra,IND,IND,IND.20_1,20200729
0.18372,0.023698,0.202778,0.021191,360.0,India,Maharashtra,IND,IND,IND.20_1,20200730
0.255402,0.026962,0.250646,0.02203,387.0,India,Maharashtra,IND,IND,IND.20_1,20200731
0.237647,0.024165,0.262136,0.021667,412.0,India,Maharashtra,IND,IND,IND.20_1,20200801
0.259679,0.026484,0.281991,0.021904,422.0,India,Maharashtra,IND,IND,IND.20_1,20200802
0.236885,0.027042,0.227749,0.021457,382.0,India,Maharashtra,IND,IND,IND.20_1,20200803
0.224623,0.025938,0.238482,0.022185,369.0,India,Maharashtra,IND,IND,IND.20_1,20200804
0.178867,0.023468,0.219444,0.021813,360.0,India,Maharashtra,IND,IND,IND.20_1,20200805
0.228572,0.026256,0.241287,0.022154,373.0,India,Maharashtra,IND,IND,IND.20_1,20200806
0.173996,0.022838,0.197802,0.020879,364.0,India,Maharashtra,IND,IND,IND.20_1,20200807
0.228952,0.026452,0.227882,0.021719,373.0,India,Maharashtra,IND,IND,IND.20_1,20200808
0.223928,0.025532,0.240409,0.021611,391.0,India,Maharashtra,IND,IND,IND.20_1,20200809
0.223204,0.022052,0.278027,0.021215,446.0,India,Maharashtra,IND,IND,IND.20_1,20200810
0.234814,0.025289,0.265306,0.022299,392.0,India,Maharashtra,IND,IND,IND.20_1,20200811
0.201999,0.02332,0.247956,0.022541,367.0,India,Maharashtra,IND,IND,IND.20_1,20200812
0.22832,0.025341,0.251309,0.022193,382.0,India,Maharashtra,IND,IND,IND.20_1,20200813
0.190723,0.025064,0.212644,0.021934,348.0,India,Maharashtra,IND,IND,IND.20_1,20200814
0.216606,0.023823,0.254279,0.021532,409.0,India,Maharashtra,IND,IND,IND.20_1,20200815
0.201707,0.02428,0.244949,0.021611,396.0,India,Maharashtra,IND,IND,IND.20_1,20200816
0.24431,0.026416,0.261538,0.022254,390.0,India,Maharashtra,IND,IND,IND.20_1,20200817
0.22162,0.024394,0.251256,0.021741,398.0,India,Maharashtra,IND,IND,IND.20_1,20200818
0.208249,0.025352,0.21134,0.020726,388.0,India,Maharashtra,IND,IND,IND.20_1,20200819
0.262566,0.027494,0.267532,0.022561,385.0,India,Maharashtra,IND,IND,IND.20_1,20200820
0.26292,0.029614,0.255193,0.023749,337.0,India,Maharashtra,IND,IND,IND.20_1,20200821
0.244734,0.026909,0.270408,0.022434,392.0,India,Maharashtra,IND,IND,IND.20_1,20200822
0.247069,0.025873,0.2657,0.021709,414.0,India,Maharashtra,IND,IND,IND.20_1,20200823
0.250793,0.02672,0.272487,0.022901,378.0,India,Maharashtra,IND,IND,IND.20_1,20200824
0.244395,0.02646,0.275862,0.022182,406.0,India,Maharashtra,IND,IND,IND.20_1,20200825
0.23793,0.024825,0.273224,0.023293,366.0,India,Maharashtra,IND,IND,IND.20_1,20200826
0.213488,0.026375,0.220994,0.021808,362.0,India,Maharashtra,IND,IND,IND.20_1,20200827
0.189723,0.025058,0.237681,0.022917,345.0,India,Maharashtra,IND,IND,IND.20_1,20200828
0.266032,0.025971,0.267123,0.021141,438.0,India,Maharashtra,IND,IND,IND.20_1,20200829
0.302014,0.030859,0.316265,0.025521,332.0,India,Maharashtra,IND,IND,IND.20_1,20200830
0.256004,0.029609,0.25,0.023483,340.0,India,Maharashtra,IND,IND,IND.20_1,20200831
0.236065,0.027298,0.255072,0.023468,345.0,India,Maharashtra,IND,IND,IND.20_1,20200901
0.244881,0.027975,0.268786,0.023833,346.0,India,Maharashtra,IND,IND,IND.20_1,20200902
0.269592,0.027856,0.295337,0.02322,386.0,India,Maharashtra,IND,IND,IND.20_1,20200903
0.229894,0.02511,0.2711,0.022481,391.0,India,Maharashtra,IND,IND,IND.20_1,20200904
0.256389,0.027441,0.285347,0.022896,389.0,India,Maharashtra,IND,IND,IND.20_1,20200905
0.238338,0.025888,0.257985,0.021687,407.0,India,Maharashtra,IND,IND,IND.20_1,20200906
0.245154,0.026515,0.268116,0.021771,414.0,India,Maharashtra,IND,IND,IND.20_1,20200907
0.246493,0.025941,0.254587,0.020863,436.0,India,Maharashtra,IND,IND,IND.20_1,20200908
0.239183,0.027504,0.251397,0.022928,358.0,India,Maharashtra,IND,IND,IND.20_1,20200909
0.213513,0.024501,0.246445,0.020978,422.0,India,Maharashtra,IND,IND,IND.20_1,20200910
0.226108,0.025853,0.257653,0.022089,392.0,India,Maharashtra,IND,IND,IND.20_1,20200911
0.253055,0.028646,0.245524,0.021766,391.0,India,Maharashtra,IND,IND,IND.20_1,20200912
0.245589,0.027375,0.262338,0.02242,385.0,India,Maharashtra,IND,IND,IND.20_1,20200913
0.252096,0.02657,0.28534,0.023105,382.0,India,Maharashtra,IND,IND,IND.20_1,20200914
0.213104,0.02677,0.228205,0.021251,390.0,India,Maharashtra,IND,IND,IND.20_1,20200915
0.26238,0.027583,0.266833,0.022088,401.0,India,Maharashtra,IND,IND,IND.20_1,20200916
0.211263,0.026532,0.23224,0.022072,366.0,India,Maharashtra,IND,IND,IND.20_1,20200917
0.245635,0.02726,0.258883,0.022067,394.0,India,Maharashtra,IND,IND,IND.20_1,20200918
0.2431,0.026572,0.255754,0.022064,391.0,India,Maharashtra,IND,IND,IND.20_1,20200919
0.272502,0.027789,0.283372,0.021808,427.0,India,Maharashtra,IND,IND,IND.20_1,20200920
0.234974,0.025706,0.277333,0.023118,375.0,India,Maharashtra,IND,IND,IND.20_1,20200921
0.23701,0.026763,0.269461,0.024277,334.0,India,Maharashtra,IND,IND,IND.20_1,20200922
0.22224,0.025192,0.245524,0.021766,391.0,India,Maharashtra,IND,IND,IND.20_1,20200923
0.24199,0.027218,0.257653,0.022089,392.0,India,Maharashtra,IND,IND,IND.20_1,20200924
0.175933,0.024133,0.206522,0.021102,368.0,India,Maharashtra,IND,IND,IND.20_1,20200925
0.236087,0.026898,0.261214,0.022565,379.0,India,Maharashtra,IND,IND,IND.20_1,20200926
0.260215,0.027288,0.285303,0.024241,347.0,India,Maharashtra,IND,IND,IND.20_1,20200927
0.242232,0.027605,0.277311,0.023693,357.0,India,Maharashtra,IND,IND,IND.20_1,20200928
0.242664,0.028678,0.259701,0.023956,335.0,India,Maharashtra,IND,IND,IND.20_1,20200929
0.234778,0.030422,0.267857,0.026465,280.0,India,Maharashtra,IND,IND,IND.20_1,20200930
0.244067,0.029091,0.247734,0.023728,331.0,India,Maharashtra,IND,IND,IND.20_1,20201001
0.21182,0.026037,0.231383,0.021748,376.0,India,Maharashtra,IND,IND,IND.20_1,20201002
0.227757,0.026114,0.259259,0.023391,351.0,India,Maharashtra,IND,IND,IND.20_1,20201003
0.292802,0.029416,0.331343,0.025717,335.0,India,Maharashtra,IND,IND,IND.20_1,20201004
0.212793,0.025911,0.238506,0.022845,348.0,India,Maharashtra,IND,IND,IND.20_1,20201005
0.29783,0.032523,0.301948,0.02616,308.0,India,Maharashtra,IND,IND,IND.20_1,20201006
0.165419,0.02282,0.219178,0.024209,292.0,India,Maharashtra,IND,IND,IND.20_1,20201007
0.297624,0.031333,0.2875,0.025301,320.0,India,Maharashtra,IND,IND,IND.20_1,20201008
0.199738,0.026821,0.251773,0.025846,282.0,India,Maharashtra,IND,IND,IND.20_1,20201009
0.236976,0.030325,0.262069,0.025824,290.0,India,Maharashtra,IND,IND,IND.20_1,20201010
0.321587,0.033501,0.356364,0.02888,275.0,India,Maharashtra,IND,IND,IND.20_1,20201011
0.297697,0.033222,0.305147,0.02792,272.0,India,Maharashtra,IND,IND,IND.20_1,20201012
0.264805,0.03122,0.298561,0.027447,278.0,India,Maharashtra,IND,IND,IND.20_1,20201013
0.242896,0.028996,0.270096,0.025177,311.0,India,Maharashtra,IND,IND,IND.20_1,20201014
0.260574,0.033541,0.273504,0.02914,234.0,India,Maharashtra,IND,IND,IND.20_1,20201015
0.243105,0.032372,0.26556,0.028448,241.0,India,Maharashtra,IND,IND,IND.20_1,20201016
0.279003,0.036702,0.258065,0.029704,217.0,India,Maharashtra,IND,IND,IND.20_1,20201017
0.290845,0.034013,0.326531,0.02996,245.0,India,Maharashtra,IND,IND,IND.20_1,20201018
0.26522,0.034423,0.275862,0.029344,232.0,India,Maharashtra,IND,IND,IND.20_1,20201019
0.318904,0.035184,0.342629,0.029956,251.0,India,Maharashtra,IND,IND,IND.20_1,20201020
0.260726,0.03526,0.291304,0.02996,230.0,India,Maharashtra,IND,IND,IND.20_1,20201021
0.2695,0.035366,0.276498,0.030362,217.0,India,Maharashtra,IND,IND,IND.20_1,20201022
0.273072,0.03598,0.301802,0.030809,222.0,India,Maharashtra,IND,IND,IND.20_1,20201023
0.262332,0.040423,0.30625,0.03644,160.0,India,Maharashtra,IND,IND,IND.20_1,20201024
0.334783,0.039521,0.38806,0.034372,201.0,India,Maharashtra,IND,IND,IND.20_1,20201025
0.323133,0.048372,0.346154,0.041725,130.0,India,Maharashtra,IND,IND,IND.20_1,20201026
0.340485,0.043392,0.333333,0.036699,165.0,India,Maharashtra,IND,IND,IND.20_1,20201027
0.287108,0.035886,0.307339,0.031249,218.0,India,Maharashtra,IND,IND,IND.20_1,20201028
0.263031,0.036042,0.283019,0.030938,212.0,India,Maharashtra,IND,IND,IND.20_1,20201029
0.257921,0.04163,0.244444,0.032032,180.0,India,Maharashtra,IND,IND,IND.20_1,20201030
0.341709,0.045538,0.333333,0.037743,156.0,India,Maharashtra,IND,IND,IND.20_1,20201031
0.294452,0.039536,0.296296,0.033214,189.0,India,Maharashtra,IND,IND,IND.20_1,20201101
0.285972,0.039958,0.306452,0.033804,186.0,India,Maharashtra,IND,IND,IND.20_1,20201102
0.245941,0.041146,0.277372,0.03825,137.0,India,Maharashtra,IND,IND,IND.20_1,20201103
0.394828,0.041844,0.387978,0.036021,183.0,India,Maharashtra,IND,IND,IND.20_1,20201104
0.332303,0.04491,0.33758,0.03774,157.0,India,Maharashtra,IND,IND,IND.20_1,20201105
0.350896,0.044021,0.360759,0.038204,158.0,India,Maharashtra,IND,IND,IND.20_1,20201106
0.263947,0.039176,0.306818,0.034762,176.0,India,Maharashtra,IND,IND,IND.20_1,20201107
0.284786,0.035678,0.319797,0.033229,197.0,India,Maharashtra,IND,IND,IND.20_1,20201108
0.316316,0.042623,0.375796,0.038654,157.0,India,Maharashtra,IND,IND,IND.20_1,20201109
0.358408,0.044396,0.365079,0.035021,189.0,India,Maharashtra,IND,IND,IND.20_1,20201110
0.299982,0.039142,0.323864,0.035273,176.0,India,Maharashtra,IND,IND,IND.20_1,20201111
0.366559,0.043466,0.403509,0.037517,171.0,India,Maharashtra,IND,IND,IND.20_1,20201112
0.347651,0.045238,0.359477,0.038793,153.0,India,Maharashtra,IND,IND,IND.20_1,20201113
0.283409,0.042829,0.341615,0.037376,161.0,India,Maharashtra,IND,IND,IND.20_1,20201114
0.387827,0.043091,0.424242,0.038476,165.0,India,Maharashtra,IND,IND,IND.20_1,20201115
0.350663,0.041643,0.358974,0.034352,195.0,India,Maharashtra,IND,IND,IND.20_1,20201116
0.295547,0.036071,0.348018,0.031616,227.0,India,Maharashtra,IND,IND,IND.20_1,20201117
0.312391,0.031825,0.314985,0.025687,327.0,India,Maharashtra,IND,IND,IND.20_1,20201118
0.283428,0.029237,0.315341,0.024766,352.0,India,Maharashtra,IND,IND,IND.20_1,20201119
0.344489,0.032367,0.357349,0.025726,347.0,India,Maharashtra,IND,IND,IND.20_1,20201120
0.294676,0.028561,0.336,0.024391,375.0,India,Maharashtra,IND,IND,IND.20_1,20201121
0.342162,0.030959,0.360963,0.024835,374.0,India,Maharashtra,IND,IND,IND.20_1,20201122
0.257011,0.02598,0.307125,0.022866,407.0,India,Maharashtra,IND,IND,IND.20_1,20201123
0.249662,0.026587,0.269406,0.021198,438.0,India,Maharashtra,IND,IND,IND.20_1,20201124
0.208289,0.023713,0.288889,0.022522,405.0,India,Maharashtra,IND,IND,IND.20_1,20201125
0.228615,0.025903,0.259887,0.02331,354.0,India,Maharashtra,IND,IND,IND.20_1,20201126
0.264617,0.027984,0.271739,0.02319,368.0,India,Maharashtra,IND,IND,IND.20_1,20201127
0.293939,0.029156,0.329377,0.025602,337.0,India,Maharashtra,IND,IND,IND.20_1,20201128
0.313717,0.029526,0.330383,0.025546,339.0,India,Maharashtra,IND,IND,IND.20_1,20201129
0.300271,0.030133,0.342776,0.025262,353.0,India,Maharashtra,IND,IND,IND.20_1,20201130
0.277875,0.031415,0.271293,0.024973,317.0,India,Maharashtra,IND,IND,IND.20_1,20201201
0.259468,0.029201,0.28655,0.024449,342.0,India,Maharashtra,IND,IND,IND.20_1,20201202
0.228798,0.027686,0.257396,0.023781,338.0,India,Maharashtra,IND,IND,IND.20_1,20201203
0.264296,0.032538,0.286245,0.027559,269.0,India,Maharashtra,IND,IND,IND.20_1,20201204
0.277329,0.031346,0.288462,0.025649,312.0,India,Maharashtra,IND,IND,IND.20_1,20201205
0.295343,0.031431,0.298701,0.026079,308.0,India,Maharashtra,IND,IND,IND.20_1,20201206
0.300281,0.031076,0.294671,0.025525,319.0,India,Maharashtra,IND,IND,IND.20_1,20201207
0.303797,0.032447,0.302158,0.027541,278.0,India,Maharashtra,IND,IND,IND.20_1,20201208
0.250271,0.031772,0.244094,0.026952,254.0,India,Maharashtra,IND,IND,IND.20_1,20201209
0.337365,0.035485,0.359504,0.030846,242.0,India,Maharashtra,IND,IND,IND.20_1,20201210
0.218219,0.029646,0.245675,0.025323,289.0,India,Maharashtra,IND,IND,IND.20_1,20201211
0.242849,0.029011,0.25817,0.025018,306.0,India,Maharashtra,IND,IND,IND.20_1,20201212
0.304605,0.032116,0.375,0.030258,256.0,India,Maharashtra,IND,IND,IND.20_1,20201213
0.252017,0.025489,0.304709,0.024225,361.0,India,Maharashtra,IND,IND,IND.20_1,20201214
0.274703,0.027176,0.28836,0.0233,378.0,India,Maharashtra,IND,IND,IND.20_1,20201215
0.319115,0.030621,0.336257,0.025546,342.0,India,Maharashtra,IND,IND,IND.20_1,20201216
0.283566,0.029059,0.311321,0.025966,318.0,India,Maharashtra,IND,IND,IND.20_1,20201217
0.255971,0.026701,0.300912,0.025286,329.0,India,Maharashtra,IND,IND,IND.20_1,20201218
0.268401,0.031978,0.274074,0.027146,270.0,India,Maharashtra,IND,IND,IND.20_1,20201219
0.289264,0.029261,0.321767,0.026238,317.0,India,Maharashtra,IND,IND,IND.20_1,20201220
0.340814,0.034609,0.345196,0.028362,281.0,India,Maharashtra,IND,IND,IND.20_1,20201221
0.344461,0.034388,0.34589,0.027836,292.0,India,Maharashtra,IND,IND,IND.20_1,20201222
0.32275,0.031646,0.333333,0.027778,288.0,India,Maharashtra,IND,IND,IND.20_1,20201223
0.322227,0.033169,0.340741,0.028844,270.0,India,Maharashtra,IND,IND,IND.20_1,20201224
0.291904,0.032567,0.313869,0.028035,274.0,India,Maharashtra,IND,IND,IND.20_1,20201225
0.304977,0.03256,0.335968,0.029695,253.0,India,Maharashtra,IND,IND,IND.20_1,20201226
0.314717,0.030979,0.35906,0.02779,298.0,India,Maharashtra,IND,IND,IND.20_1,20201227
0.29313,0.033515,0.325397,0.029514,252.0,India,Maharashtra,IND,IND,IND.20_1,20201228
0.316003,0.032667,0.35034,0.027824,294.0,India,Maharashtra,IND,IND,IND.20_1,20201229
0.298154,0.032791,0.310469,0.0278,277.0,India,Maharashtra,IND,IND,IND.20_1,20201230
0.285154,0.034923,0.303571,0.030722,224.0,India,Maharashtra,IND,IND,IND.20_1,20201231
0.325542,0.037729,0.366071,0.032187,224.0,India,Maharashtra,IND,IND,IND.20_1,20210101
0.383185,0.035156,0.382239,0.030195,259.0,India,Maharashtra,IND,IND,IND.20_1,20210102
0.322568,0.032595,0.362712,0.027992,295.0,India,Maharashtra,IND,IND,IND.20_1,20210103
0.337408,0.035447,0.337398,0.030146,246.0,India,Maharashtra,IND,IND,IND.20_1,20210104
0.351827,0.036235,0.350211,0.030987,237.0,India,Maharashtra,IND,IND,IND.20_1,20210105
0.313059,0.036121,0.318584,0.030993,226.0,India,Maharashtra,IND,IND,IND.20_1,20210106
0.27181,0.035317,0.302083,0.033137,192.0,India,Maharashtra,IND,IND,IND.20_1,20210107
0.285145,0.038985,0.304348,0.036263,161.0,India,Maharashtra,IND,IND,IND.20_1,20210108
0.377263,0.039682,0.4,0.036515,180.0,India,Maharashtra,IND,IND,IND.20_1,20210109
0.342719,0.039009,0.355191,0.035377,183.0,India,Maharashtra,IND,IND,IND.20_1,20210110
0.367491,0.040989,0.350282,0.035858,177.0,India,Maharashtra,IND,IND,IND.20_1,20210111
0.332454,0.039121,0.350282,0.035858,177.0,India,Maharashtra,IND,IND,IND.20_1,20210112
0.339991,0.040046,0.342246,0.034696,187.0,India,Maharashtra,IND,IND,IND.20_1,20210113
0.293201,0.042051,0.290541,0.03732,148.0,India,Maharashtra,IND,IND,IND.20_1,20210114
0.331668,0.041687,0.3375,0.037383,160.0,India,Maharashtra,IND,IND,IND.20_1,20210115
0.328792,0.037745,0.347368,0.034542,190.0,India,Maharashtra,IND,IND,IND.20_1,20210116
0.427757,0.043355,0.414201,0.037891,169.0,India,Maharashtra,IND,IND,IND.20_1,20210117
0.342127,0.041485,0.353659,0.037334,164.0,India,Maharashtra,IND,IND,IND.20_1,20210118
0.355466,0.042015,0.378882,0.038232,161.0,India,Maharashtra,IND,IND,IND.20_1,20210119
0.325113,0.039369,0.335329,0.036533,167.0,India,Maharashtra,IND,IND,IND.20_1,20210120
0.43833,0.047415,0.444444,0.041409,144.0,India,Maharashtra,IND,IND,IND.20_1,20210121
0.283986,0.044376,0.328063,0.029518,253.0,India,Maharashtra,IND,IND,IND.20_1,20210122
0.356053,0.05643,0.353712,0.031595,229.0,India,Maharashtra,IND,IND,IND.20_1,20210123
0.243083,0.048365,0.330508,0.03062,236.0,India,Maharashtra,IND,IND,IND.20_1,20210124
0.298289,0.054203,0.333333,0.030621,237.0,India,Maharashtra,IND,IND,IND.20_1,20210125
0.316332,0.053871,0.313208,0.028491,265.0,India,Maharashtra,IND,IND,IND.20_1,20210126
0.256947,0.048629,0.318777,0.030794,229.0,India,Maharashtra,IND,IND,IND.20_1,20210127
0.277527,0.04839,0.33195,0.030334,241.0,India,Maharashtra,IND,IND,IND.20_1,20210128
0.318376,0.057364,0.355932,0.035988,177.0,India,Maharashtra,IND,IND,IND.20_1,20210129
0.28589,0.046389,0.37037,0.032857,216.0,India,Maharashtra,IND,IND,IND.20_1,20210130
0.428098,0.061792,0.415459,0.034252,207.0,India,Maharashtra,IND,IND,IND.20_1,20210131
0.288204,0.056593,0.383459,0.042161,133.0,India,Maharashtra,IND,IND,IND.20_1,20210201
0.269146,0.072394,0.307692,0.038596,143.0,India,Maharashtra,IND,IND,IND.20_1,20210202
0.297129,0.050993,0.317073,0.029669,246.0,India,Maharashtra,IND,IND,IND.20_1,20210203
0.27549,0.047074,0.311966,0.030287,234.0,India,Maharashtra,IND,IND,IND.20_1,20210204
0.332795,0.056388,0.330049,0.033004,203.0,India,Maharashtra,IND,IND,IND.20_1,20210205
0.268447,0.043049,0.349515,0.033221,206.0,India,Maharashtra,IND,IND,IND.20_1,20210206
0.312586,0.060645,0.322751,0.034008,189.0,India,Maharashtra,IND,IND,IND.20_1,20210207
0.30606,0.044161,0.383178,0.033233,214.0,India,Maharashtra,IND,IND,IND.20_1,20210208
0.239494,0.050211,0.308458,0.032577,201.0,India,Maharashtra,IND,IND,IND.20_1,20210209
0.275965,0.051121,0.32973,0.034564,185.0,India,Maharashtra,IND,IND,IND.20_1,20210210
0.287778,0.059811,0.315789,0.033722,190.0,India,Maharashtra,IND,IND,IND.20_1,20210211
0.278239,0.042854,0.354717,0.02939,265.0,India,Maharashtra,IND,IND,IND.20_1,20210212
0.334345,0.051069,0.372,0.030569,250.0,India,Maharashtra,IND,IND,IND.20_1,20210213
0.35215,0.05658,0.362832,0.031983,226.0,India,Maharashtra,IND,IND,IND.20_1,20210214
0.252468,0.046052,0.326613,0.02978,248.0,India,Maharashtra,IND,IND,IND.20_1,20210215
0.286482,0.047918,0.287273,0.027286,275.0,India,Maharashtra,IND,IND,IND.20_1,20210216
0.216307,0.041374,0.261993,0.026711,271.0,India,Maharashtra,IND,IND,IND.20_1,20210217
0.19862,0.038265,0.284091,0.027756,264.0,India,Maharashtra,IND,IND,IND.20_1,20210218
0.225849,0.03526,0.301255,0.029678,239.0,India,Maharashtra,IND,IND,IND.20_1,20210219
0.277273,0.046803,0.301205,0.029074,249.0,India,Maharashtra,IND,IND,IND.20_1,20210220
0.225732,0.0334,0.311787,0.028564,263.0,India,Maharashtra,IND,IND,IND.20_1,20210221
0.163247,0.032779,0.248322,0.025027,298.0,India,Maharashtra,IND,IND,IND.20_1,20210222
0.228291,0.036425,0.293333,0.026286,300.0,India,Maharashtra,IND,IND,IND.20_1,20210223
0.266949,0.038524,0.328622,0.027921,283.0,India,Maharashtra,IND,IND,IND.20_1,20210224
0.294473,0.053414,0.303371,0.028134,267.0,India,Maharashtra,IND,IND,IND.20_1,20210225
0.242864,0.044471,0.339552,0.028927,268.0,India,Maharashtra,IND,IND,IND.20_1,20210226
0.320295,0.050174,0.350365,0.028822,274.0,India,Maharashtra,IND,IND,IND.20_1,20210227
0.221326,0.043397,0.283019,0.027672,265.0,India,Maharashtra,IND,IND,IND.20_1,20210228
0.426277,0.060689,0.370213,0.031498,235.0,India,Maharashtra,IND,IND,IND.20_1,20210301
0.271572,0.054303,0.298701,0.030114,231.0,India,Maharashtra,IND,IND,IND.20_1,20210302
