county,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28
SC-Charleston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,4,5,6,9,13,31,36,52,52,92,108,117,123,142,190,231,247,274,274,300,305,305,313,328,331,339,351,353,360,383,385,385,390,391,391,406,412,416,424,436,436,438,441,444,452,456,457,464,464,464,467,481,482,482,491,497,497,497,501,506,507,509,515,515,523,540,550,558,561,568,576,578,586,609,617,634,646,646,646,709,709,776,811,835,869,910,959,1015,1092,1165,1230,1264,1403,1554,1728,1836,2044,2251,2417,2629,2861,3142,3381,3654,4027,4289,4615,5033,5376,5651,5979,6073,6337,6699,6961,7272,7555,7835,8250,8466,8677,8971,9098,9437,9623,9785,9968,10134,10355,10503,10625,10740,10920,11125,11260,11345,11471,11594,11714,11814,11926,12019,12118,12213,12324,12377,12454,12555,12631,12726,12821,12879,12911,12956,13062,13111,13156,13257,13320,13405,13440,13478,13503,13679,13897,14000,14053,14105,14151,14232,14325,14391,14440,14485,14509,14529,14550,14661,14699,15124,15167,15191,15230,15332,15378,15455,15489,15500,15560,15613,15682,15728,15780,15817,15865,15888,15888,15899,15932,16003,16026,16046,16076,16100,16141,16178,16232,16273,16302,16340,16392,16448,16498,16576,16628,16663,16707,16770,16859,16912,16982,17045,17075,17134,17181,17259,17313,17384,17480,17529,17596,17655,17712,17775,17876,17953,18002,18065,18158,18230,18352,18457,18571,18636,18717,18867,18954,19075,19178,19235,19327,19444,19591,19591,19803,19863,19927,19992,20052,20130,20312,20459,20667,20783,20918,21009,21102,21236,21356,21541,21696,21783,21889,22009,22157,22360,22518,22616,22723,22807,22937,23028,23028,23221,23511,23598
SC-Greenville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,12,17,19,31,39,50,50,51,57,71,88,106,129,154,174,183,186,204,214,214,254,308,325,339,346,373,400,436,447,486,492,498,498,536,558,558,564,609,649,661,689,722,730,749,757,788,796,803,835,869,912,933,946,971,981,996,1021,1058,1095,1116,1145,1155,1180,1200,1231,1286,1300,1344,1364,1382,1461,1469,1619,1690,1755,1806,1862,1939,2019,2076,2175,2222,2371,2492,2624,2779,2920,3011,3072,3143,3306,3413,3536,3670,3768,3822,4072,4198,4391,4546,4741,4895,5009,5118,5371,5497,5696,5864,6019,6068,6235,6443,6653,6929,7145,7261,7464,7633,7856,8026,8215,8408,8583,8728,8832,8965,9135,9266,9361,9481,9625,9737,9876,10034,10139,10211,10306,10442,10495,10635,10745,10819,10916,11001,11028,11056,11109,11186,11238,11252,11277,11327,11350,11388,11482,11523,11574,11620,11804,11835,11851,11962,12038,12089,12137,12175,12212,12328,12447,12524,12589,12650,12692,12721,12727,13016,13115,13231,13328,13398,13449,13558,13634,13710,13751,13786,13859,13957,14076,14203,14318,14356,14423,14537,14550,14577,14684,14871,14958,15027,15089,15136,15245,15395,15505,15605,15693,15780,15846,15994,16184,16289,16384,16469,16560,16659,16799,16938,17009,17206,17349,17482,17606,17739,17894,18021,18207,18345,18437,18601,18664,18823,19122,19243,19350,19550,19727,19988,20236,20524,20759,20953,21125,21343,21590,21843,22166,22339,22537,22780,22950,22950,23236,23609,23785,23973,24219,24523,24728,25160,25617,25990,26358,26730,27081,27396,27935,28453,28956,29370,29816,30156,30474,31117,31676,32207,32546,32846,33600,33935,33935,34541,35719,35987
SD-Minnehaha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,5,5,5,5,5,5,5,5,13,16,18,21,25,28,31,40,54,68,81,104,140,165,228,274,352,438,527,654,768,934,1065,1157,1276,1362,1405,1469,1555,1636,1707,1796,1854,1880,1939,1984,2038,2089,2123,2142,2170,2195,2231,2332,2535,2767,2867,2952,2978,3017,3050,3101,3119,3135,3150,3165,3182,3182,3211,3248,3260,3274,3289,3300,3317,3330,3345,3349,3355,3362,3377,3385,3387,3397,3407,3409,3418,3430,3444,3458,3467,3479,3485,3488,3499,3513,3526,3526,3526,3534,3537,3550,3560,3577,3586,3598,3600,3610,3627,3638,3655,3659,3663,3667,3685,3706,3723,3738,3751,3756,3760,3778,3796,3802,3822,3846,3854,3869,3889,3907,3920,3941,3983,4018,4036,4058,4118,4133,4150,4189,4223,4233,4258,4285,4329,4349,4376,4422,4437,4457,4498,4521,4561,4584,4629,4655,4682,4727,4757,4819,4875,4896,4924,4938,4954,5028,5079,5178,5235,5267,5340,5389,5457,5496,5548,5578,5601,5625,5653,5689,5772,5839,5874,5898,5938,5992,6033,6105,6170,6216,6231,6293,6383,6453,6508,6580,6650,6691,6732,6816,6931,7011,7109,7199,7219,7274,7413,7550,7708,7847,7986,8036,8189,8397,8531,8712,8892,9012,9163,9291,9437,9701,9969,10204,10411,10492,10997,11281,11495,11904,12325,12667,12758,12985,13186,13462,13821,14116,14434,14765,15059,15366,15840,16305,16770,17017,17222,17452,17751,18013,18247,18533,18739,18938,19186,19493,19493,20045,20247,20454,20520,20652,20947,21173,21369,21579,21771,21902,22081,22291,22451,22743,22930,23112,23188,23269,23455,23618,23759,23900,23980,24064,24154,24263,24377,24377,24483,24605,24663
TN-Davidson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,6,10,14,14,25,42,58,75,101,140,167,167,253,257,293,312,376,394,443,541,673,785,785,785,801,819,888,946,1004,1048,1111,1349,1349,1349,1349,1349,1349,1465,1638,1675,1719,1719,1934,2011,2136,2236,2338,2383,2454,2612,2652,2773,2904,2999,3033,3128,3157,3300,3358,3401,3465,3580,3623,3745,3795,3872,3893,4066,4174,4174,4292,4396,4465,4518,4632,4716,4826,4894,4968,5040,5040,5040,5323,5429,5516,5638,5742,5801,5947,6125,6190,6290,6379,6435,6682,6818,7016,7082,7253,7502,7571,7668,7716,7867,8062,8258,8547,8675,8675,9016,9237,9769,10125,10450,10726,11089,11205,11599,12234,12549,12935,13162,13309,13976,14205,14550,14982,15342,15711,16044,16223,16545,16695,16956,17180,17493,17836,18136,18377,18545,18676,18978,19176,19320,19400,19563,19812,20001,20185,20383,20620,20722,20865,21044,21280,21528,21677,21893,22005,22190,22326,22461,22617,22656,22766,22816,22907,23056,23181,23321,23399,23430,23474,23622,23703,23778,23830,24001,24242,24372,24418,24513,24904,25056,25097,25184,25345,25440,25578,25652,25798,25840,25972,26017,26087,26194,26252,26381,26474,26630,26685,26797,26874,26940,26959,27029,27185,27360,27518,27636,27765,27964,28120,28294,28507,28629,28717,28895,28933,29185,29425,29801,29914,30155,30302,30982,31206,31748,31975,32175,32483,32679,32908,33037,33119,33402,33627,34006,34201,34332,34875,35139,35655,35938,36414,36757,37015,37364,37842,38583,38719,39122,39405,39770,40119,40436,40820,40834,40984,41460,42057,42703,42880,43546,43915,44374,44813,45276,45733,45923,46491,46929,47595,48146,48599,49076,50108,50898,51549,52439,53221,53933,53933,55293,56159,56534,57330,57833,57833,58897,59048,59345
TN-Shelby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,4,10,10,42,66,93,135,170,198,223,275,362,396,428,496,638,640,689,736,766,835,912,1006,1083,1147,1215,1331,1359,1359,1508,1508,1682,1778,1839,1873,1873,1953,2001,2086,2296,2327,2376,2432,2507,2599,2672,2815,2878,2901,3010,3066,3108,3189,3260,3372,3429,3475,3542,3595,3681,3726,3846,3936,3936,4033,4127,4225,4336,4451,4516,4615,4718,4823,4943,4943,4943,5313,5428,5546,5669,5812,5860,6005,6125,6204,6365,6451,6537,6773,6954,7104,7183,7290,7623,7737,7916,8064,8268,8490,8643,8988,9139,9139,9671,10028,10344,10765,11145,11560,11793,11936,12176,12549,12842,13113,13423,13594,14163,14447,14891,15324,15632,16224,16468,16702,16904,16966,17278,17693,17944,18331,18654,19245,19522,20082,20586,21021,21296,21492,21728,21924,22212,22635,22916,23238,23485,23625,23785,23943,24251,24440,24692,24798,24905,25096,25210,25427,25527,25858,25976,26086,26334,26504,26649,26839,26976,27120,27173,27264,27410,27474,27631,27786,27947,28011,28117,28404,28499,28626,28709,28963,29100,29392,29521,29702,29800,30062,30155,30244,30397,30460,30613,30755,30953,31034,31097,31202,31321,31389,31482,31600,31840,32016,32138,32280,32447,32530,32722,33056,33167,33288,33443,33507,33754,33996,34370,34523,34739,34892,35564,35753,36376,36685,36855,37111,37335,37618,37715,37762,38288,38333,38623,38875,38932,39328,39852,40577,40733,41003,41280,41571,42005,42660,43478,43700,44102,44374,44615,45045,45436,45771,45850,46176,46549,47088,47682,47963,48561,49077,49412,49731,50255,50688,51030,51550,52068,52722,52963,53864,54465,55456,56311,56987,58127,58757,59370,59370,60630,61444,61791,62386,62981,62981,64356,64653,65005
TX-Bexar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,11,29,29,39,46,57,69,69,84,113,125,140,157,168,207,229,254,342,384,410,456,503,554,615,665,723,772,794,815,890,918,959,992,1015,1029,1080,1167,1334,1334,1334,1334,1334,1334,1374,1374,1477,1585,1585,1652,1677,1761,1805,1805,1835,1901,1901,1942,1976,1976,2120,2120,2120,2278,2278,2322,2371,2392,2418,2418,2449,2449,2583,2583,2636,2825,2830,2839,2882,2882,3018,3143,3143,3311,3333,3513,3648,3840,4012,4242,4393,4437,4876,5142,5550,5962,6344,6882,7156,7467,7814,8452,8857,10147,10797,10797,12504,12504,12878,14212,14553,15102,15880,16725,17679,18602,18602,19648,20213,21067,21067,27047,27525,28633,30835,31316,31316,33555,34663,34932,35690,35690,36438,36438,38930,40253,40803,40803,41082,41138,41274,41614,41939,42299,42531,42783,42959,43164,43455,43673,43823,43993,44052,44122,44265,44456,44642,44814,44814,45255,45364,45488,45622,45811,46083,46291,46401,46441,46663,46913,47070,47184,47315,47543,47543,47736,47887,47956,48074,48198,49915,50016,50131,50284,50425,50587,50760,53341,53443,56339,56339,56339,56339,56339,57145,57208,57677,57832,57936,58039,58184,58678,58746,58746,59153,59323,59514,59594,59684,59730,59902,60034,60258,60442,60629,63328,63426,63594,63807,64014,64261,64476,64616,64767,64941,65222,65423,65600,65873,66064,66231,66529,66714,66909,67127,67365,67627,68044,68376,68376,69014,69404,69404,70042,70236,70528,70894,71377,72313,72805,73882,74591,75718,76750,76750,76750,78411,80057,81174,81626,82125,83885,85201,85895,86986,88196,89490,90220,91394,92484,93476,94182,94781,96140,97536,99142,100078,100822,102164,103447,105164,106793,106793,106793,106793,112218,112261
TX-Cameron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,6,6,6,7,10,13,13,20,20,26,26,37,55,62,77,87,101,108,118,147,159,195,195,216,239,254,270,279,298,298,310,321,333,344,354,366,366,376,387,401,412,421,432,432,443,454,469,483,494,512,512,527,544,569,582,619,619,619,635,649,664,664,698,698,698,698,711,731,743,754,764,764,776,799,820,841,863,892,892,919,951,990,1031,1081,1138,1138,1178,1236,1301,1371,1454,1546,1546,1647,1758,1881,1972,2085,2183,2183,2296,2399,2510,2611,2692,2779,2779,2880,2997,3246,3246,3496,3854,3854,4175,4590,4905,5240,5565,5891,5891,6213,6520,6854,7162,7846,7846,7846,8201,8777,9424,10155,10971,10971,13516,14781,15564,15865,15865,16290,16290,16590,16906,17069,17316,17618,17816,17816,18005,18170,18338,18559,18874,19001,19225,19225,19862,20335,20739,20739,20853,20853,20959,21048,21211,21342,21460,21563,21563,21563,21654,21802,21883,21943,21983,21983,21983,22152,22222,22276,22339,22405,22405,22405,22499,22544,22586,22633,22698,22698,22698,22781,22825,22876,22917,22946,22946,22946,23029,23084,23127,23147,23312,23312,23312,23492,23559,23612,23662,23662,23709,23709,23818,23871,23906,23937,23976,23976,23976,24085,24150,24180,24221,24280,24280,24280,24380,24423,24478,24561,24598,24598,24598,24747,24825,24895,24895,24992,24992,24992,25159,25234,25308,25396,25507,25507,25507,25701,25701,25855,25855,25855,25855,25885,26151,26290,26342,26466,26575,26575,26575,26836,26937,27021,27178,27291,27291,27291,27585,27742,27926,28113,28252,28252,28252,28613,28613,28740,28875,28875,28875,28875
TX-Dallas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,9,11,19,28,39,59,74,95,131,155,169,247,303,367,439,488,549,631,731,831,921,1105,1112,1155,1261,1324,1432,1537,1644,1723,1788,1877,1986,2066,2190,2324,2428,2512,2602,2683,2763,2834,2909,3014,3105,3240,3352,3531,3718,3899,4133,4370,4623,4869,5120,5369,5619,5870,6123,6359,6602,6837,7036,7250,7455,7679,7904,8090,8273,8477,8649,8827,8998,9188,9385,9587,9787,10006,10234,10462,10719,10958,11243,11541,11830,12093,12347,12645,12945,13257,13585,13930,14232,14537,14843,15256,15648,16042,16437,16845,17299,17744,18135,18538,19034,19595,20165,20737,21338,21882,22590,23675,24778,25840,27054,28131,29160,30361,31525,32626,33800,34914,35914,36969,36969,39191,40222,40222,42292,43026,43439,44087,44087,46013,46813,47239,48028,48732,49269,51299,51995,52576,53024,53809,54317,54731,55320,55903,56876,57497,57825,58147,58897,59818,60582,65943,67797,68591,68994,69343,70060,70062,71478,71662,71826,72627,72665,72934,73685,73705,74576,75268,75635,75636,76081,76499,76858,76884,77326,77734,77948,78291,78511,78645,79263,79474,79786,80244,80736,80917,81752,82079,82080,82600,83304,83306,84527,85099,85410,86213,86500,86500,86704,87269,87550,88667,88954,89420,89698,90175,90699,90714,90714,91149,92259,92848,92866,93975,94567,94949,94987,96048,96132,96562,97225,97973,99174,99352,100395,101051,101213,102642,103392,104909,105628,106494,107362,108631,109507,110355,111603,113004,114308,115116,115883,117426,118884,120715,121360,122307,124167,126141,128324,130186,130727,132443,133811,133811,133811,134793,137096,138798,139977,141617,143739,144645,146320,148172,148172,150940,152288,154376,156225,158336,160146,161845,163792,166230,167612,169860,171583,172726,174540,176906,179418,179418,179418,180806,186880,188123
TX-El Paso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,6,6,7,7,9,10,16,28,28,38,42,42,53,57,75,85,103,113,132,132,153,192,225,252,269,292,300,346,393,451,482,505,531,540,587,674,706,706,780,802,829,857,887,924,961,986,998,1029,1080,1119,1190,1276,1322,1340,1348,1413,1456,1607,1655,1726,1772,1852,1930,2046,2046,2265,2340,2376,2393,2461,2569,2569,2704,2764,2794,2833,2872,3069,3213,3298,3376,3376,3512,3582,3650,3650,3794,3834,3911,3948,3999,4088,4178,4340,4488,4553,4677,4809,4984,5217,5330,5614,5745,5928,6124,6389,6665,6953,6953,7461,7642,8035,8385,8746,9099,9510,9716,9953,10298,10638,10843,11132,11573,11769,12041,12297,12501,12750,12971,13240,13240,13552,13807,13939,14276,14410,14410,14914,15142,15427,15596,15908,16040,16308,16396,16936,17210,17378,17632,18079,18350,18486,18682,18914,19057,19177,19316,19396,19554,19622,19753,19925,20072,20217,20350,20460,20539,20611,20686,20686,20850,20939,21093,21187,21259,21259,21335,21559,21621,21731,21826,21826,22078,22179,22329,22476,22652,22821,22821,23207,23388,23604,23784,23905,24170,24446,24666,24999,25206,25569,25793,26030,26432,26969,27394,27953,28499,28499,29384,29887,29887,31478,32060,32758,33326,34035,34760,34760,36025,38554,39326,40887,42332,43425,45039,47052,48885,50114,51536,52817,56355,58429,59852,61104,63161,64158,65651,67484,68804,70575,72238,73340,74973,76075,77186,77977,79162,80291,81179,81511,82809,83451,83993,84683,85318,85696,86172,86752,87799,88491,89100,89540,89762,90222,90748,91150,91468,91868,92584,92810,93223,93455,93859,94240,94530,94918,95177,95544,95758,96078,96428,96722,97053,97178,97409
TX-Fort Bend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,6,6,6,6,9,9,9,9,9,12,19,24,29,29,29,46,46,86,101,101,119,119,163,163,194,221,255,268,318,318,417,437,485,518,536,543,543,627,627,656,755,755,783,808,808,889,889,905,919,952,957,973,1018,1052,1079,1133,1183,1187,1245,1287,1332,1357,1370,1385,1404,1404,1452,1471,1510,1558,1559,1559,1621,1652,1652,1676,1685,1685,1732,1732,1766,1766,1832,1861,1881,1881,1916,1951,2032,2117,2117,2117,2138,2225,2299,2320,2358,2385,2385,2402,2496,2667,2726,2882,2951,3069,3132,3176,3267,3397,3645,3716,3716,3722,3782,3868,3999,4120,4120,4120,4286,4346,4413,4524,4617,4758,4799,5015,5211,5284,5371,5689,5979,5995,5995,6239,6352,6460,6530,6530,6679,6772,6852,6960,7082,7082,7082,7191,7287,8559,8878,9151,9533,9533,10021,10335,10487,10823,11369,12228,12228,12623,13034,13605,13688,13794,14034,14034,14640,14645,14761,14761,14845,14933,14933,14957,14983,15036,15081,15100,15144,15144,15144,15158,15249,15331,15352,15423,15423,15471,15499,15625,15678,15734,15789,15789,15814,15908,16049,16102,16167,16207,16207,16295,16387,16472,16494,16572,16603,16603,16620,16642,16703,16712,16797,16880,16880,16912,16966,17019,17038,17062,17126,17126,17157,17238,17351,17362,17392,17392,17392,17486,17556,17585,17634,17672,17735,18416,18416,18461,18518,18614,18802,18903,18948,18948,18948,19149,19149,19310,19600,19670,19811,19865,20043,20142,20336,20464,20593,20593,20821,21328,21588,21588,21588,22165,22165,22319,22501,23353,23955,25240,26876,26876,27533,28006,29240,29461,29594,29844,29844,30042,30201,30938,31382,31846,31946,31946,32082,33399,33985,33985,33985,33985,33985
TX-Harris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,5,6,6,7,9,9,11,11,13,16,23,30,55,68,74,78,134,185,203,229,445,526,563,680,847,955,1106,1284,1395,1809,2146,2341,3047,3261,3561,3629,3744,3907,4097,4306,4460,4653,4823,4977,5143,5211,5330,5482,5482,5628,5628,5827,6161,6356,6551,6708,6838,6967,7128,7244,7377,7594,7803,7878,8176,8416,8621,8817,9050,9126,9465,9635,9859,10095,10283,10526,10770,10921,10995,11281,11542,11770,12009,12220,12276,12664,13027,13268,13603,13940,14423,14586,14918,15238,15552,15864,16188,16568,16778,17282,17707,18157,18552,19739,20874,21053,23047,24421,25786,27016,28254,29162,29276,30729,31422,32859,34108,35316,35913,36597,37776,39311,40012,40918,41999,43939,45368,47369,49027,50362,51959,53535,54782,55743,57071,58457,59901,61411,62612,64108,65344,66190,67655,69123,70847,72961,74881,76639,78100,79536,80914,81919,83183,84600,85757,86563,87505,88494,89425,90574,91698,92253,92944,93872,94676,95631,96658,97745,98506,99290,100171,101077,101670,103088,104649,105757,106595,107490,108085,108819,109834,110762,111525,111525,112039,112762,113504,114761,115149,116172,117568,120336,120771,121628,122445,123264,123817,137946,138473,139017,139681,140532,140868,141353,141707,142315,142681,143530,146234,147298,147808,148235,148769,149394,149771,150176,150626,151161,151463,151880,152623,152977,153571,153955,154367,154765,155192,156035,156742,157392,158379,158758,159272,159617,160532,160984,160984,161613,162306,163287,163845,164445,165252,165967,166545,167331,167956,168746,170835,171916,172763,173436,174493,175414,175959,177466,178811,179911,181361,182192,183252,185304,187163,187759,187867,187932,190631,191513,192127,193089,194899,195558,196658,198961,199597,200397,201496,202861,204850,205928,207406,208737,210362,212686,214180,215779,217086,219265,221860,222931,224245,225102,225365,225443,231707,233330
TX-Hidalgo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,7,9,11,18,27,28,38,46,62,79,86,86,99,113,128,139,146,181,190,190,198,217,225,235,242,255,261,268,275,281,290,299,303,308,310,315,324,334,339,340,341,353,353,359,368,377,387,389,394,403,409,417,425,425,440,448,457,467,472,482,482,497,504,516,537,548,560,560,575,584,610,634,679,679,701,733,759,804,842,912,967,967,1050,1112,1255,1347,1447,1556,1556,1689,1882,2130,2503,2713,2892,2892,3294,3542,3982,4252,4520,4798,4798,5345,5447,5782,7334,7334,7334,7727,8040,8040,8593,9244,10492,10943,12263,12787,12787,13126,13776,14589,15153,15153,15749,15759,16088,16375,17006,17006,17006,17353,17751,18699,19103,19534,19534,19741,20148,20431,20767,20767,21806,21806,22013,22013,22826,23116,23513,23993,23993,24494,25169,25951,26606,27077,27252,27252,27408,27538,27669,27908,28178,28369,28369,28591,28732,28893,29082,29082,29335,29335,29446,29519,29721,30046,30375,30577,30577,30577,30743,30998,31162,31371,31562,31562,31562,31677,31835,31984,32198,32406,32406,32406,32630,32813,33018,33148,33352,33352,33352,33495,33614,33788,34034,34179,34179,34179,34179,34343,34343,34343,34970,34970,34970,35100,35281,35485,35662,35785,35785,35785,35945,36147,36277,36493,36686,36686,36686,36884,37031,37214,37214,37413,37413,37413,37580,38006,38687,39366,40085,40085,40085,40085,41469,42232,42232,42844,42844,42844,43020,43546,44153,44879,45387,45387,45387,45387,45773,46449,46449,47109,47109,47109,47562,48009,48386,48386,48386,48386,48386,48715,49008,49348,49728,49728,49728,49728,50032
