county,NAICS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
LA-Jefferson,7139,1909,2985,3084,2858,3018,2830,2871,1905,2831,2745,2823,2855,2696,1915,1332,1680,1401,1362,1272,1064,631,730,1045,746,633,912,895,692,541,839,822
LA-Jefferson,7131,10,30,27,25,46,34,39,18,26,41,43,36,33,27,20,39,22,30,21,17,13,9,18,14,15,21,13,11,18,24,9
LA-Jefferson,8131,1928,1020,1004,1043,1020,1116,1230,1804,1002,997,1082,1105,1139,849,1271,738,701,692,682,599,515,582,566,428,439,505,587,567,510,616,503
LA-Jefferson,8121,250,349,354,347,377,432,346,201,307,328,328,394,474,333,218,283,300,272,276,212,168,171,202,155,150,185,161,166,149,201,203
CA-Riverside,7211,3251,2874,2855,2647,2927,3526,3949,2994,2601,2164,2044,2190,2456,2770,2025,1740,1444,1268,1137,987,849,945,1079,726,787,988,934,801,702,986,874
CA-Riverside,7224,1440,1485,1469,1556,1625,2074,1876,1567,1321,1330,1401,1299,1594,1434,926,941,836,644,566,461,230,283,533,456,281,507,529,361,310,505,482
CA-Riverside,7225,46805,42478,44556,43995,46809,54768,52781,44148,40437,39469,41669,38522,49143,41262,33337,30901,26765,22988,21544,16638,10645,16419,18103,14523,9755,18800,21027,19353,15770,18474,19083
CA-Riverside,7139,11621,15859,16708,16175,16630,17273,15553,12348,15766,13912,14813,12779,13584,11294,9222,9888,8352,6685,6545,5134,3732,4464,5556,4044,3517,5327,4965,4266,3757,5189,4745
CA-Riverside,7131,897,789,777,846,851,848,1058,734,730,545,716,532,591,484,402,385,313,206,239,164,123,204,222,140,106,168,172,168,161,196,201
CA-Riverside,8131,6295,2743,3354,3385,2892,2847,2479,5309,2482,2617,3311,2441,2224,1401,2509,1079,1049,1003,853,730,533,732,799,562,692,758,672,707,751,812,674
CA-Riverside,8121,1016,1398,1560,1482,1596,1635,1304,986,1266,1257,1389,1326,1582,1370,907,1191,1160,1021,930,674,427,579,785,517,427,697,698,591,512,763,622
FL-Broward,7211,6235,5671,5547,5660,6133,6829,7145,6511,6461,6315,6197,6415,6842,6545,6861,5218,4711,3914,3233,2504,1773,1921,2119,1479,1433,1644,1608,1391,1285,1598,1421
FL-Broward,7224,3110,2432,2530,2698,3027,3492,3668,3405,2563,2674,2584,2714,3128,2840,2418,1794,1608,1215,1189,963,647,617,938,752,623,785,790,615,505,685,638
FL-Broward,7225,48075,44613,46012,44875,49867,58315,58134,45803,44192,44550,44557,46052,56423,46752,35475,33898,31933,27660,25596,21892,13142,14893,20017,16799,12374,18299,18827,16725,12533,16723,16873
FL-Broward,7139,12072,16072,17178,15745,17052,16944,15611,11726,15194,15511,15062,15456,17007,13590,10212,11303,10534,9206,8578,7549,4840,5552,6918,5386,4287,6097,5791,4940,4377,5922,5331
FL-Broward,7131,369,380,261,235,263,292,465,416,282,254,281,267,356,392,287,225,229,200,233,192,124,149,178,151,116,145,148,110,103,120,123
FL-Broward,8131,4702,3123,3327,3260,3293,3409,2955,4186,3188,3246,3563,3293,3239,1925,2588,1420,1475,1394,1290,1366,929,1119,1235,914,959,1159,1054,1004,1028,1063,1027
FL-Broward,8121,1247,1833,2400,2239,2442,2478,1995,1741,2334,1917,1942,2047,2175,1430,1107,1583,1562,1579,1508,1302,788,791,1249,876,809,1054,1011,766,708,1056,920
NJ-Hudson,7211,686,822,919,815,936,973,1101,1088,895,805,746,793,781,643,470,503,463,479,417,422,296,313,362,310,231,364,349,241,235,302,252
NJ-Hudson,7224,811,842,840,788,891,1022,1121,868,875,798,852,842,920,785,532,526,502,478,438,396,304,309,368,356,218,394,365,252,251,331,266
NJ-Hudson,7225,14575,16837,16670,16131,17041,17449,17392,14989,16929,15581,15839,15993,17436,13961,10939,10589,9779,9368,9129,8253,6298,6140,7162,6353,4527,7658,7687,5949,5283,7116,6056
NJ-Hudson,7139,1848,2562,2350,2362,2326,2399,2238,1758,2422,2238,2294,2243,2198,1654,1451,1262,1094,1067,1047,964,686,595,766,806,493,909,830,591,503,783,692
NJ-Hudson,7131,88,54,35,71,61,55,130,142,91,58,58,54,65,91,71,27,39,56,42,40,23,28,30,41,18,46,38,21,21,49,30
NJ-Hudson,8131,1111,676,692,669,754,824,776,1066,751,722,690,732,774,634,628,534,448,445,462,487,349,363,378,338,239,365,458,329,298,378,303
NJ-Hudson,8121,314,413,343,354,430,413,426,350,455,426,383,423,432,348,331,305,298,296,296,240,234,215,240,235,179,255,270,190,173,221,223
MA-Middlesex,7211,1592,1739,1723,1713,1986,2625,2916,1489,1544,1573,1443,1320,1367,1028,748,739,645,600,567,513,374,322,504,334,295,447,410,393,284,424,388
MA-Middlesex,7224,901,964,1084,1091,1328,1416,1482,955,985,1071,983,894,949,749,423,437,351,328,328,300,221,202,323,231,173,282,301,205,142,274,226
MA-Middlesex,7225,18707,21596,22754,21156,22794,25234,23216,17708,19848,19482,19589,19542,20053,15896,11286,11473,9793,9827,8756,8240,5643,6367,8412,6435,4340,7749,8247,7096,4719,6785,6949
MA-Middlesex,7139,8499,11620,13021,11273,12551,12418,11254,8775,11768,10947,10702,10846,9643,6787,5759,6612,5157,5481,4970,4123,2825,3067,4187,3236,3294,3562,3595,2610,2103,3290,3210
MA-Middlesex,7131,336,335,385,232,316,366,467,295,235,229,267,280,337,368,306,151,122,98,91,86,63,65,110,58,33,87,108,81,86,94,78
MA-Middlesex,8131,2189,1017,1066,1063,918,1209,1155,1931,959,1026,1082,853,809,663,615,492,444,508,490,424,340,392,448,297,277,439,443,391,323,406,351
MA-Middlesex,8121,496,818,915,840,882,866,744,565,824,811,872,886,836,658,440,526,554,562,465,459,393,370,467,324,272,412,391,322,254,385,379
OH-Franklin,7211,2713,2728,2948,2908,3287,4085,3961,2676,2698,2611,2505,2382,2441,2034,1541,1609,1386,1381,1293,1200,895,925,1246,813,822,1042,939,822,848,1087,976
OH-Franklin,7224,2209,1888,2002,2055,2438,2922,3015,2225,1830,1876,1912,1918,2396,2147,1223,852,826,786,756,690,439,551,749,511,508,608,644,515,488,565,565
OH-Franklin,7225,34643,31365,33408,33115,36235,40041,40767,31735,28875,27917,27855,29358,35352,24979,19794,18134,17185,15938,15524,13529,9016,11623,14909,10150,7953,13403,13942,12187,10753,12530,12493
OH-Franklin,7139,8910,6855,7089,6799,7225,7384,7365,8211,6487,6282,6254,6003,6373,4276,3490,3662,2847,2628,2631,2326,1360,1779,2462,1736,1538,2304,1881,1668,1715,1942,1840
OH-Franklin,7131,97,80,101,87,94,124,176,136,108,87,86,91,87,63,64,65,56,63,53,44,25,51,64,50,47,59,53,34,38,52,43
OH-Franklin,8131,4639,1827,2046,2439,2084,2124,2005,4050,1900,1842,2059,1632,1750,1198,1575,1042,1074,1051,1090,951,802,900,1015,748,796,979,828,897,940,972,814
OH-Franklin,8121,487,785,924,870,913,877,697,483,764,854,783,829,861,538,358,531,521,522,450,370,221,260,462,251,231,363,345,275,250,360,337
VA-Fairfax,7211,1323,1659,1818,1678,1826,2157,2630,1663,1869,1833,1755,1599,1386,1134,893,919,792,778,824,643,495,497,632,459,412,559,564,472,470,573,509
VA-Fairfax,7224,672,584,748,703,698,946,1142,749,630,668,672,628,719,663,389,360,341,279,261,246,172,186,232,167,94,187,242,238,160,189,173
VA-Fairfax,7225,19288,21774,24231,21638,23066,25543,25173,19073,20064,19787,20111,20149,22924,17487,12183,14299,12537,10954,10579,9022,6061,6853,8748,7847,4167,8404,8909,7277,6186,8670,6836
VA-Fairfax,7139,4553,5559,5643,5529,5424,5153,5488,4290,5073,4936,5066,4513,4554,3508,2499,2891,2423,2070,2026,1703,1022,1184,1581,1463,743,1521,1545,1059,1063,1635,1231
VA-Fairfax,7131,38,28,31,19,40,22,55,52,20,19,22,17,11,17,13,16,9,10,11,6,3,6,6,4,2,7,6,8,8,3,0
VA-Fairfax,8131,2862,1053,1021,1166,1067,1335,1203,2501,1019,1079,1209,1003,625,589,797,378,384,350,351,313,243,315,296,299,165,313,334,281,278,307,219
VA-Fairfax,8121,726,702,792,768,805,837,1139,733,768,766,745,682,764,613,385,492,432,425,370,331,222,157,309,272,113,256,281,206,194,284,235
TN-Shelby,7211,2249,2256,2401,2317,2544,4928,5830,2831,2365,2360,2185,2148,2524,2413,1629,1690,1563,1414,1390,1229,981,931,1091,741,725,982,925,803,764,981,892
TN-Shelby,7224,1171,817,1070,881,1142,1618,1941,1232,860,899,930,980,1190,1226,722,636,731,642,617,408,270,211,374,261,204,316,322,253,210,273,276
TN-Shelby,7225,25159,24997,26129,25303,27757,33998,33015,23703,22497,23369,22695,23951,28504,22936,16725,17958,17887,16238,16097,12241,7339,7661,12980,10056,5919,11914,12825,10376,8358,11108,11520
TN-Shelby,7139,3991,5227,5781,5932,6278,5950,6317,4671,5657,5004,4575,4456,4506,3631,2874,3625,3094,2769,2936,1996,1369,1247,2026,1466,1117,1893,1906,1569,1435,1885,1729
TN-Shelby,7131,105,39,83,86,79,74,179,78,38,98,86,119,96,125,90,29,48,54,40,29,19,12,26,21,15,18,16,28,20,23,18
TN-Shelby,8131,6106,2375,3108,3261,2560,2543,2732,5226,2103,2192,3113,2306,2086,2004,3547,1436,1597,1640,1562,1433,1298,1507,1644,1155,1172,1464,1462,1371,1502,1488,1266
TN-Shelby,8121,543,837,934,864,968,956,751,526,733,786,763,854,878,579,333,690,729,625,713,533,344,258,550,451,238,424,421,260,237,426,443
WI-Milwaukee,7211,1271,1356,1435,1616,1579,2016,1895,1190,1309,1351,1424,1267,1427,1219,793,840,801,759,733,661,558,543,707,460,433,578,552,516,517,570,571
