state,SD 1W,SIR 1W,SD 2W,SIR 2W,SD 3W,SIR 3W,SD 4W,SIR 4W
LA-Orleans,187.05331746281428,288.6032108792683,191.88640441316377,388.2818594104514,178.69383768110842,475.59813675238826,158.71751007341936,556.2036466359733
MD-Montgomery,364.3346753887937,562.0115910081414,952.1412900541004,1295.9138371600056,1684.5495011104726,2146.7911115660513,2454.585846029233,3004.409791400667
MD-Prince George's,409.9436160361989,779.3793941943411,1208.7755714446005,1920.6614831447082,2069.236427692622,3101.9935410746098,2929.939432572373,4231.490823026814
MA-Bristol,269.3571116534078,633.138307035907,539.0784434945662,1158.533398122664,836.370767871815,1689.9747525462774,1142.5516079429779,2200.297752018951
MA-Essex,556.134565789401,1483.8372814181857,971.3840738906005,2510.6672322922805,1301.5998099211074,3384.191541097773,1562.648723630631,4109.0790763858895
MA-Middlesex,407.08996158067146,1798.4315055828604,489.0007173430223,2970.999138784378,536.8279310616907,4029.526357608074,553.0194648311096,4935.4354979633745
MA-Norfolk,50.08816781646665,549.9535968791167,59.29268328431587,906.2753032898993,127.61564443424909,1192.8136496384075,207.9430081602418,1443.7036364178846
MA-Plymouth,214.82156024316353,692.700480629581,330.97939343250874,1166.2549387011968,470.1818466057937,1632.5739969866388,565.3443536171886,2011.6874850072745
MA-Suffolk,942.9466184782955,1598.7423445357667,1173.6899472919492,2488.2741666267643,1339.290674442069,3272.69375472832,1422.0360819042492,3893.910950084959
MA-Worcester,395.6598033357176,890.3366075997012,879.4525313399098,1765.8046903998852,1307.5214749257357,2566.751654855115,1760.847003045308,3350.123003113
MI-Macomb,173.6188647510981,848.1985175256721,232.5639011962428,1155.7587342754296,264.7065956979208,1379.741663592807,319.96658757319926,1582.269855533865
MI-Oakland,136.80190150443843,993.0685423246964,293.2025524506484,1407.0205594922452,430.808321364876,1735.6831229801514,701.4546291296249,2124.637790186099
MI-Wayne,717.1967491075502,2630.5374412534243,1212.344388931556,3534.3210113080927,1576.9891073188403,4191.561721503198,2015.2026401979983,4823.499316084679
NJ-Bergen,282.6971459198114,2201.9611734455157,249.73520968752504,2866.7791407483487,209.83723600092216,3368.435687132356,189.3731418933225,3735.048712662419
NJ-Essex,355.8613214176271,2137.2267973907815,452.05574265570885,3037.344017805547,527.2018696811838,3779.0559272239934,554.6645806649873,4342.802256765485
NJ-Hudson,888.0877444009213,2749.161492391704,1138.7000500978418,3823.868742663742,1538.0330209047997,4890.943992426565,1724.6131041520964,5617.990614129535
NJ-Middlesex,670.7258569249309,2005.9278451994119,1104.650318380277,3109.305847261091,1412.537802367883,3980.164698214744,1574.2348671299371,4600.826376379123
NJ-Monmouth,379.5120837356507,865.2804232236557,595.0237158535772,1224.729658731302,839.0969869325442,1566.765989335802,1066.7238139781343,1862.7526592037573
NJ-Morris,126.9782273511174,781.82411838409,161.5328149032768,1073.990833614875,183.3762694514716,1300.1187678064985,188.85873266390547,1464.798897986727
NJ-Ocean,368.5491517488761,1258.5537415244582,537.8149870898809,1755.4545835534477,678.544041812475,2169.159168103857,789.8660985104412,2503.7559893304287
NJ-Passaic,1150.9480075279212,2519.273724693489,1805.4242300322267,3775.277561357511,2183.3775820503206,4642.672005464253,2377.9430359724915,5226.827098111988
NJ-Union,456.85645105636706,2026.6317122909095,483.3718762496559,2768.5012584360406,484.75208495642914,3347.5735130998114,480.1671248816702,3806.7971499050764
NY-Bronx,2400.63683355505,6775.468073382968,3222.352157774145,9105.885464162975,3640.6401579088447,10715.924006789573,3989.5268885656938,12011.181643602251
NY-Kings,1287.6476733096683,7903.423801271911,1714.1249171510228,10378.160558152424,2009.71274320261,12339.133528719594,2304.6622056872675,13980.922336516842
NY-Nassau,633.7404978574447,4831.357587099879,599.9672138363456,6240.421259799015,501.65875172125675,7221.744095107068,441.1073618383059,7963.425283791558
NY-New York,352.07535480720384,3468.5239234307683,477.91778321405906,4587.337433127536,514.5936630885363,5439.235893962933,556.889015046546,6155.076392051039
NY-Orange,389.3254829997941,1297.6997246932376,541.7773385439672,1845.0876998973874,640.6546321598254,2231.339416538295,715.3487324689088,2526.476835826159
NY-Queens,2306.2486642504364,9528.438570810391,3210.9270959542337,12438.819655852694,3801.657288388819,14614.717459691365,4251.366325656432,16319.73513337613
NY-Richmond,316.72354713512095,1750.2551841145544,308.11465119257275,2247.7302788127863,274.2020557662292,2607.2949702659953,238.57364533712132,2866.7170396007
NY-Rockland,1310.919979909659,1820.700042218568,1614.9006325317785,2394.6510002514465,1749.383416775117,2736.2230749384653,1831.4767117465587,2980.0525346853256
NY-Suffolk,830.0129827023076,5361.607506875373,964.7442836337461,7029.0268205805705,1003.2514588458324,8279.921224254544,1042.1487391265039,9286.740787832457
NY-Westchester,2987.0400795980054,4684.917118096387,3526.8895834542755,5935.848267867679,3875.312304524631,6861.809850185057,4128.543284043545,7579.37249512841
PA-Philadelphia,1041.061254758884,2742.876270262797,1835.3469422855717,4433.582409873267,2570.5929862987023,5932.909672059753,3122.454417631836,7124.947322647554
RI-Providence,432.94231185196463,561.6674693805245,555.7758258972316,984.3009865056747,546.0041933809084,1469.1390593145952,574.2683168609284,1455.3644610145518
TX-Dallas,111.43952088504392,1219.3126355934778,534.6446128554792,1401.746915436586,1261.3245436866491,1227.2244057189585,2017.2559371725051,1113.0718315811603
TX-Harris,196.45349723640717,2804.9873475016648,322.99202749748616,3510.53207593406,739.1348887601843,3804.521813195844,1383.8872317511475,3735.6430297076417
VA-Fairfax,158.10846733098973,331.76148677595853,567.6303086522462,941.013099581133,1125.2812694597185,1687.7507377614536,1852.38894167575,2564.6780213315105
WA-King,103.50861283442262,318.0045561849614,182.0200418811558,631.2882807091809,290.49496446673675,939.9542431030007,401.3488204464195,1217.3014181586175
PA-Montgomery,155.21662466734213,447.09215526695056,365.268456846976,842.4219268268014,569.1580661613274,1203.3240808046623,811.8318244864995,1570.1811237751938
NJ-Mercer,148.63383291756708,500.2875241793505,417.4704216585415,1045.002555507389,657.1082671710531,1545.7409960665127,813.9144717682394,1928.9637689348938
IL-DuPage,236.48130868103365,355.5486795653001,643.1759280651504,896.8114082774215,1055.8187681460504,1457.1189906226139,1556.071598897161,2100.8189100353484
CA-Riverside,58.94207488601941,795.3353504001858,77.89873584938516,1052.6515330286759,205.72337909132634,1088.862870069059,381.24488104007503,1023.9836944326471
PA-Delaware,145.1550482595843,359.0430441426744,370.2515189182172,737.9568333344823,672.3013717977656,1164.6709156843979,976.3378521177476,1566.195717857067
CA-San Diego,354.6859822067709,1531.714453688277,710.4964065558976,2203.557244230132,1151.3116116107715,2540.435605939032,1607.9163024428262,2624.6927367782114
MA-Hampden,270.79475327971,758.047732562039,423.4638404299315,1121.15919529934,586.6864097171106,1463.8535423215767,743.8152790382102,1770.7601311150447
NJ-Camden,127.0334634859066,429.4720082933299,301.8177638998277,877.1273548160447,523.8739064246571,1359.9355295689782,692.5953532803294,1762.222139883937
NV-Clark,223.71258116023085,1346.1975112561609,418.0604920339841,1548.8327368793348,576.3387215883218,1610.5527132065918,804.3937651203128,1546.3882732544032
NY-Erie,337.11950356574147,291.02807671719,639.1016630720975,698.6304985803907,943.3658425272629,1110.2599398021655,1192.1144525055502,1449.1605414832384
MN-Hennepin,23.099265863118916,148.2286064524722,258.7173776556303,154.4605481140731,814.7800334591178,607.3057853745398,1504.274658624751,1272.6439233754286
WI-Milwaukee,119.49721934157759,147.0025532953138,324.76703942558936,347.5999059848018,595.3252184393929,708.8509586807575,979.853686908762,1180.3040819675407
CO-Denver,327.72941798999096,439.8281269795949,563.1322699999371,811.2975716251439,823.77299450774,1205.9547300248878,1050.1877465901098,1554.2966278993542
MD-Baltimore,238.50789042834108,222.38689416625502,537.142380171059,638.7695190082877,798.2443500231567,1000.3309838008615,1118.3117357542067,1402.0711889773559
FL-Palm Beach,77.7208177623588,829.8038772655766,136.14987197523368,931.2491984886109,319.28974720849675,857.3802209760023,557.407486407738,748.2340276419571
OH-Franklin,152.85788129411486,586.3449745782858,539.9201129201065,531.7278206587206,952.2755345066194,453.217063957457,1310.3496411191734,538.1944087039649
PA-Bucks,230.72752182770742,401.5098815451671,378.1319018218462,747.9522762626337,553.9562462585612,1108.8026912751868,713.712653700461,1432.466843835005
MO-St. Louis,176.09624674326415,210.52207459221134,319.594435403912,284.70051827351034,469.306012787422,510.8828141339966,604.1115157736488,730.4303881228287
IL-Will,175.61279256194058,140.302080331709,540.1046360462492,566.1797633331462,954.6653096268195,1025.0367937965593,1334.7520007142675,1436.80005486426
TX-Tarrant,364.09460235817363,595.8238537080501,624.560903812453,992.1575753346722,1039.6797890388532,1149.5078405451138,1562.3387446740828,1088.1499772153647
NJ-Somerset,194.09155414622012,525.0532667358257,320.3517097773083,824.7578125384592,409.2918845304961,1055.2356589364986,462.533849305912,1220.219758248831
IL-Kane,289.36976631124844,139.22795770415706,698.4586613601379,496.46067275588064,1251.6965576695932,1019.6025065482463,1960.1848422249118,1711.0780358303366
CA-Orange,123.55452286731384,1125.3032000879218,378.40787630530895,1666.310163342895,680.2239634160597,2036.9669145184557,1056.1741836457848,2180.229169622683
NJ-Burlington,239.04372726759482,493.5476786656219,432.03971318516926,858.1315928528296,611.224130517302,1193.9343641539115,733.6860654734537,1452.6393075937622
TN-Davidson,339.3102753919298,387.39312797038724,589.8146930152126,742.4789785582052,817.5560231679292,1064.4358471577434,1049.6428243584976,1378.4000072367774
UT-Salt Lake,133.11660451395588,140.6487545944947,271.78669901191125,124.87548618240488,446.95067604410286,290.167594267094,652.2653751696871,544.4869823233226
GA-Fulton,95.83037285897909,111.6670636485016,160.97568119736735,281.9374169228491,296.872702645976,516.4518884172763,405.76533647387976,705.0704876355945
MD-Baltimore City,24.084336983809038,97.6375009962912,163.83386707956407,304.0197482794003,547.7320734482303,739.526673647489,852.1825231137225,1086.641874607195
TN-Shelby,152.14048783926555,340.2033001563939,300.16069216397017,264.08274723596634,464.8311002113636,281.1367431244479,639.2406758527579,439.40373302086186
PA-Berks,27.331991257872495,205.45323469082933,29.72597395796371,363.1480079247282,124.44934191597106,579.6757637742752,236.83967032823142,783.0302501851687
CO-Arapahoe,194.19708472228805,310.8552589405545,314.761033828794,563.9553885964621,473.269880171674,855.4448700020615,612.9236004947935,1117.2982212098693
DE-Sussex,163.27213892023704,186.73058943197037,205.44587271774608,320.34077416095545,252.6381150163611,528.4472626903288,366.54250291991514,824.9061090439832
NY-Dutchess,172.78398605841173,325.3718091970094,317.4077301221151,525.8720482255538,439.58623904977634,684.4781414968412,555.1995460088222,823.665483495712
VA-Prince William,105.12597510546861,143.192898545965,298.3802628774958,419.593670526764,517.6645048227799,754.1062264894769,815.954677471572,1181.2196336342893
PA-Lehigh,112.01785642589027,312.88502776214096,230.45280298086814,489.8264871848154,362.7634325305672,659.5147347106965,490.38565945162327,811.7290043887405
CA-San Bernardino,42.747773379757874,1010.3888029427567,110.69297255363689,1676.5746548441793,323.2616129411616,2031.7319777265566,544.1384501365748,2164.8938600444935
OH-Cuyahoga,135.93898926553055,547.7209490823113,263.22645689735816,595.5112736342192,432.72616525151034,546.7071830749254,636.9262021397146,479.3359461369559
SD-Minnehaha,39.449373880052036,112.22706807432674,129.43949454561783,114.05990956014425,148.26442754929266,257.46452033291837,138.38776964561902,424.10348331447943
LA-East Baton Rouge,95.76756914178208,128.40518804499618,263.2924840832931,320.2935929781625,426.3339313193805,497.18986682692577,725.4546952687797,800.7330372698788
MI-Kent,141.7122636192475,171.36610345526694,301.92956131461744,405.914836323419,387.93532521025963,596.5801448311257,495.7361342545623,823.8580248050673
IA-Polk,124.45898879443634,134.02621429291776,422.94990040641807,464.1494676636066,735.0801644924196,828.9135158090269,991.4394883334065,1151.7353472917932
WA-Snohomish,36.305471370531144,144.57215621084086,99.47858119215417,250.58498861418065,166.71022632986535,349.2416226856018,219.91897329227993,426.0623691774613
MD-Anne Arundel,95.15905036571043,93.8904481035137,203.47105268266648,138.7735688490347,346.556363920513,333.73304028127967,498.760329174304,553.9610104500512
GA-DeKalb,43.192526432148334,110.25140304364137,155.15192614355908,97.2238152471296,288.4852085728494,193.57871582976503,425.02492426466796,325.4655333872998
IN-Lake,80.60812454755408,181.77899627512318,201.84214563778852,438.6459100907914,313.72178336503754,672.3000099240812,438.5785176300077,900.93488654208
DE-New Castle,78.5247586631063,204.18215690920462,138.70128654692826,359.7371897921507,277.0547991810215,573.0657378366964,440.28214329546574,796.2625080609038
PA-Northampton,131.98230283533564,342.12553389230345,261.0753575995235,552.1294258279531,356.24411566848624,711.7794289183512,450.9836854807832,855.3423150121619
GA-Gwinnett,80.5490937725746,308.76296602357604,212.3690880226254,298.8517974851533,350.26348470367225,248.85196598099418,425.4842410237161,221.00777639259798
CO-Adams,149.93359685227335,133.55728637046266,294.24334960278094,312.7822511835204,473.7858895840242,534.8081511614072,643.5277176737525,744.3426729064512
PA-Luzerne,107.92426408466028,243.54104697399868,211.4220987114413,371.01901591229034,301.9718383464377,475.35363493700584,380.1188947060424,561.8907344196349
