county,NAICS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
TX-Dallas,7139,6254,6022,5674,3966,3562,5497,6089,5837,6669,6504,5688,3944,6344,6400,6763,6542,6695,5622,4222,6191,6484,6931,6736,6729,6001,4426,6173,6475,6910,7088,7375
TX-Dallas,7131,290,275,292,214,216,267,303,260,252,307,359,225,322,340,297,354,308,466,221,353,530,437,521,640,781,435,360,379,354,352,376
TX-Dallas,8131,3058,2570,2804,2660,3686,2506,2643,2684,2990,3098,2777,3709,2750,2923,3072,2838,2973,2711,3780,2799,3127,3253,2906,3015,3251,4142,2855,2852,3338,3154,3243
TX-Dallas,8121,2156,2086,2149,1217,1147,1818,1935,1857,2366,2450,1978,1297,2114,2174,2097,2238,2323,1874,1241,1972,2226,2333,2403,2440,2181,1502,2199,2170,2267,2468,2378
TX-Harris,7211,5833,5803,6283,6177,4865,5535,5556,5468,6031,6607,6392,4567,5812,5601,5968,6553,7142,6556,5103,5965,6058,6364,6454,6910,6347,4983,5755,6169,6654,7205,7842
TX-Harris,7224,3586,3743,4123,3091,2759,3197,3676,3479,3835,4775,3977,3036,3673,3747,3705,4026,4658,3970,3240,3852,4827,4402,4502,4897,4046,3164,3731,4128,4106,4356,5036
TX-Harris,7225,90281,92595,104046,75330,71147,81771,84548,81140,92183,106368,98497,75647,84201,86768,89577,93180,106667,98027,78930,84006,87553,92288,97572,110564,92401,77151,86233,89220,92865,102418,117513
TX-Harris,7139,13727,13049,12227,8643,7755,12374,13751,13003,13921,14120,12260,9121,13366,14048,13937,13813,14023,12179,9392,13495,13922,14604,14892,14505,10885,8604,13927,14625,14695,15712,15547
TX-Harris,7131,526,440,702,650,462,418,418,451,549,758,1009,638,501,483,550,577,575,868,508,497,391,434,539,536,524,390,475,449,441,570,633
TX-Harris,8131,3673,3075,3036,2656,3854,2981,3138,3216,3318,3423,3029,4089,3167,3231,3608,3468,3528,3134,4279,3135,3211,3763,3624,3780,3351,4611,3173,3437,3725,3750,3916
TX-Harris,8121,3707,3641,3916,2909,2221,3248,3629,3285,3884,3947,3372,2213,3421,3732,3713,3731,3901,3356,2330,3425,3624,3853,4072,4166,3279,2418,3308,3578,3746,4076,4128
AZ-Maricopa,7211,4794,4659,5361,4942,4167,4578,4252,4112,4475,5019,4926,4072,4656,4498,4734,4775,5341,5230,4249,4783,5015,4939,4878,5593,5359,4341,4582,4808,5151,5489,6074
AZ-Maricopa,7224,1731,1753,1931,1215,1179,1527,1539,1510,1689,2066,1661,1184,1521,1604,1681,1650,1986,1711,1299,1477,1802,1814,1925,2196,1976,1483,1642,1782,1923,1936,2649
AZ-Maricopa,7225,65930,68109,73713,50446,50027,59174,59924,59281,64355,73789,66548,52091,58877,61803,63729,64888,75144,69354,54984,60243,64754,66409,67778,78607,75077,57959,60708,65451,67249,70388,82499
AZ-Maricopa,7139,14423,13896,13284,10448,8858,12803,12969,12181,13066,13401,11425,8323,12910,13295,13524,13511,14146,11903,9369,12832,13919,14061,14386,15121,12948,10030,13280,14755,14890,15110,15307
AZ-Maricopa,7131,330,343,353,270,261,304,287,340,311,359,321,239,313,331,335,296,339,309,297,322,364,341,340,325,485,296,301,320,312,357,409
AZ-Maricopa,8131,1998,1721,1671,1701,2525,1753,1779,1823,1837,1868,1732,2551,1796,1879,1987,1944,1854,1846,2678,1834,2091,2294,2255,1974,2051,2971,2069,2270,2533,2335,2464
AZ-Maricopa,8121,2481,2489,2117,1366,1143,2208,2355,2257,2577,2523,1971,1218,2224,2544,2564,2583,2555,1985,1327,2277,2478,2617,2734,2654,2125,1396,2297,2605,2714,2695,2640
GA-Fulton,7211,2836,2591,3410,3522,2894,2764,2522,2826,4126,5363,5634,3754,3618,3456,3383,3879,5264,5180,3679,3646,3300,3233,3089,3620,4055,3079,2718,2660,2738,3052,3574
GA-Fulton,7224,1291,1312,1680,1555,1501,1106,1120,1174,1271,1643,1904,1314,1065,1164,1172,1385,1703,1886,1421,1126,1143,1322,1382,1671,1988,1560,1154,1226,1355,1436,1992
GA-Fulton,7225,22863,22856,24076,16134,16532,19854,20831,20748,23507,26961,25786,17707,21234,22436,23020,24000,27879,26041,19405,21256,21910,23604,24123,26888,25787,19514,21425,22945,24560,25482,28887
GA-Fulton,7139,6137,5691,5723,4094,3829,5075,5693,5677,6273,6979,6092,4452,5720,6211,6234,6448,6447,5477,4503,5516,5980,6591,6362,6402,5596,4652,5760,6618,6559,6789,7132
GA-Fulton,7131,74,74,107,112,105,48,59,67,70,81,134,91,42,61,67,55,106,122,94,43,65,67,89,110,123,119,65,79,92,62,116
GA-Fulton,8131,705,586,481,475,661,641,654,675,722,688,572,792,664,706,724,708,687,576,800,663,712,716,673,696,554,960,696,769,764,744,766
GA-Fulton,8121,1197,1159,1167,771,681,1016,1179,1122,1212,1260,1071,679,1060,1161,1252,1217,1363,1093,709,1123,1194,1292,1295,1324,1098,826,1110,1252,1399,1318,1314
NJ-Bergen,7211,518,475,514,462,460,546,472,462,544,628,590,506,554,594,574,582,640,603,514,578,513,514,552,675,670,490,587,586,580,623,698
NJ-Bergen,7224,366,419,372,282,210,280,296,320,391,272,388,260,353,384,347,373,426,386,237,260,317,329,390,443,432,288,293,351,359,388,511
NJ-Bergen,7225,14519,14896,15159,9979,9611,12462,14629,13377,15027,12379,15043,10595,14220,14699,15404,15313,16700,14809,10727,13152,14297,13962,15192,17027,15783,10648,13222,14388,15071,15256,17302
NJ-Bergen,7139,4009,3954,3345,2534,2438,3535,4380,4076,4818,3086,3236,2870,4502,4622,4940,4668,4349,3612,2631,4038,4641,4248,4680,4588,3613,2832,4281,4676,5091,5073,4443
NJ-Bergen,7131,120,110,59,60,80,99,125,107,89,91,72,71,127,113,134,147,127,120,79,163,123,106,108,96,93,72,116,132,122,135,114
NJ-Bergen,8131,672,652,579,693,822,526,650,606,740,563,728,903,706,714,728,671,738,816,863,613,664,700,710,724,776,916,660,776,800,782,863
NJ-Bergen,8121,521,497,526,305,301,438,489,516,549,468,462,282,502,588,616,618,538,460,267,500,521,552,584,568,451,311,520,615,573,592,567
PA-Philadelphia,7211,769,743,762,717,635,683,704,677,847,825,858,698,837,793,818,857,933,879,742,831,847,852,911,937,1055,768,888,939,930,987,1015
PA-Philadelphia,7224,1674,1616,1552,1319,1228,1321,1410,1446,1841,1306,1516,1175,1539,1616,1612,1802,1791,1709,1224,1471,1586,1551,1706,1826,1844,1335,1612,1664,1777,1880,2001
PA-Philadelphia,7225,19242,18814,19076,14159,13462,15397,17812,16822,19153,17123,17627,13623,18284,18653,19660,19747,20589,17306,13561,16967,18734,18748,19358,20542,18813,14991,18282,19425,19903,20829,21740
PA-Philadelphia,7139,3290,3071,2810,2751,2447,2539,3129,3070,3358,2599,2718,2549,3243,3505,3509,3526,3407,2906,2556,3207,3377,3344,3500,3235,3426,2813,3503,3762,3911,3992,3742
PA-Philadelphia,7131,140,136,160,146,113,109,135,129,129,115,111,121,172,178,193,165,154,120,123,161,162,134,130,141,161,114,163,166,161,141,172
PA-Philadelphia,8131,1951,1771,1891,1839,1670,1503,1626,1485,1793,1589,1752,1560,1737,1809,1888,1934,1990,1763,1601,1771,1885,1788,1836,1845,1994,1837,1816,1943,1839,1963,2099
PA-Philadelphia,8121,1057,1048,1052,864,740,771,917,864,1004,948,987,709,1009,973,1041,1066,1125,926,717,913,958,976,1042,1043,1040,717,935,960,1061,1085,1112
MD-Prince George's,7211,791,780,970,991,881,826,798,813,883,1017,1001,840,804,826,847,967,1060,1136,864,768,867,865,952,1178,1292,1099,855,931,982,1067,1114
MD-Prince George's,7224,147,210,244,159,177,125,150,148,194,214,239,176,194,176,179,201,236,294,204,169,181,214,200,280,298,252,179,195,200,209,345
MD-Prince George's,7225,9161,9720,10894,7578,6859,7725,8216,8098,9180,10855,10075,7424,8434,8958,9333,9291,11012,10066,7441,7839,8567,8343,9297,10981,10824,8232,8490,8755,9734,9625,11052
MD-Prince George's,7139,1193,1253,1284,917,899,1038,1084,1064,1339,1308,1255,808,1200,1284,1321,1295,1394,1189,871,1077,1193,1229,1306,1316,1254,874,1202,1263,1432,1466,1356
MD-Prince George's,7131,15,14,11,15,10,11,13,7,10,17,12,8,7,12,7,11,10,8,7,7,11,18,23,10,23,14,12,13,15,23,25
MD-Prince George's,8131,548,469,549,499,588,489,471,453,500,577,527,561,524,521,610,549,627,625,629,461,603,529,573,592,626,664,555,570,618,588,673
MD-Prince George's,8121,590,614,639,508,447,544,519,481,578,634,549,457,523,573,585,597,675,670,522,527,541,568,663,756,631,514,578,544,638,638,710
NV-Clark,7211,8978,10931,15459,17792,14635,11342,9722,9319,10543,13330,14398,11589,10566,9905,10112,10848,13199,14636,12490,10679,10226,10484,11046,14339,16124,13197,10816,10162,10538,11185,14711
NV-Clark,7224,3042,3560,4631,4952,4261,3636,3155,3167,3620,4589,4384,3394,3353,3163,3357,3425,3933,4118,3570,3263,3192,3241,3424,4291,4804,3738,3295,3165,3223,3446,5331
NV-Clark,7225,39636,41841,48489,40005,37797,37980,37158,36557,39436,44923,41849,34595,36145,37344,38305,38804,43653,42338,36275,36088,38782,38875,39584,46189,46257,37246,36971,38492,38678,40051,45416
NV-Clark,7139,8484,8446,9014,8087,6820,8446,8310,8232,8942,9098,7920,6407,8596,8676,8820,8650,8588,7837,6659,8100,8721,8898,9331,9635,9736,7539,8975,10450,10850,10906,11180
NV-Clark,7131,992,1037,1268,1007,938,953,1047,955,974,1159,1121,905,771,932,888,946,1072,1079,970,773,1020,933,928,1139,1343,1104,848,935,880,982,1009
NV-Clark,8131,827,756,657,825,981,651,694,706,724,717,702,1020,701,697,863,750,770,742,1160,625,757,772,767,762,825,1079,704,762,843,818,796
NV-Clark,8121,2134,2164,2339,1981,1687,1990,1927,1875,2157,2337,1899,1650,2133,2069,2142,2197,2226,1992,1575,1980,2213,2278,2150,2269,2065,1701,2086,2367,2371,2475,2166
NC-Mecklenburg,7211,4066,3937,4353,3828,4067,4281,3827,3567,4701,5062,4974,4172,4617,3846,3797,4553,5121,5340,4284,4499,4618,4231,5033,6127,6398,4462,4535,3800,4231,5008,5498
NC-Mecklenburg,7224,1040,1098,1064,679,661,830,922,879,1114,1344,1358,858,951,997,1069,1100,1303,1133,772,887,983,1171,1092,1313,1319,839,947,1053,1089,1253,1454
NC-Mecklenburg,7225,20514,21335,22568,13748,14627,18551,18868,19142,21081,23817,21999,15947,19319,20146,20417,21436,24443,21728,16704,18353,20445,21418,21609,24858,24089,17230,19448,20906,21497,22876,25694
NC-Mecklenburg,7139,4567,4496,4499,3525,2883,4226,4441,4490,4900,5009,4219,3250,4427,4724,4893,4903,4909,3953,3277,3940,4581,5026,4806,4723,4280,3529,4346,4931,4899,5082,5402
NC-Mecklenburg,7131,73,86,123,72,78,111,123,86,120,143,138,95,99,84,101,87,112,128,67,87,98,106,105,123,175,116,131,101,124,131,112
NC-Mecklenburg,8131,1084,816,677,558,1217,927,992,969,994,892,840,1260,865,983,1180,1005,946,686,1361,870,974,1270,1022,910,877,1490,988,1122,1282,1145,1065
NC-Mecklenburg,8121,1016,940,775,397,350,858,852,932,989,932,694,412,846,973,979,961,953,646,391,759,929,1040,937,1050,694,474,885,1034,983,1063,982
LA-Jefferson,7211,778,722,648,584,529,796,838,832,827,822,644,568,833,798,858,750,827,763,606,844,886,863,849,859,765,562,801,937,947,909,1064
LA-Jefferson,7224,585,582,639,463,367,523,517,546,616,661,632,358,469,454,455,453,568,488,301,461,514,500,500,608,496,272,451,447,524,566,609
LA-Jefferson,7225,10539,10616,11457,6338,6914,9045,9604,10138,10961,12451,11122,7584,9443,9966,10018,9926,12180,10599,7288,9368,10231,10760,10588,11608,10794,7010,9082,9579,10825,11462,12879
LA-Jefferson,7139,2188,1939,1805,1136,1051,1814,1869,2194,2279,2251,1683,1206,2041,2247,2165,1990,2241,1727,1214,2120,2261,2374,2033,1902,1776,1128,1924,1949,2255,2227,2043
LA-Jefferson,7131,29,15,12,10,7,46,26,30,40,29,21,8,37,29,45,27,46,18,16,34,23,27,38,28,14,17,37,46,43,37,27
LA-Jefferson,8131,759,676,737,727,873,597,589,703,760,1017,911,823,636,660,769,696,769,810,902,646,694,737,704,750,824,855,702,677,813,818,927
LA-Jefferson,8121,358,326,377,226,195,245,306,321,320,358,277,153,280,347,323,330,363,269,180,315,312,350,318,313,252,125,267,316,321,387,339
CA-Riverside,7211,1793,1946,2334,2080,1790,1724,1595,1647,1754,2092,2254,1756,1804,1718,1691,1885,2085,2152,1666,1636,1727,1815,1747,2197,2557,1880,1811,1924,1804,1785,2038
CA-Riverside,7224,474,499,641,522,380,431,408,449,510,625,564,411,414,400,476,497,588,560,450,398,505,508,535,667,628,515,439,450,487,513,602
CA-Riverside,7225,31253,31704,35483,22503,25909,27856,27724,27372,29746,33465,31362,26665,28510,27453,28002,28661,32445,30867,26979,26667,28060,28536,28839,33417,32346,28697,26861,28748,30350,30551,34614
CA-Riverside,7139,8545,8446,8905,6596,6052,7963,8279,7970,8838,8876,7324,5856,8393,7509,7487,7365,7888,6836,5737,7207,7770,8086,8204,8557,7899,6400,7581,8324,8462,8618,8213
CA-Riverside,7131,331,302,317,221,248,305,302,320,338,336,269,270,322,228,232,257,249,160,159,214,208,246,281,282,251,192,225,229,266,235,245
CA-Riverside,8131,828,784,662,732,1488,690,736,841,852,850,767,1418,806,771,840,824,847,813,1083,627,737,892,877,837,852,1186,726,865,911,799,913
CA-Riverside,8121,1142,1156,1282,824,743,1043,1029,1021,1097,1229,1082,820,1082,1060,1065,1022,1073,961,750,929,961,994,1012,1072,975,849,891,992,1025,997,952
FL-Broward,7211,3339,3319,3640,3670,2973,3143,3042,2805,3408,3882,3993,3250,3226,3172,3452,3379,3581,3404,3559,2910,2984,2926,2950,3787,4290,3527,3070,3161,3408,3547,3789
FL-Broward,7224,1317,1340,1420,1117,905,1116,1185,1023,1291,1454,1248,1099,1151,1114,1260,1260,1402,1207,1129,1091,1164,1178,1163,1477,1517,1221,1100,1173,1284,1333,1743
FL-Broward,7225,29051,29827,33364,21368,21295,25964,26727,25717,29235,32814,29936,23267,25975,26833,27995,28662,31904,28174,24222,25309,26948,27325,27107,33535,32680,24514,25691,27806,29183,29992,34748
FL-Broward,7139,9762,9230,9520,6951,5967,8972,9225,8451,9445,9619,8045,6411,9153,9123,9671,9379,9453,7591,6581,8754,15087,15451,16468,17974,16755,13991,16311,11195,11110,10915,10818
FL-Broward,7131,146,118,150,153,143,123,136,122,140,155,151,150,124,143,153,160,177,140,153,137,158,146,129,154,165,162,140,135,131,139,160
FL-Broward,8131,1130,1018,977,952,1232,934,980,1016,1013,1190,961,1172,918,1008,1068,998,1096,909,1158,940,932,1105,1071,1051,988,1319,967,1009,1156,1055,1212
FL-Broward,8121,1606,1574,1627,1228,994,1425,1528,1442,1563,1636,1454,1009,1422,1516,1515,1546,1648,1369,1057,1476,1601,1657,1555,1719,1487,1138,1531,1614,1625,1708,1733
NJ-Hudson,7211,395,428,458,446,360,399,402,388,393,385,389,361,440,415,413,444,516,500,402,419,504,463,458,533,542,434,506,507,496,507,503
NJ-Hudson,7224,545,588,532,487,444,477,567,483,628,460,571,457,585,634,653,609,677,623,437,528,587,552,630,737,777,484,563,593,611,662,780
NJ-Hudson,7225,9604,9986,10278,8421,7887,8554,9432,8635,9948,8478,9903,8022,9714,10103,10221,10206,10912,10182,8166,9158,9967,9682,10378,11271,11340,9027,9725,10126,10540,10890,11639
NJ-Hudson,7139,1176,1163,1133,991,868,1064,1159,1080,1289,973,1106,915,1338,1373,1299,1369,1384,1117,945,1238,1306,1251,1311,1318,1289,1003,1244,1366,1285,1339,1433
NJ-Hudson,7131,50,73,70,116,79,50,56,50,74,36,74,70,73,82,70,84,81,83,72,63,72,88,74,92,122,90,60,80,87,87,121
NJ-Hudson,8131,371,406,418,494,464,373,374,385,439,392,402,439,416,413,473,429,490,488,472,392,487,446,407,494,507,477,428,451,421,478,510
NJ-Hudson,8121,273,276,281,239,210,276,277,261,303,271,279,198,296,315,296,278,298,271,186,274,293,283,271,334,285,208,295,288,327,347,348
MA-Middlesex,7211,688,653,714,564,574,749,740,698,766,853,837,571,832,884,959,874,947,977,710,794,854,885,905,1052,1066,740,842,879,863,968,1045
MA-Middlesex,7224,415,509,475,245,306,459,472,424,506,583,474,271,400,475,518,518,591,476,305,414,420,550,507,612,466,343,407,497,558,562,705
MA-Middlesex,7225,13196,13130,12636,7940,9232,11462,12353,11592,13333,14335,13132,10057,11907,12902,13694,14122,14796,12653,9989,12009,13032,13883,13752,15693,13737,11055,11943,12983,14385,14614,15865
MA-Middlesex,7139,5003,4946,3915,2615,2959,4895,5513,4987,5850,5528,4253,3627,5594,6037,6499,6582,5566,4237,3447,5506,6061,6437,5606,5933,4760,4120,5620,6021,6494,6562,6101
MA-Middlesex,7131,125,158,153,115,104,139,151,139,148,152,194,134,118,150,174,157,193,117,119,141,140,180,136,156,154,141,127,143,120,148,168
MA-Middlesex,8131,479,467,450,420,521,467,473,431,508,463,424,528,471,470,528,514,518,474,553,450,458,526,507,557,554,616,472,538,549,576,559
MA-Middlesex,8121,574,606,445,359,361,472,532,528,578,535,530,362,594,630,658,666,636,489,348,560,627,641,620,634,502,394,539,588,649,682,598
OH-Franklin,7211,2068,2259,2350,2000,1602,1676,1774,2150,3607,5078,4542,1763,1911,1959,2144,2381,3192,3557,1621,1723,1894,1867,2536,3345,3756,1733,1753,1892,1949,2981,3389
OH-Franklin,7224,1358,1354,1458,1001,895,1099,1198,1227,1352,1617,1553,918,1162,1219,1340,1360,1706,1522,937,1122,1279,1317,1335,1781,1612,1124,1077,1255,1406,1388,1737
OH-Franklin,7225,23274,24088,24682,15451,17998,20582,20922,20949,23703,27033,25294,18958,20835,21717,22665,23399,26588,23925,18790,20586,22292,23104,23425,27618,25803,20672,20962,22992,24885,25116,28279
OH-Franklin,7139,5352,5018,4822,3185,3337,4954,4829,4707,5404,5036,4760,3716,4972,5492,5419,5301,5352,4304,3259,4912,5236,5185,5335,5639,5125,3725,4523,5339,5750,5426,5627
OH-Franklin,7131,142,118,114,79,108,121,93,110,122,102,155,124,112,127,130,122,92,106,88,91,99,108,117,127,113,78,72,106,123,87,124
OH-Franklin,8131,1369,1011,1002,928,1435,942,1005,1050,1170,1122,1064,1555,986,1076,1197,1220,1137,1068,1553,1001,1075,1168,1098,1091,1109,1643,963,1097,1284,1173,1239
OH-Franklin,8121,628,624,541,276,279,545,641,600,627,597,481,305,545,656,597,633,634,466,300,571,649,627,647,574,491,335,543,663,659,676,640
VA-Fairfax,7211,810,743,933,877,744,840,838,752,837,895,956,741,867,938,970,936,1193,1094,873,962,962,988,964,1005,992,776,889,897,992,1043,1030
VA-Fairfax,7224,274,337,368,229,232,262,318,254,307,434,448,281,289,319,330,377,404,392,292,272,301,259,319,390,473,321,243,299,316,335,429
VA-Fairfax,7225,12110,12377,13257,9338,9041,10953,11380,10768,12038,13451,12968,9702,11446,11919,12160,12507,14008,13094,9921,11090,11813,11552,12760,14236,13659,10764,11644,12201,12868,12797,13992
VA-Fairfax,7139,2730,2452,2538,1714,1719,2511,2548,2518,2714,2888,2427,1880,2565,2740,2837,2892,3057,2420,2013,2487,2681,2678,2961,2792,2809,2097,2872,2977,3053,2912,2791
VA-Fairfax,7131,20,13,7,9,13,7,10,16,15,17,20,12,9,6,19,13,17,23,23,14,8,10,10,15,18,21,10,11,15,19,20
VA-Fairfax,8131,366,313,319,349,489,276,316,319,340,452,425,541,324,362,426,384,449,443,531,334,336,344,434,451,436,606,362,375,463,446,572
VA-Fairfax,8121,470,508,460,301,289,442,463,470,550,567,481,319,478,485,531,518,554,470,323,487,509,510,529,547,487,319,445,490,552,556,565
TN-Shelby,7211,2236,2327,2721,2317,1925,1888,1905,1806,2393,2963,2923,1762,1968,1984,2051,2313,2934,3135,1986,2032,2063,2171,2354,3084,3400,2282,2116,2163,2202,2355,3010
TN-Shelby,7224,586,705,800,530,511,540,566,598,576,770,785,459,484,547,611,591,714,792,501,547,559,598,635,766,847,530,527,569,626,712,796
TN-Shelby,7225,21076,22205,23032,12566,13906,19041,19167,19426,20801,24058,21025,15347,18775,19475,20437,20773,24104,21402,15737,18968,20214,20471,21114,24607,22522,16368,19304,20102,20960,21846,25465
TN-Shelby,7139,3032,3202,2700,1633,1764,2992,3194,2899,3244,3167,2599,2110,3008,3220,3161,3208,3199,2604,2139,3040,3228,3219,3179,3342,2984,2372,3115,3244,3334,3435,3453
TN-Shelby,7131,57,78,82,32,48,51,80,70,82,92,124,56,63,82,65,71,75,90,57,54,47,59,63,70,118,42,40,53,34,60,92
TN-Shelby,8131,1526,1288,1259,1321,1792,1288,1292,1457,1459,1463,1257,1931,1375,1342,1763,1485,1509,1447,1983,1395,1530,1683,1638,1513,1539,2119,1364,1550,1861,1625,1772
TN-Shelby,8121,733,705,594,315,299,589,661,621,690,722,537,361,623,710,770,754,795,547,274,573,655,638,664,777,568,341,612,722,667,768,757
WI-Milwaukee,7211,836,918,1161,1233,832,827,846,815,1054,1537,1623,785,837,832,775,952,1495,1618,795,797,831,953,1156,1353,1319,806,840,968,906,993,1330
WI-Milwaukee,7224,1480,1445,1567,1085,1102,1224,1211,1208,1391,1766,1701,1120,1281,1329,1312,1459,1600,1503,1116,1137,1315,1449,1577,1675,1702,1221,1309,1428,1545,1657,2033
